	differentiation	differentiation	differentiation	differentiation	lower	lower	lower	lower	upper	upper	upper	upper	upper_vs_lower	upper_vs_lower	upper_vs_lower	upper_vs_lower
	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1	Rep1
	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg	Mann-Whitney p-value	average phenotype of strongest 3	sgRNA count_MW	sgRNA count_avg
FLT3LG	0.7458450654998473	0.09091979702276376	4	4	0.3540499420404086	9.845375572863459	4	4	0.8333789191142353	-2.0215819103318178	4	4	0.2913486593404222	-10.3785736792991	4	4
FLT4	0.5818685527788804	-6.35884308366483	5	5	0.651808819761505	4.72171268868392	4	4	0.5338379586347937	1.1951450571506488	4	4	0.375677121980317	-2.848950330618108	4	4
FN3K	0.753356281883896	-2.282974436072111	5	5	0.33425458174009104	9.74010386327145	4	4	0.350087772555825	1.0637586747239844	5	5	0.6395440126355633	-6.989833284651927	4	4
FN3KRP	0.47235377982292215	-2.336160576433979	5	5	0.7520470321080464	9.911301255933113	5	5	0.8106445286805554	-1.4948389940658966	5	5	0.5687432323270151	-7.122783873681137	4	4
FNTA	0.5266776680324923	0.8602798485019142	3	3	0.29342942129780336	9.002611201387207	3	3	0.5005584680823236	0.7061693827695107	3	3	0.6241893432561293	-6.78896118356097	2	2
FNTB	0.15874363665330804	1.5488874778753428	5	5	0.29693012754959847	9.945304415827243	5	5	0.325933369338428	-7.064370407178072	5	5	0.08731948678108162	-11.221482559058197	4	4
FOLH1	0.368601539056959	-8.587410879383835	5	5	0.8306197822146404	4.189011697441874	2	2	0.1049625345722392	3.443085629704154	5	5	0.11418195679074566	-3.2914465602413485	5	5
FOLR2	0.34585954525067697	-8.527814910503105	5	5	0.8678753682095685	-0.2680531013053091	1	1	0.9644759375975938	-0.4225673616664851	2	2	0.5233839875136854	3.0778067994538807	1	1
FOLR3	0.3208712409857758	-6.423892898643042	8	8	0.22052787686186992	18.353292726891496	8	8	0.10847652632697503	4.319865450724751	7	7	0.9822747019811454	-17.753799795280617	9	9
FPGS	0.753356281883896	-5.7623938008212034	5	5	0.7744684353190315	6.1463477977797085	3	3	0.6148597140377343	-3.0269297309217396	5	5	0.7306965808687735	-6.954662905634723	4	4
FPR1	0.42759141741542817	-5.2747168546051	5	5	0.3481100526705666	1.7664387108370931	3	3	0.01214487366712856	-10.409174496871616	3	3	0.09616912006818926	-18.613235515612576	1	1
FRK	0.0659687831331526	1.442325990812477	5	5	0.35435001572110936	1.7705715036725262	5	5	0.9617808560530875	-1.561461561926528	5	5	0.43950033104109754	-0.12253092954146212	4	4
FSHR	0.8058574622301209	-7.214688226587398	5	5	0.024054736876625935	15.742966227867262	4	4	0.7090911162458073	0.07465427123366093	3	3	0.042795929198998564	-14.786668323469966	4	4
FST	0.7675733183860726	-2.3768519840689093	5	5	0.412207644131664	1.5442572878099459	4	4	0.5881004272965635	-5.880521444385216	4	4	0.6193480997946015	-2.974525789342126	3	3
FTCD	0.23173087901881106	-9.24486511540397	10	10	0.9965467919677865	7.466453078205703	5	5	0.6003945899261752	-2.373571600448924	7	7	0.6799540307796483	-6.878895903140795	5	5
FTH1	0.019470137099430983	2.308200465928897	5	5	0.2773379466103324	1.0173809246176748	5	5	0.0233193046821369	-10.136654234080433	5	5	0.5469327444768446	-6.399332901060848	2	2
FTL	0.365296891391101	-4.689931896262725	5	5	0.5702369356998382	4.6598718196025475	4	4	0.6193080669832095	-4.353316915785143	4	4	0.6939180138575417	-1.9435324775640437	2	2
FUK	0.28874851402036295	-6.514470672811796	5	5	0.9596721613037543	3.380987315789031	3	3	0.13846225748830698	4.575562163742151	4	4	0.20222771393852168	0.1688091214173403	4	4
FXYD2	0.16725690634741763	-8.390811431118836	10	10	0.006956011227309985	16.316602055121788	6	6	0.28342851199925334	3.706912114551424	6	6	0.15086213071552484	-14.213552974569318	7	7
FYN	0.2535543906132779	-9.535959494216415	5	5	0.5121325875951704	4.883510987170868	2	2	0.0184722286930217	10.010232087854439	5	5	0.5869048553378209	-0.23196380208099163	5	5
G6PC	0.03740661002516013	-9.899054202871925	5	5	0.16765090946450256	-2.1821635289171653	1	1	0.9644759375975938	0.07339377110310696	2	2	0.3990866769258571	3.3986775875582014	1	1
G6PC2	0.2334434276299172	1.4280403661031478	5	5	0.9806445855755239	5.523919946575721	4	4	0.8605274918646487	-2.513100426544632	5	5	0.6639393382542758	-6.556341518619202	4	4
G6PC3	0.08093197272311108	-8.594741914607862	5	5	0.18300983774488477	9.869112904649368	3	3	0.06974412507402293	4.793904579037268	3	3	0.8878184405588241	-6.95982657103172	4	4
GAA	0.9975177382557646	-5.042091231511311	5	5	0.5571290120059167	8.921270698595666	4	4	0.13609447066476832	4.239818536449941	4	4	0.5611133531647523	-3.1105053641856863	4	4
GABBR1	0.33969228522486483	-7.942714199775865	9	9	0.7199349759819778	8.079077302681911	6	6	0.42164077698722546	-10.25092282983506	6	6	0.8346227285087845	-7.177143441397212	4	4
GABBR2	0.5155557559083246	-5.266064043274839	5	5	0.6588174378980718	5.085202509221179	4	4	0.4673666335367982	3.539949440524717	5	5	0.44831048010169006	-0.2697537217228465	3	3
GABRA1	0.98758917176213	-5.485364668827721	5	5	0.9328378024560585	3.0039279580037994	3	3	0.5761247749445226	3.2263731966212075	5	5	0.43950033104109754	-3.3830793674458968	4	4
GABRA2	0.13293154695133905	-8.71529100799905	5	5	0.15029058382626023	-2.287966057288095	1	1	0.3728006633001667	3.6019357235017337	3	3	0.0635566719084106	4.030646813997791	2	2
GABRA3	0.43294150034240353	-1.7174452660358774	4	4	0.05683018584747356	-1.8542297231432616	3	3	0.13561839230281897	-6.666344138700068	3	3	0.36196593767939367	3.478237965547522	1	1
GABRA4	0.4370421488225792	-1.6175277161830868	4	4	0.8727855683308529	5.7967330700662245	4	4	0.6860900811394776	0.3944006900117198	3	3	0.7821734453778042	-3.459987980588778	4	4
GABRA5	0.2602854002890348	-5.69782037853403	4	4	0.14926134362234264	10.361889151891653	2	2	0.7359565478010827	-4.226367047140387	2	2	0.09640835542469206	-13.016996724652275	2	2
GABRA6	0.010844347265144208	-9.403902834269362	4	4			0	0	0.10832286840113707	10.989146342106258	1	1	0.23597275505870985	3.886922179375923	1	1
GABRB1	0.21220155604995794	-1.1246171669628389	5	5	0.805145109258814	9.537226806210404	5	5	0.08323878030810807	-9.259333995144608	4	4	0.14675079824891618	-10.88826232733462	3	3
GABRB2	0.15329877561963368	-8.02951338327069	5	5	0.7233726617330447	5.281510422220717	3	3	0.6423162018150383	-4.46082771383742	2	2	0.39013599599309257	-7.47558562080815	2	2
GABRB3	0.4422308647069777	0.6039906716097173	5	5	0.6004986291119487	8.51813447492957	5	5	0.6955474919301725	-5.716703529934431	5	5	0.986494196268114	-6.009856073614398	4	4
GABRD	0.7205141282042609	-5.184720780445315	5	5	0.9574341219700276	9.508640019330297	4	4	0.8479962388979642	3.001535686598705	5	5	0.9598769235567685	-8.170479382833381	5	5
GABRE	0.12056216303094612	-8.292693892226144	5	5	0.025249947240531503	17.821849641662112	5	5	0.1551439149869769	2.443214124283884	5	5	0.3546186560027874	-11.186095413540748	5	5
GABRG1	0.24841703568385598	-8.566047923482914	5	5	0.7457031812048097	8.633794426834836	2	2	0.3897064660022522	3.265019135379971	3	3	0.7438000152380875	-3.672515949948862	3	3
GABRG2	0.9627795234636642	-8.111638014783924	5	5	0.35977802178558205	4.255161745743058	3	3	0.787587630914137	-0.4232841271117862	3	3	0.4721312575287234	-3.106926804219402	3	3
GABRG3	0.40969495083753205	-1.4750289798661855	5	5	0.3958101835191862	-0.5150810131597655	4	4	0.9251130503632994	-0.1792176137238882	4	4	0.3879621107136858	2.552731055835467	4	4
GABRP	0.8099595559747785	-5.032032378771836	4	4	0.22195788313876263	-1.5578765769403287	2	2	0.6514578856303925	-4.290406826745624	2	2	0.4519963544612986	3.2773712913360677	1	1
GABRQ	0.48393466124961637	-6.249109854172569	5	5	0.8090992011947153	3.1445788959562955	3	3	0.020993857152268237	8.183848639206085	5	5	0.15599043705407378	0.0036050334239607906	5	5
GABRR1	0.08833278628076725	-0.9921905672867769	4	4	0.4088637527597777	1.932530839085351	3	3	0.26123996201338207	-3.7656746090239506	4	4	0.4551059809818502	-7.044673034206932	2	2
GABRR2	0.14974855106237153	1.9863847746557972	5	5	0.2239248289896849	1.480582017522187	5	5	0.7676119195973456	-3.1364833326178108	5	5	0.3879621107136858	-0.48032881763227014	4	4
GABRR3	0.06782142288031442	-8.467955567268158	5	5	0.05396867142303777	13.466480643080585	3	3	0.12208319171804546	6.410444200743086	2	2	0.28372586387635934	-7.787645780757423	3	3
GAD1	0.5776097500948759	-5.738032562458781	5	5	0.8617331994047407	2.870206777827145	3	3	0.8055447246298773	-2.884964524038031	4	4	0.9895695423486784	-3.888985345631589	3	3
GAD2	0.1739778553904936	-9.089339088635022	5	5	0.14481922644591255	-2.3647494976216787	1	1	0.9037800801438477	0.4541090785666775	2	2	0.12119836050275437	4.343334553714427	1	1
GADL1	0.05260009457232183	2.11804166589837	5	5	0.2792563307209288	2.0173187626687423	5	5	0.01586879483918819	-10.093982742300978	5	5	0.1939212047781408	-16.710396152003355	1	1
GAK	0.32709425956338745	0.6770574243084685	5	5	0.3540499420404086	1.4965695133955397	4	4	0.3883900652951122	-9.680532665578363	5	5	0.8408646898041267	-3.607090058974875	2	2
GALE	0.8886618518901277	-2.7458784284657636	5	5	0.1020118366285458	-1.6517123295458873	4	4	0.325933369338428	0.81209745279348	5	5	0.010585229886391864	4.1614553275340045	4	4
GALK1	0.09356973075776565	1.5147143940397605	5	5	0.21740060452946142	10.019909492934774	5	5	0.8292721417757866	-2.9419505109075197	5	5	0.23512131624291788	-10.777065541169293	5	5
GALK2	0.648911874397436	-8.464290662689434	10	10	0.7114470993643089	12.496223592572706	8	8	0.5231072667598418	-3.1763959514738613	10	10	0.35272467110496963	-14.005192776070325	6	6
GALM	0.6164552554061412	-7.460279593867398	5	5	0.7457031812048097	4.219347660828879	2	2	0.384020083730762	3.1639929200646777	3	3	0.26647966617529084	-0.10715309157112489	3	3
GALNT1	0.08093197272311108	-9.164578365618178	5	5	0.30919237979861824	12.335370401966095	3	3	0.48004016474730005	4.3785743524638505	2	2	0.3399166751811209	-7.344290919096029	3	3
GAPDH	0.04197331257192419	-9.292421625478603	9	9	0.39000691459758685	9.602375387616227	3	3	0.7649112830177663	-3.184521484390548	2	2	0.2441939625495273	-11.680083272880072	2	2
GAPDHS	0.5155557559083246	-8.517140069223279	5	5	0.15319257507089828	-1.7419410631600707	2	2	0.2341296162218821	-5.425051189349859	2	2	0.7844784035957554	2.377367081312788	1	1
GARS	0.026969237136771677	-9.498274068646795	5	5	0.33265015555354926	10.117245425425576	1	1	0.48004016474730005	1.7726985299648899	2	2	0.8033789009698898	-6.5514065269231825	2	2
GART	0.89358008027059	-2.692075724090445	5	5	0.8804356894793568	3.2390668090754247	4	4	0.5819471844859585	-2.0070503522528385	4	4	0.7143319843313938	-0.5544534402810314	3	3
GATM	0.8852992361536508	-8.171862525706555	8	8	0.48064147483367936	13.124461207092528	6	6	0.5829704648410441	-2.2046512980901194	6	6	0.3636353207574934	-9.800342086506854	4	4
GBA	0.1345172020810724	-4.596965409853432	10	10	0.22052787686186992	4.504695994413374	8	8	0.06771381056107617	-3.7722184829713004	9	9	0.8013965182557998	-9.43650992141679	5	5
GCA	0.17795175047560174	-9.278382286475347	5	5	0.9686286237487493	5.9385302318280075	3	3	0.5899634209637099	1.130280592004439	3	3	0.6949175576173119	-3.2367194655509466	3	3
GCAT	0.7439241727893908	-4.40721657809693	5	5	0.3481100526705666	-0.7325055446891025	3	3	0.7637696589047424	-0.31373522512404084	3	3	0.6852839181983256	1.9900297939448264	3	3
GCDH	0.5276842830601596	-7.9778851397950445	5	5	0.09605439285910743	14.47281511529822	4	4	0.6335689726463027	2.981422546379895	3	3	0.4938556820453808	-12.95333716541849	5	5
GCGR	0.9826255130967373	-2.328805857829946	5	5	0.19513869580206422	-1.390401821239977	4	4	0.9180050252314872	-1.9883918308660016	4	4	0.0867926661869571	3.535143230094299	3	3
GCH1	0.9182289012525874	-2.4006046895660553	5	5	0.624085750132112	6.513551879210831	4	4	0.46248758248487876	0.40237134023744053	5	5	0.8082903871016894	-3.358776937396893	4	4
GCK	0.20767701159834473	-0.46705386194533016	5	5	0.43595978200083707	4.7607354018612815	5	5	0.6432093456197832	-3.758579897756921	5	5	0.3601334303089583	0.05615826186247238	3	3
GCSH	0.5861419721859356	-5.321584177001191	5	5	0.14232719046486667	16.44215026593452	5	5	0.6319902730624867	-3.132376245358444	4	4	0.029021594902729864	-12.415198740790506	3	3
GDI1	0.11761514055512526	-9.183849226109167	5	5	0.04733713763079308	13.07418422405721	3	3	0.0994025730603695	5.344664514332192	3	3	0.7562998120078067	-10.419744852485884	4	4
GFER	0.5649221778637004	-8.001214911041991	5	5	0.5391364576005482	-0.6845777653432963	2	2	0.2341296162218821	-8.855750081910188	2	2			0	0
GGCX	0.3363927247017041	-6.136327007807872	5	5	0.9955172430739164	2.871138058819396	3	3	0.4822269826599105	4.384786052111875	4	4	0.7648956320274692	-0.8015338993578904	4	4
GGPS1	0.02449370321657763	-0.164344063733596	5	5	0.11259058949745608	1.6429354512380971	4	4	0.14825178667100247	-9.60964644014814	4	4	0.7844784035957554	-6.324864057486402	1	1
GHRHR	0.2732065221099381	-8.120189333861395	10	10	0.3066675336314372	5.545662086258848	7	7	0.9126782723903357	-3.3590296595426388	8	8	0.4674119492913624	-7.553264309180964	7	7
GIT1	0.45715297241338726	0.7599200627033751	5	5	0.7259146806302323	5.512865893562249	5	5	0.05326946625583811	-9.565576365555922	5	5	0.21426011079281937	-7.942723945705002	3	3
GIT2	0.36670394365712744	0.6827456288575021	4	4	0.9034502746478965	2.8041101226402483	4	4	0.4934566096465861	0.8204152756580649	4	4	0.6076174837814818	-0.5620428349452228	4	4
GK	0.7158625836550816	-2.569041291149628	5	5	0.3642197826147223	9.889510819721387	4	4	0.9964287148841453	-2.5826380788190506	4	4	0.23827674246241826	-10.063511740763223	4	4
GK2	0.8348846954256501	-6.061856835353048	5	5	0.33425458174009104	4.1195260529476245	4	4	0.88464335822412	-0.19703856502652864	3	3	0.6804051243092235	-2.718527679392396	4	4
GK5	0.02828602925038403	-9.941357933279713	5	5	0.33265015555354926	-1.7220504983522016	1	1	0.2198654551797944	-9.893222814919095	1	1			0	0
GKAP1	0.6580411163526352	-2.310359506137073	4	4	0.7065985424813297	2.3987223109659013	3	3	0.812481680421815	0.044930367580926577	4	4	0.8789105686766774	-3.2824810980329446	4	4
GLA	0.8348846954256501	-4.964000341515337	5	5	0.6571523066131331	6.284282546140839	3	3	0.6937260992273393	-2.9930319614328997	3	3	0.21317480563693292	-8.259126128697396	2	2
GLDC	0.2099304598803663	-6.139694387344609	5	5	0.08264991105026992	16.665881955698943	5	5	0.7637696589047424	-4.475492189257008	3	3	0.18483545275320257	-17.157967002854065	4	4
GLIPR2	0.012704103647186214	1.7914555265103314	5	5	0.7389431665234396	8.53040205835048	5	5	0.6662718191217996	-3.2241965234005137	5	5	0.9774922380570643	-6.929805663690765	4	4
GLP1R	0.08997548869391782	1.2942615701703957	5	5	0.017498996350636595	-2.3795977380247515	5	5	0.17968358067109091	-7.512460782160921	5	5	0.24996883087746158	2.7848107923524084	3	3
GLP2R	0.5317592123415387	-5.004591275542619	5	5	0.04609657461154144	-1.8698965690145553	3	3	0.7558785280505862	-2.9531188684308085	3	3	0.0707485518547036	4.031933804248004	2	2
GLRA1	0.5502914882584582	-4.276532022829197	5	5	0.44041461759139866	11.324729815718475	4	4	0.6772168269506692	2.8750999045950927	4	4	0.8483919991103628	-10.945540884910335	5	5
GLRA2	0.0533635190082851	2.451221539990355	5	5	0.18973178831750426	1.8077523749522755	5	5	0.3775025682396762	-6.3267536657818075	5	5	0.7046007158919422	-0.5863553247453351	3	3
GLRA3	0.5155557559083246	-2.34779427021765	5	5	0.07655438614111913	-1.7394281109389045	4	4	0.46564633812280687	-6.308733956436061	4	4	0.20732834566563085	3.357865425173893	2	2
GLRB	0.854364555621399	-4.7492477153364	5	5	0.9328378024560585	2.9526156899355436	3	3	0.33386156869926564	3.534379857105868	5	5	0.3216518858134929	-3.2143621872210275	5	5
GLRX	0.2613983340060001	-8.07049209953059	5	5	0.3310647428991468	9.52337218267283	3	3	0.17789551900108636	4.050636163412492	4	4	0.5393752643239107	-10.219924865364122	5	5
GLRX2	0.8010443417528704	-5.503583190170609	5	5	0.6091632486488154	2.4146428710901726	3	3	0.12255820823080106	-6.674596547636084	3	3	0.30017237238335026	-7.976638477211102	2	2
GLS	0.556538934730302	-4.923530121252064	5	5	0.14683681418205943	12.370406950624847	4	4	0.9331692108407714	3.293947281205059	5	5	0.27718997893065345	-13.202080586083717	5	5
GLS2	0.6790419600920736	-4.592700351507885	5	5	0.5935229888205811	11.690523087476649	4	4	0.7951680046090991	-0.12197783374025617	4	4	0.48839135332375516	-6.689082576560388	3	3
GLT6D1	0.14974855106237153	-9.057064080820192	5	5	0.9417756252234913	5.462495167106333	3	3	0.36355112321290184	3.838272254336191	4	4	0.7736481427740518	-0.3114020274422303	3	3
GLTP	0.40969495083753205	-1.988689378962763	5	5	0.8455821211167693	8.676411633635654	5	5	0.41987665753795556	-9.926534317904283	5	5	0.6852839181983256	-7.101231617348208	3	3
GLUD1	0.8155056255135527	-3.729631875397262	5	5	0.7744684353190315	-0.2524129710014685	3	3	0.059513873469626374	5.138747600020457	4	4	0.05433838664574689	4.157529936255656	4	4
GLUD2	0.8985024041132937	-5.524726974575763	5	5	0.8882978938943152	2.962020380120743	3	3	0.3783847691234835	-5.945356527440027	3	3	0.8408646898041267	-7.703124806478742	2	2
GLUL	0.32403221939848137	-1.9126508622384548	5	5	0.8651473251322472	2.1822721664219236	4	4	0.8263993062385011	-2.287718704468541	4	4	0.5217971521146411	0.08658083962001761	3	3
GLYAT	0.37526642563989854	-6.2967252936542275	5	5	0.7159237878916427	9.431856461787866	4	4	0.16493141705796055	-6.562032656470549	3	3	0.15416924072905192	-11.119507037267935	3	3
GLYATL1	0.9513642230196446	-8.05263236237468	10	10	0.9054500530690099	12.74699854969	8	8	0.5360540833492289	-2.7053443277202955	9	9	0.6300562883403804	-10.839117304995085	7	7
GLYATL2	0.22859741001264733	-0.4463106995560344	5	5	0.3059271438734652	1.8350778229451912	4	4	0.14825178667100247	-9.174627806418583	4	4	0.9551661367621639	-6.422877865476229	2	2
GM2A	0.41277501418465057	-5.518790727989951	4	4	0.9596721613037543	5.021108264156219	3	3	0.7013933439483151	-0.17851816655623973	3	3	0.7786317183153296	-2.142594013405477	2	2
GMDS	0.6164552554061412	-5.505440714005602	5	5	0.9419792903008283	5.422356367775419	4	4	0.9607315985272517	-0.36264517483931985	4	4	0.9687157558347669	-1.1528729621392246	3	3
GMPR	0.368601539056959	-6.155016139552337	5	5	0.2635464484997765	-0.9008034947356677	3	3	0.3269703298430596	-3.6034246029797257	4	4	0.5843957357186256	2.917756545946685	1	1
GNAT1	0.6787871986407623	-9.198379177185188	9	9	0.5947894026419751	10.37060006088407	6	6	0.9912966103590228	-8.704998647819176	6	6	0.3577060001916085	-10.296299492411608	4	4
GNB1	0.24841703568385598	0.8540100519885664	5	5	0.25864544596232786	2.005298321903694	5	5	0.9872559515390521	-2.7344305382086027	5	5	0.27614361519134034	-0.008098039079861508	4	4
GNE	0.10504732144892893	-1.463077776043286	5	5	0.1579563727234552	0.8315650678532706	4	4	0.9426986887903109	-0.7402490317049875	5	5	0.20828273094024297	0.36492075072664854	4	4
GNG2	0.8739336054079389	-5.172894942774648	5	5	0.6490481557326151	2.5875250322492427	3	3	0.8764675454502998	-2.022724738193752	3	3	0.4721312575287234	-3.0389902960632305	3	3
GNGT1	0.057320758841883	-9.097097116836373	5	5	0.12386570646303387	14.350361910116156	2	2	0.2938040095744333	5.00057923808134	2	2	0.5964881630938822	-7.052557402544419	3	3
GNLY	0.7675733183860726	-4.848854187484862	5	5	0.9497043410641458	9.163739421036901	4	4	0.06661015927804348	-9.249575941577234	3	3	0.04551710017366292	-17.134840687131675	2	2
GNMT	0.4348755774538744	-5.786567856352608	5	5	0.7149683940145535	2.8029903001779246	3	3	0.9535993236843746	-2.5241930792589216	4	4	0.7537091772080944	-4.008138783676084	3	3
GNPDA1	0.15691265095367646	-8.858117702749906	5	5	0.09800847122650154	14.857560825834772	4	4	0.03859300242320866	10.37494166990389	5	5	0.6836441879470959	-9.223903827975237	5	5
GNRHR	0.6208413118993609	-9.011336653810773	5	5	0.5300564845074633	-0.7432486505101634	2	2	0.6633762330473258	0.3415572551161205	3	3	0.3556827490835114	3.0764569648617037	2	2
GOT1	0.7065912187837	-5.591485987854353	5	5	0.8880969855271847	8.264125402803016	4	4	0.9256896551768935	-2.6985101768771016	3	3	0.9374795878480127	-6.248837747245506	3	3
GOT2	0.08202036775095813	-0.7391806192465532	5	5	0.24084468107445367	12.245546270102457	5	5	0.7438608628845441	-5.71979964868035	4	4	0.1743631645244439	-16.910899969534697	5	5
GP1BA	0.03308294356224323	-9.206050990694068	5	5	0.20681846245781377	11.934236117750373	1	1	0.2543039735027012	3.7723674122890323	3	3	0.8139648565977974	-4.416225586373542	3	3
GP9	0.10371931626271838	-8.656079595503009	5	5	0.42747200249260886	-0.8467642396974249	2	2	0.17220059720353498	3.7793053190703865	4	4	0.04548181333136105	3.8160169421131513	3	3
GPD1	0.6519149412153662	-5.071251393263654	5	5	0.32000636803352756	6.65827510067906	3	3	0.9256896551768935	-2.6032942360954614	3	3	0.289638945955366	-7.690309862394757	3	3
GPR18	0.7914408970790019	-5.1612483510001725	5	5	0.3838407081788807	2.2741007582178763	3	3	0.4934566096465861	-3.16721989401255	4	4	0.3077280768410524	-7.871473457219082	2	2
GPRC5A	0.5549682120672591	-8.901065759137671	10	10	0.042760804559121394	16.046242853122433	8	8	0.6164231971130267	3.9841445709435033	9	9	0.14255709446176593	-17.775540109637813	9	9
GPT2	0.6609084332288035	-4.663369407451392	5	5	0.4520001713552888	10.033870929507467	4	4	0.8035789104452501	-2.586180630963275	3	3	0.24996883087746158	-7.96102920765957	3	3
GPX1	0.1865388640982173	0.8678083948802296	4	4	0.44041461759139866	-0.7608783172238655	4	4	0.2969955373373563	-6.204454778145305	4	4	0.717787285813544	2.358162680489883	2	2
GPX2	0.29630507358158686	-5.783736606246485	3	3	0.35255407769204716	9.94005445595694	1	1	0.4117812551336185	4.820533003574454	2	2	0.9679675506516953	-2.7074578189398806	2	2
GPX3	0.7770953165698574	-2.983920834369622	5	5	0.624085750132112	7.014696882176025	4	4	0.7252841894979406	-2.3138748423315207	5	5	0.8248157640265374	-10.502867599134722	5	5
GPX5	0.013387481748977458	-9.197141755206422	5	5	0.13433593034927574	18.408193257335938	1	1	0.09335745025884233	11.458324398631307	1	1	0.9092749108051044	-5.378609384324867	1	1
GPX6	0.753356281883896	-5.124139592583397	5	5	0.5037624576674269	2.281776710510336	3	3	0.8355032925225724	3.5174146036853453	5	5	0.7537091772080944	-4.050444627926414	3	3
GPX7	0.34585954525067697	-2.1351189125306305	5	5	0.913837767233215	8.880297650028794	5	5	0.5881004272965635	-3.438517546674443	4	4	0.9235806701215031	-6.336125335515381	4	4
GPX8	0.5776097500948759	-8.330886038270679	5	5	0.48249737846317997	4.472641136620043	3	3	0.2811328050516275	-4.518772134692355	3	3	0.29446852463267126	-9.06193192379989	1	1
GRIA1	0.42940567778975935	-5.637718960560647	5	5	0.7658774872024416	3.0617114710329063	3	3	0.812481680421815	-3.6157700340767156	4	4	0.9791408671229712	-3.8606080893597934	3	3
GRIA2	0.4203788137846788	-7.827440348392728	5	5	0.23802519614358486	-1.4587823334843861	2	2	0.2341296162218821	-8.629438480068293	2	2			0	0
GRIA3	0.18887408339710965	-8.20052479863646	4	4	0.5375629227149763	9.141169970309209	1	1	0.2719842192234534	3.635189357475601	3	3	0.8856559261797309	-3.3969062812835573	3	3
GRID1	0.511545307858261	-1.9479003091170373	5	5	0.38434375366436746	12.024100234730161	5	5	0.5048539076015578	-0.46986121142993237	5	5	0.722226814782915	-7.246231071318372	4	4
GRID2	0.23101139004820936	-8.287840824269757	5	5	0.5552410132851231	8.474417096858971	3	3	0.01731389165328203	9.483240776856489	5	5	0.43849113057554756	-2.546585008381453	5	5
GRIK2	0.2099304598803663	-8.973485850706867	5	5	0.06293251860548299	13.059326123172342	3	3	0.24634497221939056	3.724814761637574	4	4	0.47361404369612026	-11.333356976909593	4	4
GRIK3	0.5776097500948759	0.2880883367256938	5	5	0.5134194887209047	1.9753237341409708	5	5	0.7615191108433252	-5.437813512209974	5	5	0.6476342266631616	-3.357429711970196	4	4
GRIK4	0.7486355258963429	-7.613016661602779	5	5	0.18673218431587135	11.580821453109612	3	3	0.5697317910937402	2.8829064564998297	4	4	0.5527564179571829	-14.22170226773455	5	5
GRIK5	0.24335294113063544	-8.375814023111838	5	5	0.633992445906967	4.824044824465932	2	2	0.017466716500267595	7.8995954772237456	4	4	0.12622808222727358	0.362022963399841	4	4
GRIN1	0.6927657961009959	-4.578514150688197	5	5	0.9034502746478965	7.9950781937923265	4	4	0.32998426568849315	-6.075725013792163	3	3	0.28543489400435684	-11.412734687698201	2	2
GRIN2C	0.908358588491738	-5.246838524687208	5	5	0.6013188402665999	6.022896129669189	3	3	0.565272962075724	3.8230834666151168	5	5	0.7735205110925591	-7.342318492655785	4	4
GRIN2D	0.46852768235463194	-8.280553299131844	5	5	0.763541077765586	11.689070612051083	4	4	0.053875183971797934	-10.115512340431701	2	2	0.07859465935145817	-16.17711980508531	2	2
GRIN3A	0.5075512066461922	-5.116592850004654	5	5	0.3432190483686389	15.97459236057576	5	5	0.08323878030810807	4.384496940589286	4	4	0.9438504236420262	-10.350906525443476	5	5
GRIN3B	0.642971793323641	-2.2526225021885935	5	5	0.41832582087637704	7.932925593548748	5	5	0.6383725272171603	-3.204933125522236	4	4	0.6395440126355633	-6.613944852480402	4	4
GRK1	0.12356667076669806	-1.1605713050500834	5	5	0.9188397521484034	5.797922709713653	4	4	0.10044993635474926	-8.879829985773952	4	4	0.14314548677116676	-10.580113604719411	3	3
GRK4	0.1345444333302132	0.9127401625157255	5	5	0.17830358963729687	5.2294600258015	5	5	0.350087772555825	-6.190834398710893	5	5	0.5938500584343382	-10.043330902786415	5	5
GRK5	0.1345444333302132	1.6390499756983665	5	5	0.9965467954619968	9.698469186881173	5	5	0.5925843938714581	-5.7290339786447655	5	5	0.27789506920762963	-7.549800422756237	3	3
GRK6	0.17996385787569225	1.5999646590049796	5	5	0.5474491261756043	2.4478288702294493	5	5	0.14830226265080637	-9.286420420430582	5	5	0.6379060901010708	-4.26886387091927	3	3
GRK7	0.7205141282042609	-5.090605980792464	5	5	0.3851007357897961	8.389111138137455	4	4	0.23912498275932104	3.775876310433334	4	4	0.9774922380570643	-3.137942198244751	4	4
GRM2	0.7112215620282105	-1.936577857637693	5	5	0.9034502746478965	2.6909861767007617	4	4	0.8473770774608975	-2.217332109750281	4	4	0.7438000152380875	-0.6088206081216146	3	3
GRM4	0.829255688354045	-8.164747672015443	10	10	0.6566271437517617	14.899281082430724	8	8	0.737437122683144	-3.5388141882451865	8	8	0.808292317444575	-14.338017794920662	6	6
GRM7	0.08566625314607426	0.8646866175789575	10	10	0.16581225252073306	5.897181397997573	10	10	0.265877949862415	-9.797778238078061	10	10	0.6240648482988341	-3.723493494699582	7	7
