	Diff	Lower	T0	Upper
	Rep1	Rep1	Rep1	Rep1
sgId				
KCNA4_-_30038072.23-P1P2	3414	5	1711	3887
KCNA4_-_30038287.23-P1P2	2002	1	769	2
KCNC4_+_110752981.23-P1P2	0	0	347	0
KCNC4_-_110752941.23-P1P2	1469	2	487	0
KCNC4_-_110752988.23-P1P2	1190	0	581	1
KCNC4_-_110753308.23-P1P2	2595	6394	1470	2
KCNC4_-_110753353.23-P1P2	0	0	0	0
KCND2_+_119913222.23-P1P2	1073	8090	1280	1614
KCND2_+_119913227.23-P1P2	4045	5863	1747	2571
KCND2_+_119913746.23-P1P2	1191	2	629	3802
KCND2_+_119913752.23-P1P2	981	2	2377	2355
KCND2_-_119913216.23-P1P2	64	0	530	0
KCND3_+_112531684.23-P1P2	1	4	1718	3293
KCND3_+_112531819.23-P1P2	1393	4	2148	1
KCND3_+_112531836.23-P1P2	1	0	1107	0
KCND3_+_112532291.23-P1P2	4	2368	2142	1577
KCND3_-_112531850.23-P1P2	0	1	1102	4209
KCNE1_+_35884464.23-P1P2	1450	1	430	0
KCNE1_+_35884476.23-P1P2	1296	1	357	0
KCNE1_-_35884072.23-P1P2	1498	2840	2149	1362
KCNE1_-_35884473.23-P1P2	4	1	420	2129
KCNE1_-_35884479.23-P1P2	672	2	792	1
KCNH2_+_150652414.23-P2	2379	4	1843	1991
KCNH2_+_150652478.23-P2	1869	1	1638	1
KCNH2_+_150652851.23-P2	2501	1478	1668	6268
KCNH2_+_150674914.23-P1	4	1	1585	1785
KCNH2_+_150674984.23-P1	1811	2	902	0
KCNH2_-_150652462.23-P2	1	1	975	0
KCNH2_-_150652789.23-P2	2239	0	1247	0
KCNH2_-_150674997.23-P1	5211	4186	1833	3
KCNH2_-_150675014.23-P1	7	5818	1972	14
KCNH2_-_150675385.23-P1	4	0	1084	0
KCNH6_+_61600777.23-P1P2	2682	1339	1668	867
KCNH6_-_61600728.23-P1P2	2741	2056	2378	1397
KCNH6_-_61600747.23-P1P2	4	3	1377	3435
KCNH6_-_61600780.23-P1P2	2310	1	1783	1
KCNH6_-_61601164.23-P1P2	1976	4282	3086	2237
KCNH7_+_163695219.23-P1P2	15	9126	1000	1023
KCNH7_+_163695224.23-P1P2	1851	6	1709	1670
KCNH7_+_163695228.23-P1P2	3413	9469	2383	6
KCNH7_+_163695253.23-P1P2	2388	3	1484	2
KCNH7_-_163694912.23-P1P2	1059	0	300	0
KCNJ11_+_17410438.23-P1P2	1567	2375	1638	2
KCNJ11_+_17410460.23-P1P2	0	1	1654	1720
KCNJ11_-_17410845.23-P1P2	2100	6	1623	4069
KCNJ11_-_17410851.23-P1P2	1690	2	1623	728
KCNJ11_-_17410861.23-P1P2	1687	1	806	0
KCNJ12_+_21279686.23-P1P2	9	3669	3671	4271
KCNJ12_+_21279951.23-P1P2	6	2	1505	1665
KCNJ12_+_21280077.23-P1P2	3589	3421	2432	1776
KCNJ12_+_21280385.23-P1P2	0	0	0	439
KCNJ12_-_21280051.23-P1P2	1	0	257	1
KCNJ1_+_128736754.23-P1P2	4849	5	1675	3
KCNJ1_+_128737130.23-P1P2	0	0	125	0
KCNJ1_-_128736790.23-P1P2	1726	0	629	1
KCNJ1_-_128736857.23-P1P2	2586	0	617	1
KCNJ1_-_128737204.23-P1P2	1413	9168	1490	1711
KCNJ3_+_155554546.23-P1P2	2322	2624	1728	2987
KCNJ3_+_155555275.23-P1P2	1	2	943	1628
KCNJ3_+_155555630.23-P1P2	5	2	990	1897
KCNJ3_-_155554344.23-P1P2	1013	3	1681	1591
KCNJ3_-_155554823.23-P1P2	7	0	1845	0
KCNJ5_+_128761452.23-P1P2	806	0	491	1073
KCNJ5_+_128761813.23-P1P2	560	4	3582	3195
KCNJ5_-_128761270.23-P1P2	901	1	1035	0
KCNJ5_-_128761671.23-P1P2	1211	3441	1391	1
KCNJ5_-_128761704.23-P1P2	1715	2	1051	0
KCNJ6_+_39288469.23-P1P2	1169	1	1381	0
KCNJ6_-_39288204.23-P1P2	3041	2	745	13
KCNJ6_-_39288604.23-P1P2	2274	2	785	2169
KCNJ6_-_39288642.23-P1P2	484	1	477	0
KCNJ6_-_39288645.23-P1P2	1	1	127	1091
KCNJ8_-_21927237.23-P1P2	1436	1	437	1743
KCNJ8_-_21927578.23-P1P2	2725	1351	1510	2731
KCNJ8_-_21927604.23-P1P2	2	0	483	1074
KCNJ8_-_21927607.23-P1P2	2553	0	926	1783
KCNJ8_-_21927679.23-P1P2	761	0	299	0
KCNK1_+_233749927.23-P1P2	2289	3726	1895	4
KCNK1_+_233749967.23-P1P2	1487	2525	347	1
KCNK1_+_233750266.23-P1P2	3016	3	634	3152
KCNK1_-_233749936.23-P1P2	8	0	2240	0
KCNK1_-_233749964.23-P1P2	1	1713	508	1271
KCNK2_+_215256151.23-P1P2	1208	0	1775	2
KCNK2_+_215256458.23-P1P2	1421	3	1261	3722
KCNK2_+_215256491.23-P1P2	1	2	1740	1496
KCNK2_-_215256074.23-P1P2	1	0	119	0
KCNK2_-_215256119.23-P1P2	2859	1	1921	2
KCNK3_+_26916020.23-P1P2	2230	7	2200	4338
KCNK3_-_26915657.23-P1P2	4695	7	2488	1791
KCNK3_-_26915669.23-P1P2	6	1	1453	3312
KCNK3_-_26915751.23-P1P2	6071	1	1182	762
KCNK3_-_26915856.23-P1P2	3947	2	1035	3292
KCNK6_+_38810521.23-P1P2	711	4	2059	3340
KCNK6_+_38810906.23-P1P2	1308	2097	1899	2
KCNK6_-_38810505.23-P1P2	1020	2	1893	2950
KCNK6_-_38810536.23-P1P2	1569	2	2316	1920
KCNK6_-_38810912.23-P1P2	3	0	670	1896
KCNK9_+_140715226.23-ENST00000303015.1,ENST00000520439.1	4133	0	1713	5
KCNK9_-_140714957.23-ENST00000303015.1,ENST00000520439.1	851	1	967	1048
KCNK9_-_140714960.23-ENST00000303015.1,ENST00000520439.1	1	0	727	0
KCNK9_-_140715164.23-ENST00000303015.1,ENST00000520439.1	2653	3	1035	1808
KCNK9_-_140715167.23-ENST00000303015.1,ENST00000520439.1	1110	3	475	1499
KCNMA1_+_79397032.23-P1P2	684	4	2068	934
KCNMA1_+_79397135.23-P1P2	1540	4719	1464	0
KCNMA1_+_79397479.23-P1P2	1792	0	1583	0
KCNMA1_-_79397061.23-P1P2	793	1350	1341	2983
KCNMA1_-_79397295.23-P1P2	1108	1	661	0
KCNMB1_+_169815957.23-P1P2	2713	1	778	1
KCNMB1_+_169815960.23-P1P2	867	2	314	1574
KCNMB1_+_169815968.23-P1P2	961	5464	949	2
KCNMB1_-_169816143.23-P1P2	1349	2371	2036	48
KCNMB1_-_169816148.23-P1P2	1576	2	909	1902
KCNMB2_+_178254284.23-P2	2085	0	418	2
KCNMB2_+_178254689.23-P2	9	0	3375	3642
KCNMB2_+_178276652.23-P1	0	0	840	0
KCNMB2_+_178276657.23-P1	2	2	1315	2984
KCNMB2_-_178254030.23-P2	3	2875	426	1
KCNMB2_-_178254189.23-P2	2363	0	696	1
KCNMB2_-_178254499.23-P2	2	0	860	0
KCNMB2_-_178276701.23-P1	0	1	450	0
KCNMB2_-_178276709.23-P1	0	0	0	0
KCNMB2_-_178276756.23-P1	2234	1225	1478	940
KCNMB3_+_178977357.23-P1P2	1	1	1014	2300
KCNMB3_+_178977629.23-P1P2	1351	2692	1457	1761
KCNMB3_+_178977723.23-P1P2	3195	2	214	1
KCNMB3_+_178977741.23-P1P2	1660	2	1077	1
KCNMB3_-_178977600.23-P1P2	0	0	233	0
KCNMB4_+_70760330.23-P1P2	2	1	975	1
KCNMB4_-_70760118.23-P1P2	848	1588	922	2
KCNMB4_-_70760511.23-P1P2	1319	2	1502	164
KCNMB4_-_70760532.23-P1P2	8	4202	1171	6951
KCNMB4_-_70760746.23-P1P2	1557	8275	1469	1506
KCNN1_+_18063076.23-P1P2	2291	4	2191	3828
KCNN1_+_18063134.23-P1P2	4652	3	2275	1008
KCNN1_+_18063519.23-P1P2	2689	0	849	0
KCNN1_-_18063147.23-P1P2	1118	89	2377	51
KCNN1_-_18063456.23-P1P2	0	0	663	0
KCNN2_+_113697798.23-P1P2	2988	3	2530	4
KCNN2_+_113697829.23-P1P2	0	0	139	0
KCNN2_+_113697843.23-P1P2	3803	2326	1108	769
KCNN2_+_113698151.23-P1P2	4384	5012	4964	1419
KCNN2_+_113698242.23-P1P2	113	3600	1811	1659
KCNN3_+_154842706.23-P1P2	0	0	1392	0
KCNN3_-_154842280.23-P1P2	0	0	0	0
KCNN3_-_154842704.23-P1P2	1	0	137	0
KCNN3_-_154842713.23-P1P2	0	0	155	0
KCNN3_-_154842724.23-P1P2	3	6134	949	1
KCNN4_+_44284906.23-P1P2	5935	4743	2053	5
KCNN4_+_44284937.23-P1P2	0	0	225	0
KCNN4_+_44285161.23-P1P2	2145	3	1397	3
KCNN4_-_44285079.23-P1P2	3739	12000	3443	10067
KCNN4_-_44285120.23-P1P2	1435	144	1699	2443
KCNQ1_+_2466544.23-P1P2	564	3885	1379	1356
KCNQ1_+_2466618.23-P1P2	1205	5	1326	1506
KCNQ1_+_2466621.23-P1P2	3272	4	900	1269
KCNQ1_+_2466638.23-P1P2	699	4593	2666	4520
KCNQ1_-_2466650.23-P1P2	2349	5202	488	1616
KCNQ2_+_62103790.23-P1P2	3603	0	1501	0
KCNQ2_+_62103793.23-P1P2	0	2	1246	1488
KCNQ2_+_62103935.23-P1P2	5176	8	1029	5508
KCNQ2_+_62103978.23-P1P2	5	4679	1649	5296
KCNQ2_-_62103929.23-P1P2	2482	2	1782	1
KCNQ3_+_133492647.23-P1P2	1324	0	927	1
KCNQ3_+_133492754.23-P1P2	1340	1	512	4
KCNQ3_+_133492805.23-P1P2	2711	8	1778	5822
KCNQ3_-_133492956.23-P1P2	0	1	621	0
KCNQ3_-_133493125.23-P1P2	941	0	688	1
KDM5D_+_21906295.23-P1P2	0	1	366	1
KDM5D_+_21906541.23-P1P2	3097	1	654	1
KDM5D_+_21906586.23-P1P2	0	0	111	0
KDM5D_-_21906378.23-P1P2	0	0	808	0
KDM5D_-_21906567.23-P1P2	1	0	146	0
KDR_+_55991343.23-P1P2	1507	2	721	1976
KDR_+_55991723.23-P1P2	0	1	1303	0
KDR_-_55991556.23-P1P2	6	7652	1153	5
KDR_-_55991659.23-P1P2	680	0	401	1
KDR_-_55991711.23-P1P2	1335	1935	1417	1827
KHK_+_27309661.23-P1P2	2182	2	2205	1571
KHK_-_27309646.23-P1P2	3235	3	3711	9
KHK_-_27309660.23-P1P2	734	2	1821	2525
KHK_-_27309691.23-P1P2	5647	4461	3029	3081
KHK_-_27310225.23-P1P2	856	2	638	1989
KIAA1804_+_233463529.23-P1P2	1170	1722	3338	4
KIAA1804_-_233463488.23-P1P2	1482	2	604	1550
KIAA1804_-_233463497.23-P1P2	1824	1	1947	1
KIAA1804_-_233463538.23-P1P2	0	0	130	0
KIAA1804_-_233463924.23-P1P2	441	0	510	972
KIDINS220_+_8977705.23-P1P2	2903	1	1145	2
KIDINS220_+_8977718.23-P1P2	1	1	1772	0
KIDINS220_-_8977662.23-P1P2	1922	5478	1252	5
KIDINS220_-_8977666.23-P1P2	0	0	1297	0
KIDINS220_-_8977717.23-P1P2	3772	4178	533	1746
KIF1A_+_241759146.23-P1P2	3129	3	856	1179
KIF1A_+_241759532.23-P1P2	0	0	0	0
KIF1A_-_241759231.23-P1P2	440	1	783	0
KIF1A_-_241759412.23-P1P2	1964	9134	1846	4308
KIF1A_-_241759571.23-P1P2	2	4208	1871	1389
KIF3B_+_30865451.23-P1P2	0	0	0	0
KIF3B_+_30865924.23-P1P2	2	0	352	1358
KIF3B_-_30865450.23-P1P2	5	5	754	2166
KIF3B_-_30865486.23-P1P2	1226	4	1032	1386
KIF3B_-_30865877.23-P1P2	552	2451	2184	995
KIF5B_+_32344894.23-P1P2	0	0	180	0
KIF5B_+_32344897.23-P1P2	1629	1468	769	3622
KIF5B_+_32344939.23-P1P2	1351	0	333	0
KIF5B_+_32345321.23-P1P2	4	0	566	0
KIF5B_+_32345338.23-P1P2	4	2936	1429	921
KIT_+_55524150.23-P1P2	2562	1	1307	0
KIT_+_55524176.23-P1P2	4090	2883	3516	1635
KIT_+_55524359.23-P1P2	971	1	1345	1794
KIT_-_55524160.23-P1P2	0	0	808	0
KIT_-_55524188.23-P1P2	2918	11067	1511	2115
KLK1_+_51324527.23-P2	0	0	141	0
KLK1_+_51324544.23-P2	1090	3084	415	4
KLK1_+_51324956.23-P2	2095	3	1241	1858
KLK1_+_51326601.23-P1	5	2	809	1956
KLK1_-_51324594.23-P2	0	0	0	0
KLK1_-_51324924.23-P2	960	3	966	1821
KLK1_-_51326562.23-P1	5	1	868	1394
KLK1_-_51326846.23-P1	1158	6033	656	1566
KLK1_-_51326972.23-P1	1108	0	154	481
KLK1_-_51327024.23-P1	4913	2	847	2119
KLK6_+_51471528.23-P1P2	1	3312	605	1
KLK6_+_51472052.23-P1P2	0	0	0	0
KLK6_+_51472749.23-P1P2	1	1	1540	0
KLK6_+_51472771.23-P1P2	2262	1	1273	4
KLK6_+_51472790.23-P1P2	779	2	1166	2714
KRT12_+_39022993.23-P1P2	0	0	40	0
KRT12_-_39023394.23-P1P2	7566	5820	4182	3072
KRT12_-_39023397.23-P1P2	4134	5041	1571	2
KRT12_-_39023418.23-P1P2	4022	5	2217	1785
KRT12_-_39023468.23-P1P2	0	1	1067	0
KRT7_+_52627078.23-P1P2	4	1	408	3129
KRT7_+_52627099.23-P1P2	2607	4	1616	0
KRT7_+_52627457.23-P1P2	924	0	387	0
KRT7_+_52627460.23-P1P2	1383	4	878	1698
KRT7_-_52627069.23-P1P2	887	1	1573	2
KRT8_+_53298420.23-P1	797	1	809	0
KRT8_-_53298394.23-P1	1308	4734	400	2
KRT8_-_53298402.23-P1	1318	0	1	1
KRT8_-_53298430.23-P1	1143	5	2338	1394
KRT8_-_53298844.23-P1	0	0	492	0
KRT8_-_53343612.23-P2	0	1	434	0
KRT8_-_53343627.23-P2	7	6937	1228	137
KRT8_-_53343631.23-P2	1890	2	1043	2
KRT8_-_53343656.23-P2	1	0	444	1754
KRT8_-_53343659.23-P2	3	0	949	0
KRTAP5-3_+_1629259.23-ENST00000399685.1	3	2678	1100	1434
KRTAP5-3_+_1629268.23-ENST00000399685.1	4124	3	1715	1504
KRTAP5-3_+_1629271.23-ENST00000399685.1	1526	2	409	342
KRTAP5-3_-_1629335.23-ENST00000399685.1	0	0	1094	1
KRTAP5-3_-_1629695.23-ENST00000399685.1	1341	2519	464	1
KSR1_+_25783466.23-P1P2	1242	2303	1767	2
KSR1_+_25783477.23-P1P2	4444	2606	2526	1257
KSR1_-_25783482.23-P1P2	161	2970	2100	2588
KSR1_-_25783511.23-P1P2	6870	5603	3353	1716
KSR1_-_25783532.23-P1P2	2187	8510	1228	5
KSR2_+_118406731.23-P1P2	1954	0	1203	2
KSR2_+_118406762.23-P1P2	4	4586	708	3
KSR2_+_118406769.23-P1P2	1981	2	2443	1366
KSR2_+_118406774.23-P1P2	1	1187	421	1
KSR2_-_118406394.23-P1P2	0	0	258	0
KYNU_+_143635215.23-P1P2	0	0	127	0
KYNU_+_143635278.23-P1P2	982	2	1196	0
KYNU_-_143635275.23-P1P2	3649	2800	921	1977
KYNU_-_143635293.23-P1P2	1160	1	767	0
KYNU_-_143635645.23-P1P2	1	0	749	0
L3MBTL1_+_42136344.23-P2	1012	2340	980	1214
L3MBTL1_+_42136365.23-P2	2517	4890	4349	5351
L3MBTL1_+_42143141.23-P1	718	0	1342	0
L3MBTL1_-_42136354.23-P2	8061	16594	4226	844
L3MBTL1_-_42136364.23-P2	2285	3	2773	1148
L3MBTL1_-_42136371.23-P2	2589	2534	1507	3074
L3MBTL1_-_42143151.23-P1	2481	2	2469	1682
L3MBTL1_-_42143161.23-P1	984	4873	1268	5399
L3MBTL1_-_42143172.23-P1	1471	7895	919	4662
L3MBTL1_-_42143564.23-P1	952	5	244	3605
LALBA_+_48963797.23-ENST00000301046.2	0	0	109	0
LALBA_+_48963811.23-ENST00000301046.2	1	1555	242	1099
LALBA_-_48963595.23-ENST00000301046.2	1	1	987	0
LALBA_-_48963761.23-ENST00000301046.2	806	0	927	984
LALBA_-_48963787.23-ENST00000301046.2	27	2	1045	1306
LAMTOR3_+_100815555.23-P1P2	1225	5952	1256	490
LAMTOR3_-_100815535.23-P1P2	2607	0	756	2
LAMTOR3_-_100815552.23-P1P2	2	0	399	1840
LAMTOR3_-_100815640.23-P1P2	1143	1	480	1118
LAMTOR3_-_100815661.23-P1P2	1	3273	1	0
LAP3_+_17579100.23-P1P2	2742	0	401	0
LAP3_-_17579200.23-P1P2	1193	0	387	0
LAP3_-_17579203.23-P1P2	1501	0	1140	2514
LAP3_-_17579493.23-P1P2	1	1	1588	3175
LAP3_-_17579614.23-P1P2	3	0	1522	3279
LARS2_+_45430021.23-P1P2	2	0	645	0
LARS2_+_45430090.23-P1P2	364	8341	646	1291
LARS2_+_45430506.23-P1P2	2	4580	149	1
LARS2_-_45430125.23-P1P2	738	3650	1398	2
LARS2_-_45430128.23-P1P2	689	2	362	1
LARS_+_145561989.23-P1P2	0	0	116	1412
LARS_+_145562128.23-P1P2	0	0	222	0
LARS_+_145562134.23-P1P2	469	0	236	0
LARS_-_145562114.23-P1P2	0	0	117	0
LARS_-_145562203.23-P1P2	0	0	0	0
LATS1_+_150039161.23-P1P2	2497	13349	761	9
LATS1_+_150039188.23-P1P2	1	0	1400	0
LATS1_+_150039222.23-P1P2	2019	4113	3917	3105
LATS1_-_150038761.23-P1P2	3	0	1077	1610
LATS1_-_150038990.23-P1P2	2177	3138	1752	1801
LATS2_+_21635251.23-P1P2	2164	4617	2124	1799
LATS2_-_21635178.23-P1P2	3197	3978	2588	1895
LATS2_-_21635258.23-P1P2	4681	3939	1953	2
LATS2_-_21635336.23-P1P2	8	4284	2709	3130
LATS2_-_21635690.23-P1P2	3	1	714	908
LAT_+_28996465.23-P1P2	6403	6	1557	2517
LAT_+_28996485.23-P1P2	1	0	1593	1
LAT_+_28996688.23-P1P2	0	0	78	0
LAT_+_28996937.23-P1P2	0	0	498	0
LAT_-_28996455.23-P1P2	0	0	820	0
LCK_+_32716915.23-P1P2	1624	2	1056	3843
LCK_+_32717338.23-P1P2	2	0	1080	2124
LCK_-_32716887.23-P1P2	2075	2720	1430	3204
LCK_-_32716924.23-P1P2	964	2789	1993	1911
LCK_-_32717116.23-P1P2	2005	2	1534	4360
LCMT1_+_25123085.23-P1P2	0	0	0	0
LCMT1_+_25123226.23-P1P2	1149	1	1587	1
LCMT1_+_25123445.23-P1P2	1632	1	1769	2
LCMT1_+_25123449.23-P1P2	4597	2	2305	4046
LCMT1_-_25123277.23-P1P2	2645	4156	2731	2
LCMT2_+_43622733.23-P1P2	452	0	812	0
LCMT2_+_43622751.23-P1P2	2942	7493	1849	1894
LCMT2_-_43622704.23-P1P2	1	0	160	0
LCMT2_-_43622722.23-P1P2	2778	3	1201	2
LCMT2_-_43622770.23-P1P2	6207	2657	925	1
LCN2_+_130911773.23-P1P2	1389	2	1116	1360
LCN2_+_130911807.23-P1P2	1	0	774	0
LCN2_+_130912126.23-P1P2	5	1	835	3420
LCN2_+_130912149.23-P1P2	3773	7	803	1224
LCN2_-_130911824.23-P1P2	3302	2	244	366
LCN9_+_138555199.23-P1P2	5	6872	751	0
LCN9_-_138555161.23-P1P2	2403	0	1860	2096
LCN9_-_138555439.23-P1P2	0	0	677	0
LCN9_-_138555579.23-P1P2	5	4751	123	1
LCN9_-_138555590.23-P1P2	0	0	0	0
LCTL_+_66857933.23-P1P2	1191	5328	1206	2
LCTL_+_66857974.23-P1P2	5	2975	938	1073
LCTL_+_66858295.23-P1P2	2	3	935	1
LCTL_-_66858269.23-P1P2	1274	0	577	1
LCTL_-_66858312.23-P1P2	6	2655	1176	988
LCT_+_136594672.23-P1P2	3	0	2022	1554
LCT_-_136594275.23-P1P2	3831	2	1358	1
LCT_-_136594360.23-P1P2	4151	3195	2285	1
LCT_-_136594534.23-P1P2	1	0	500	0
LCT_-_136594647.23-P1P2	0	0	322	0
LDHAL6A_+_18477783.23-P1P2	823	0	863	1
LDHAL6A_+_18477799.23-P1P2	1114	2672	1225	1312
LDHAL6A_-_18477532.23-P1P2	2679	8609	1462	5343
LDHAL6A_-_18477811.23-P1P2	1	0	805	0
LDHAL6A_-_18477819.23-P1P2	3050	5398	1509	1870
LDHAL6B_+_59499201.23-P1P2	2756	4608	1108	2
LDHAL6B_+_59499247.23-P1P2	4	0	1138	0
LDHAL6B_-_59499053.23-P1P2	9	4	2329	1984
LDHAL6B_-_59499074.23-P1P2	4469	5082	2723	8
LDHAL6B_-_59499089.23-P1P2	1308	5960	669	1508
LDHC_+_18434083.23-P1P2	1225	3	1307	2565
LDHC_-_18433878.23-P1P2	1345	3	4322	2053
LDHC_-_18433892.23-P1P2	9	5184	1771	4899
LDHC_-_18433955.23-P1P2	1082	3	987	1288
LDHC_-_18434413.23-P1P2	2416	4	790	2106
LEPRE1_+_43232635.23-P1P2	0	0	994	0
LEPRE1_+_43232646.23-P1P2	1657	0	827	0
LEPRE1_+_43232654.23-P1P2	3089	2281	2724	1578
LEPRE1_+_43232678.23-P1P2	2307	1	683	0
LEPRE1_-_43232661.23-P1P2	0	1	176	2
LEPREL1_+_189838039.23-P1P2	5004	2407	1164	1695
LEPREL1_+_189838649.23-P1P2	890	2	1389	3081
LEPREL1_+_189838670.23-P1P2	2676	5	1402	1748
LEPREL1_-_189838684.23-P1P2	0	1	1916	1
LEPREL1_-_189838687.23-P1P2	1383	0	861	2
LEPREL2_+_6937569.23-P1P2	1471	5	1244	4436
LEPREL2_+_6937961.23-P1P2	823	0	1012	0
LEPREL2_+_6937964.23-P1P2	3120	2	2752	1361
LEPREL2_+_6938059.23-P1P2	2165	4446	1061	2
LEPREL2_-_6938000.23-P1P2	1235	2	2310	1588
LGALS2_+_37976013.23-P1P2	431	2	339	0
LGALS2_+_37976049.23-P1P2	4	2633	1284	2944
LGALS2_-_37975827.23-P1P2	0	0	0	0
LGALS2_-_37975929.23-P1P2	5681	6	1764	4
LGALS2_-_37976033.23-P1P2	1	1	905	0
LGALS7_+_39263633.23-ENST00000378626.4	15	2	763	1745
LGALS7_+_39264103.23-ENST00000378626.4	0	0	0	0
LGALS7_-_39263666.23-ENST00000378626.4	867	0	2325	418
LGALS7_-_39263857.23-ENST00000378626.4	2	3349	1805	2
LGALS7_-_39264038.23-ENST00000378626.4	5	6	2003	2664
LGALS9_+_25958315.23-P1P2	2	6246	816	742
LGALS9_-_25958240.23-P1P2	827	1	780	2019
LGALS9_-_25958253.23-P1P2	0	0	689	0
LGALS9_-_25958483.23-P1P2	3	1	1058	1989
LGALS9_-_25958621.23-P1P2	0	0	401	0
LGSN_+_64029422.23-P1P2	4584	6	1612	2
LGSN_+_64029425.23-P1P2	4	4442	1107	2742
LGSN_-_64029669.23-P1P2	0	0	346	1886
LGSN_-_64029738.23-P1P2	0	0	398	0
LGSN_-_64029830.23-P1P2	1	0	333	0
LHCGR_+_48982338.23-P1P2	0	0	608	1
LHCGR_+_48982838.23-P1P2	1269	1	621	1
LHCGR_-_48982427.23-P1P2	3	4023	938	4135
LHCGR_-_48982440.23-P1P2	0	0	141	0
LHCGR_-_48982811.23-P1P2	5007	4723	3187	3318
LHPP_+_126150437.23-P1P2	2500	4482	2605	4547
LHPP_+_126150786.23-P1P2	1490	0	194	2
LHPP_-_126150444.23-P1P2	692	1	1666	1459
LHPP_-_126150451.23-P1P2	3252	2851	2765	2
LHPP_-_126150782.23-P1P2	1335	1	1871	1
LIAS_+_39460679.23-P1P2	0	0	0	0
LIAS_+_39460685.23-P1P2	0	0	0	0
LIAS_+_39461140.23-P1P2	1	1	1475	0
LIAS_-_39460775.23-P1P2	1	0	178	0
LIAS_-_39461156.23-P1P2	4	1	624	3625
LIMK1_+_73498172.23-P1	3601	1	981	1338
LIMK1_+_73498175.23-P1	5	3169	631	0
LIMK1_+_73498555.23-P1	3	1	2885	1
LIMK1_+_73507537.23-P2	0	0	0	0
LIMK1_+_73507595.23-P2	2673	2	1377	1319
LIMK1_+_73507614.23-P2	0	0	0	0
LIMK1_+_73507647.23-P2	0	0	394	1
LIMK1_-_73498189.23-P1	3066	1	1987	1
LIMK1_-_73498366.23-P1	0	0	726	0
LIMK1_-_73507588.23-P2	4472	3390	1262	1408
LIMK2_-_31608303.23-P1P2	0	2	647	2591
LIMK2_-_31608420.23-P1P2	1	0	1241	1551
LIMK2_-_31608608.23-P1P2	2329	2	479	3381
LIMK2_-_31608641.23-P1P2	0	0	110	0
LIMK2_-_31608698.23-P1P2	0	0	868	0
LIPA_+_91011062.23-P1P2	3752	0	1493	2
LIPA_+_91011512.23-P1P2	1537	4607	1800	4863
LIPA_+_91011586.23-P1P2	2955	2	848	4469
LIPA_-_91011199.23-P1P2	1047	5	2029	3559
LIPA_-_91011546.23-P1P2	1144	6062	913	1
LIPF_+_90424226.23-P1P2	0	0	174	0
LIPF_+_90424306.23-P1P2	0	0	0	0
LIPF_-_90424381.23-P1P2	0	0	298	0
LIPF_-_90424448.23-P1P2	0	0	0	0
LIPF_-_90424616.23-P1P2	1367	1	680	1844
LIPJ_-_90346531.23-P1P2	2030	5063	1557	2414
LIPJ_-_90346602.23-P1P2	1110	0	933	0
LIPJ_-_90346894.23-P1P2	0	1	327	0
LIPJ_-_90346942.23-P1P2	3	2	704	2982
LIPJ_-_90346948.23-P1P2	4	4029	2	1688
LIPT1_+_99771478.23-P1P2	773	8568	1961	1531
LIPT1_+_99771489.23-P1P2	0	2	1020	0
LIPT1_+_99771539.23-P1P2	1207	3801	2966	1579
LIPT1_-_99771504.23-P1P2	4	1685	2274	1320
LIPT1_-_99771518.23-P1P2	6	3	2344	2345
LMAN1_+_57026445.23-P1P2	1557	0	797	0
LMAN1_-_57026050.23-P1P2	4005	0	748	1830
LMAN1_-_57026107.23-P1P2	0	0	0	0
LMAN1_-_57026186.23-P1P2	1471	2986	1858	1463
LMAN1_-_57026283.23-P1P2	1520	5	1364	3212
LMTK2_+_97736187.23-P1P2	1409	2249	1372	0
LMTK2_+_97736224.23-P1P2	1	0	1174	0
LMTK2_-_97736196.23-P1P2	804	642	2308	2800
LMTK2_-_97736236.23-P1P2	2553	1	2540	2735
LMTK2_-_97736262.23-P1P2	2	3	2817	0
LMTK3_+_49016391.23-P1P2	7	2	1991	1805
LMTK3_+_49016507.23-P1P2	2386	6439	1295	3138
LMTK3_+_49016817.23-P1P2	1566	2	3093	5286
LMTK3_+_49016834.23-P1P2	2853	3	2142	6221
LMTK3_-_49016875.23-P1P2	1524	5	1158	1578
LPA_+_161084930.23-P1P2	1462	5016	1483	3669
LPA_+_161085281.23-P1P2	2	0	147	1840
LPA_+_161085286.23-P1P2	0	0	0	0
LPA_-_161084950.23-P1P2	5953	2	1711	5220
LPA_-_161085028.23-P1P2	5	5	1320	6581
LPL_+_19796807.23-P1P2	2	1	1326	2287
LPL_+_19797226.23-P1P2	1523	1	1317	2486
LPL_+_19797288.23-P1P2	7	4	1025	5989
LPL_-_19796954.23-P1P2	1315	1	1316	1421
LPL_-_19797196.23-P1P2	2	2	867	0
LPPR2_+_11466136.23-P1P2	2564	2022	2938	1883
LPPR2_+_11466298.23-P1P2	2524	2	1769	4
LPPR2_-_11466214.23-P1P2	1	0	409	1
LPPR2_-_11466222.23-P1P2	0	0	0	0
LPPR2_-_11466260.23-P1P2	1	0	177	0
LRAT_+_155665197.23-P1P2	3	0	519	1924
LRAT_+_155665234.23-P1P2	0	0	385	0
LRAT_+_155665352.23-P1P2	2359	3	775	1
LRAT_-_155665206.23-P1P2	3849	5	1800	1575
