	Diff	Lower	T0	Upper
	Rep1	Rep1	Rep1	Rep1
sgId				
HSD17B7_-_162767234.23-P1	1244	0	455	0
HSD17B7_-_162767504.23-P1	2	0	1111	0
HSD17B7_-_162767509.23-P1	2301	1	1025	1
HSD17B7_-_162767513.23-P1	1387	2	1221	4329
HSD17B8_+_33172465.23-P1P2	5	8182	2354	1738
HSD17B8_+_33172471.23-P1P2	0	0	447	0
HSD17B8_+_33172837.23-P1P2	220	1	1673	0
HSD17B8_-_33172484.23-P1P2	3445	3	3238	3297
HSD17B8_-_33172506.23-P1P2	5	3510	1426	2098
HSPG2_+_22263355.23-P1P2	3396	2404	2395	3944
HSPG2_+_22263430.23-P1P2	1119	1460	1024	2007
HSPG2_+_22263476.23-P1P2	2281	2233	1115	1114
HSPG2_-_22263400.23-P1P2	912	6579	2651	1453
HSPG2_-_22263413.23-P1P2	3801	5	2564	0
HTR1A_+_63256650.23-P1P2	2968	5	1560	3758
HTR1A_+_63256965.23-P1P2	3	3	603	1864
HTR1A_-_63256596.23-P1P2	3150	3532	209	1191
HTR1A_-_63256605.23-P1P2	0	0	105	0
HTR1A_-_63256950.23-P1P2	1419	1	571	1520
HTR1B_+_78173107.23-P1P2	1575	1	1324	1352
HTR1B_+_78173116.23-P1P2	1267	0	903	3
HTR1B_-_78172810.23-P1P2	2732	4	2110	4510
HTR1B_-_78173157.23-P1P2	863	8838	1652	470
HTR1B_-_78173180.23-P1P2	1412	5	1325	3039
HTR1D_-_23520365.23-P1P2	1096	2	986	5
HTR1D_-_23520410.23-P1P2	1	0	636	0
HTR1D_-_23520422.23-P1P2	1485	4	567	1957
HTR1D_-_23520435.23-P1P2	3293	2499	1056	1988
HTR1D_-_23520815.23-P1P2	2035	1	241	468
HTR1E_+_87647282.23-P1P2	3302	3	3008	1866
HTR1E_+_87647294.23-P1P2	1805	4	1580	3161
HTR1E_+_87647320.23-P1P2	4	5805	1583	2015
HTR1E_-_87647265.23-P1P2	1980	2	2396	0
HTR1E_-_87647300.23-P1P2	929	1480	1549	4012
HTR1F_+_88039846.23-ENST00000319595.4	0	1	680	0
HTR1F_+_88039979.23-ENST00000319595.4	3153	5	776	1720
HTR1F_+_88040023.23-ENST00000319595.4	1	0	424	1
HTR1F_+_88040089.23-ENST00000319595.4	0	0	461	0
HTR1F_-_88040174.23-ENST00000319595.4	4	2	927	2052
HTR2A_+_47470987.23-P1P2	1022	1	847	0
HTR2A_+_47471013.23-P1P2	3391	5412	2391	7
HTR2A_-_47471019.23-P1P2	1296	0	1166	0
HTR2A_-_47471124.23-P1P2	1761	1	664	1
HTR2A_-_47471153.23-P1P2	1	2	295	1138
HTR2B_+_231989684.23-P1P2	0	0	0	0
HTR2B_+_231989764.23-P1P2	1411	0	320	253
HTR2B_+_231989768.23-P1P2	884	1	990	1403
HTR2B_-_231989299.23-P1P2	4730	5	1466	1278
HTR2B_-_231989482.23-P1P2	1767	1	1066	1523
HTR2C_+_113818592.23-P1P2	7	5132	972	1275
HTR2C_+_113818615.23-P1P2	1615	4	488	3503
HTR2C_+_113819100.23-P1P2	0	1676	821	1
HTR2C_+_113819106.23-P1P2	4	0	300	2832
HTR2C_-_113818931.23-P1P2	699	2	1008	1943
HTR3A_+_113845989.23-P1	2651	4602	2241	960
HTR3A_+_113848233.23-P2	1	2600	954	1
HTR3A_+_113848245.23-P2	1	0	773	0
HTR3A_-_113845952.23-P1	1	2	1307	0
HTR3A_-_113845969.23-P1	2798	0	1191	2
HTR3A_-_113845999.23-P1	2619	1	1289	2789
HTR3A_-_113846021.23-P1	4654	4843	2949	779
HTR3A_-_113848445.23-P2	2	1	675	1
HTR3A_-_113848644.23-P2	636	0	496	2
HTR3A_-_113848672.23-P2	2635	2	2252	2187
HTR4_+_148033614.23-P1P2	1552	3	1611	3818
HTR4_+_148033652.23-P1P2	1399	2702	2205	8940
HTR4_+_148033681.23-P1P2	4204	6	539	1799
HTR4_-_148033642.23-P1P2	2	2455	1058	0
HTR4_-_148033670.23-P1P2	1583	2	1791	1011
HTR6_+_19991375.23-P1P2	761	1	1239	1441
HTR6_+_19991408.23-P1P2	884	2864	1114	2
HTR6_+_19991734.23-P1P2	1154	7435	2085	5596
HTR6_+_19991854.23-P1P2	2	0	636	0
HTR6_+_19991859.23-P1P2	0	0	978	0
HTR7_+_92617550.23-P1P2	3429	2	646	555
HTR7_+_92617714.23-P1P2	6027	5	2617	2439
HTR7_+_92617726.23-P1P2	1050	3	1269	1733
HTR7_-_92617318.23-P1P2	3129	5066	2144	1438
HTR7_-_92617706.23-P1P2	0	0	267	0
HUNK_+_33245444.23-P1P2	1195	0	1121	1787
HUNK_+_33245782.23-P1P2	1372	3	1427	0
HUNK_+_33245793.23-P1P2	0	0	791	1732
HUNK_-_33245366.23-P1P2	1	0	1773	0
HUNK_-_33245746.23-P1P2	1910	6161	843	0
IARS2_+_220267504.23-P1P2	0	0	0	0
IARS2_-_220267478.23-P1P2	0	0	74	0
IARS2_-_220267547.23-P1P2	0	0	0	0
IARS2_-_220267871.23-P1P2	1358	1	332	0
IARS2_-_220267910.23-P1P2	0	0	0	0
IARS_+_95055891.23-P1P2	0	0	0	0
IARS_+_95055951.23-P1P2	1456	0	117	0
IARS_-_95055573.23-P1P2	6	4992	332	1
IARS_-_95055772.23-P1P2	0	0	0	0
IARS_-_95055898.23-P1P2	0	0	0	0
IBTK_+_82950100.23-P2	1	0	465	1351
IBTK_+_82950510.23-P2	3306	1	1035	4
IBTK_+_82957399.23-P1	3593	3	3344	3654
IBTK_-_82950110.23-P2	3	4	619	4529
IBTK_-_82950489.23-P2	1417	1	616	1
IBTK_-_82950492.23-P2	0	0	529	0
IBTK_-_82957071.23-P1	2538	3	442	2266
IBTK_-_82957256.23-P1	5701	4883	2405	5420
IBTK_-_82957413.23-P1	4482	2610	2824	5115
IBTK_-_82957417.23-P1	5611	10550	1855	5
ICK_+_52926280.23-P1P2	1922	6	755	2647
ICK_+_52926421.23-P1P2	2141	4	1169	2
ICK_-_52926239.23-P1P2	0	0	341	1
ICK_-_52926526.23-P1P2	1397	1	1393	4092
ICK_-_52926543.23-P1P2	3625	2792	3171	2709
IDE_+_94333764.23-P1P2	686	2	1502	2534
IDE_+_94333770.23-P1P2	2	0	1165	1392
IDE_-_94333343.23-P1P2	4774	1	720	1
IDE_-_94333725.23-P1P2	1078	1	642	0
IDE_-_94333767.23-P1P2	4	6419	1836	2623
IDH3A_+_78423861.23-P2	5	2	1235	1876
IDH3A_+_78423872.23-P2	0	5	1637	2419
IDH3A_+_78424258.23-P2	2509	2	2764	1
IDH3A_+_78441707.23-P1	5369	3	4975	1924
IDH3A_+_78441754.23-P1	1532	2808	756	3
IDH3A_+_78442193.23-P1	1345	0	1161	1964
IDH3A_-_78423878.23-P2	2618	5025	3259	1730
IDH3A_-_78423902.23-P2	8994	6	3719	1760
IDH3A_-_78441693.23-P1	1455	4074	1407	0
IDH3A_-_78441772.23-P1	2009	5	943	1909
IDH3B_+_2644623.23-P1P2	2505	8942	2824	1623
IDH3B_+_2644775.23-P1P2	3	2	1130	3358
IDH3B_+_2644817.23-P1P2	2	0	1774	1864
IDH3B_+_2644830.23-P1P2	7	4842	816	3
IDH3B_-_2644813.23-P1P2	4469	2	1604	5
IDH3G_+_153059799.23-P1P2	6086	6	2285	9288
IDH3G_+_153059808.23-P1P2	1400	3	1837	1
IDH3G_-_153059366.23-P1P2	1396	3395	377	2067
IDH3G_-_153059412.23-P1P2	2373	2	1445	1
IDH3G_-_153059722.23-P1P2	1829	6	1091	3864
IFNAR2_+_34602240.23-P1P2	2600	2	579	1251
IFNAR2_+_34602250.23-P1P2	3	3	701	1228
IFNAR2_+_34602610.23-P1P2	3042	0	1641	3230
IFNAR2_+_34602657.23-P1P2	3	2916	928	0
IFNAR2_-_34602496.23-P1P2	2005	2	891	2
IFNGR1_+_137540471.23-P1P2	1947	1	2941	1376
IFNGR1_+_137540487.23-P1P2	1054	1	864	0
IFNGR1_+_137540523.23-P1P2	12	16340	1404	3087
IFNGR1_+_137540537.23-P1P2	3	1594	1558	1880
IFNGR1_-_137540477.23-P1P2	1428	5816	1629	1710
IFNGR2_-_34775766.23-P1P2	291	1274	1714	1649
IFNGR2_-_34775775.23-P1P2	3146	5001	2579	5079
IFNGR2_-_34775787.23-P1P2	659	8470	1770	755
IFNGR2_-_34775978.23-P1P2	1328	2620	1970	2600
IFNGR2_-_34776092.23-P1P2	4706	4	997	1980
IGF1R_+_99191762.23-P1	6595	1018	1912	2
IGF1R_+_99191967.23-P1	1063	2543	1118	2921
IGF1R_+_99192030.23-P1	6003	7982	2678	7
IGF1R_+_99192323.23-P2	3833	6	2299	1687
IGF1R_+_99192837.23-P2	1024	1	420	2
IGF1R_-_99191775.23-P1	2747	1441	1464	1440
IGF1R_-_99191897.23-P1	4	1	266	3105
IGF1R_-_99192446.23-P2	2920	1	1879	3
IGF1R_-_99193200.23-P2	2318	0	1079	1716
IGF1R_-_99193205.23-P2	1384	0	2409	0
IGFBP7_+_57976128.23-P1P2	773	1	845	0
IGFBP7_+_57976155.23-P1P2	3589	10867	2917	2956
IGFBP7_-_57976337.23-P1P2	4431	3	1139	3996
IGFBP7_-_57976518.23-P1P2	2407	2370	913	1585
IGFBP7_-_57976521.23-P1P2	2076	2845	1138	2
IGSF10_-_151163679.23-P1P2	1760	6320	1074	3
IGSF10_-_151163801.23-P1P2	0	0	207	0
IGSF10_-_151163883.23-P1P2	0	0	77	0
IGSF10_-_151163891.23-P1P2	5	1482	270	3566
IGSF10_-_151163894.23-P1P2	3	3670	1375	4
IKBKAP_+_111695963.23-P1P2	7	5191	1202	2
IKBKAP_+_111696204.23-P1P2	1	0	418	1983
IKBKAP_-_111696022.23-P1P2	0	0	0	0
IKBKAP_-_111696163.23-P1P2	1	4	615	1210
IKBKAP_-_111696315.23-P1P2	2	0	346	0
IKBKB_+_42128863.23-P1P2	4	2676	694	2769
IKBKB_+_42129073.23-P1P2	1	0	1448	1
IKBKB_+_42129261.23-P1P2	687	0	843	1739
IKBKB_-_42129255.23-P1P2	3	3	1277	1306
IKBKB_-_42129287.23-P1P2	0	0	0	0
IKBKE_+_206644242.23-P1P2	2532	0	794	0
IKBKE_+_206644266.23-P1P2	0	0	76	0
IKBKE_+_206644277.23-P1P2	1231	0	304	1
IKBKE_-_206643852.23-P1P2	0	0	680	0
IKBKE_-_206644197.23-P1P2	2	5021	1180	1318
IKBKG_+_153775897.23-P1P2	1006	2	1483	2002
IKBKG_+_153775925.23-P1P2	1441	5109	320	0
IKBKG_-_153775854.23-P1P2	3084	2	2072	5546
IKBKG_-_153775860.23-P1P2	1	0	83	0
IKBKG_-_153775876.23-P1P2	1	1	1049	0
IL11RA_+_34652221.23-P1	1002	4298	1287	2
IL11RA_-_34650941.23-P1	2233	1	374	1
IL11RA_-_34650948.23-P1	1	0	771	1
IL11RA_-_34652609.23-P1	554	0	1186	720
IL11RA_-_34652612.23-P1	2	0	907	1
IL11RA_-_34653935.23-P2	2322	0	588	0
IL11RA_-_34653964.23-P2	0	0	527	0
IL11RA_-_34653970.23-P2	841	1	122	1
IL11RA_-_34654001.23-P2	838	2	1012	0
IL11RA_-_34654006.23-P2	0	2	356	0
IL2RB_+_37545497.23-P1P2	2	2048	801	0
IL2RB_+_37545511.23-P1P2	4076	2	1406	1518
IL2RB_+_37545900.23-P1P2	1264	4444	869	4520
IL2RB_+_37545905.23-P1P2	2691	0	1532	1
IL2RB_+_37545910.23-P1P2	1	0	1264	0
IL2RG_+_70329096.23-P2	3	1	1766	190
IL2RG_+_70329139.23-P2	1	2	355	0
IL2RG_+_70329189.23-P2	3	3219	331	0
IL2RG_+_70331406.23-P1	3380	3	1085	3222
IL2RG_-_70328757.23-P2	1530	6754	477	1992
IL2RG_-_70329159.23-P2	2	2	473	1224
IL2RG_-_70331197.23-P1	1	0	638	0
IL2RG_-_70331219.23-P1	0	0	0	0
IL2RG_-_70331360.23-P1	5	4871	426	0
IL2RG_-_70331412.23-P1	1314	0	407	0
IL3RA_+_1455676.23-P1P2	1687	2	515	0
IL3RA_+_1455736.23-P1P2	3	0	289	1972
IL3RA_+_1456154.23-P1P2	0	1	1851	0
IL3RA_-_1455747.23-P1P2	1	0	352	0
IL3RA_-_1455915.23-P1P2	1	3	1122	5458
IL4I1_+_50399642.23-ENST00000391826.2	971	2	566	0
IL4I1_+_50400069.23-ENST00000391826.2	2450	4	1215	1181
IL4I1_+_50400079.23-ENST00000391826.2	0	2	1100	2044
IL4I1_+_50400190.23-ENST00000391826.2	1415	0	940	1701
IL4I1_+_50400194.23-ENST00000391826.2	0	0	478	0
IL5_+_131878809.23-P1	0	0	258	1
IL5_+_131879067.23-P1	3401	1	1845	0
IL5_+_131879164.23-P1	0	0	292	0
IL5_+_131892527.23-P2	5954	5	3460	6
IL5_+_131892549.23-P2	4107	2866	1814	4
IL5_+_131892554.23-P2	515	0	452	1383
IL5_-_131878821.23-P1	1588	0	212	0
IL5_-_131878826.23-P1	1354	0	1159	2
IL5_-_131892516.23-P2	4	2	1051	1928
IL5_-_131892533.23-P2	0	2	1111	1257
IL6R_+_154378041.23-P1P2	1269	3	1100	0
IL6R_+_154378078.23-P1P2	0	0	1367	0
IL6R_+_154378243.23-P1P2	1627	0	1682	2
IL6R_+_154378501.23-P1P2	1	0	1006	0
IL6R_-_154378088.23-P1P2	0	1	1092	1
ILKAP_+_239112103.23-P1P2	1073	6121	881	1059
ILKAP_-_239111833.23-P1P2	1270	5877	2810	5105
ILKAP_-_239111927.23-P1P2	257	0	742	0
ILKAP_-_239111971.23-P1P2	2	3	2307	1
ILKAP_-_239112268.23-P1P2	1403	2	1532	2152
ILK_+_6625007.23-P1P2	1477	3	1395	3499
ILK_+_6625020.23-P1P2	0	1878	1148	2107
ILK_+_6625041.23-P1P2	1719	6075	733	1692
ILK_+_6625437.23-P1P2	1731	1589	308	759
ILK_-_6625025.23-P1P2	899	1	1142	1971
IMPA1_+_82598098.23-P1P2	1491	1	3396	3
IMPA1_+_82598528.23-P1P2	4997	5280	1542	461
IMPA1_-_82598318.23-P1P2	11	2898	1847	4978
IMPA1_-_82598464.23-P1P2	1087	1	463	0
IMPA1_-_82598506.23-P1P2	2784	1	1593	3241
INPP1_+_191208702.23-P1P2	842	8047	2507	1760
INPP1_+_191208713.23-P1P2	1917	2800	902	0
INPP1_+_191208746.23-P1P2	0	0	80	1
INPP1_+_191208789.23-P1P2	1340	1	1576	0
INPP1_-_191208427.23-P1P2	6832	8333	1626	1567
INPP4B_+_143326357.23-P1	0	0	374	0
INPP4B_+_143326616.23-P1	1	0	250	2058
INPP4B_+_143767253.23-P2	1128	2339	641	2706
INPP4B_+_143767410.23-P2	1775	3	713	1784
INPP4B_-_143326342.23-P1	4	2371	241	3
INPP4B_-_143326486.23-P1	1220	4	1566	1
INPP4B_-_143326589.23-P1	2	0	1051	2324
INPP4B_-_143766987.23-P2	6	10405	1959	1380
INPP4B_-_143767032.23-P2	2248	1331	1354	3213
INPP4B_-_143767035.23-P2	0	1	592	329
INPP5A_+_134351359.23-P1P2	2842	3	1981	1279
INPP5A_-_134351314.23-P1P2	2533	2133	1813	3898
INPP5A_-_134351317.23-P1P2	2837	6	2990	4191
INPP5A_-_134351347.23-P1P2	3	1	1328	0
INPP5A_-_134351369.23-P1P2	547	0	739	1
INPP5B_+_38397146.23-P2	1047	1	1757	3036
INPP5B_+_38397398.23-P2	1373	2966	1149	1724
INPP5B_+_38397417.23-P2	1124	0	1446	2
INPP5B_+_38412643.23-P1	1508	0	109	1783
INPP5B_+_38412656.23-P1	1159	0	1160	0
INPP5B_+_38412660.23-P1	3026	4	1489	1655
INPP5B_+_38412700.23-P1	6103	2659	3410	1099
INPP5B_-_38396961.23-P2	0	0	438	0
INPP5B_-_38397370.23-P2	7	1518	1248	3255
INPP5B_-_38412690.23-P1	1871	7519	2222	6
INPP5D_+_233925116.23-P1P2	0	0	227	0
INPP5D_-_233925064.23-P1P2	0	0	236	0
INPP5D_-_233925087.23-P1P2	3	2	1292	2637
INPP5D_-_233925093.23-P1P2	0	0	831	0
INPP5D_-_233925097.23-P1P2	2387	2	1559	1425
INPP5E_+_139334227.23-P1P2	1537	2349	1446	1070
INPP5E_-_139333888.23-P1P2	1420	1	1825	505
INPP5E_-_139334230.23-P1P2	4	1517	1929	1685
INPP5E_-_139334239.23-P1P2	1436	0	654	2
INPP5E_-_139334242.23-P1P2	1208	4703	1067	1411
INPP5F_+_121485591.23-ENST00000361976.2	1518	4238	1414	3
INPP5F_+_121485614.23-ENST00000361976.2	1344	2	2162	2840
INPP5F_+_121485618.23-ENST00000361976.2	0	0	0	0
INPP5F_+_121485629.23-ENST00000361976.2	3811	8781	1951	3271
INPP5F_+_121485648.23-ENST00000361976.2	2591	4055	674	1927
INPP5J_+_31519127.23-P1P2	1	2036	240	0
INPP5J_+_31519183.23-P1P2	1208	2	2404	1792
INPP5J_+_31519317.23-P1P2	1502	1	242	0
INPP5J_-_31518949.23-P1P2	485	0	1222	4311
INPP5J_-_31519427.23-P1P2	811	0	0	1
INPP5K_+_1419448.23-P1P2	1537	828	1811	1505
INPP5K_+_1419490.23-P1P2	1373	2	952	4965
INPP5K_+_1419864.23-P1P2	677	6380	2214	1737
INPP5K_+_1419876.23-P1P2	1	0	1752	0
INPP5K_-_1419649.23-P1P2	853	0	1167	1
INPPL1_+_71934965.23-P1P2	1737	1	936	2
INPPL1_+_71935911.23-P1P2	5097	1	1903	2861
INPPL1_+_71935916.23-P1P2	2	3	1414	1740
INPPL1_-_71935307.23-P1P2	2638	1975	2002	1095
INPPL1_-_71935867.23-P1P2	3345	2714	1848	2
INSRR_+_156828448.23-P1P2	3	0	243	1313
INSRR_-_156828800.23-P1P2	0	3	1374	1222
INSRR_-_156828836.23-P1P2	5149	1	2164	1520
INSRR_-_156828849.23-P1P2	1716	1	1081	1609
INSRR_-_156828859.23-P1P2	1332	3178	745	5185
INSR_-_7293986.23-P1P2	1	0	1217	0
INSR_-_7294287.23-P1P2	1	0	1537	1444
INSR_-_7294300.23-P1P2	4	7986	1190	0
INSR_-_7294303.23-P1P2	8	3	1433	5704
INSR_-_7294350.23-P1P2	1445	1	239	0
INS_+_2181939.23-P1P2	1447	4159	1710	0
INS_+_2182029.23-P1P2	4193	8	1137	7031
INS_+_2182348.23-P1P2	0	0	93	0
INS_+_2182408.23-P1P2	1186	0	999	1124
INS_-_2182120.23-P1P2	3896	4	1512	1
IP6K1_+_49823755.23-P1P2	4	2	2739	3261
IP6K1_-_49823569.23-P1P2	5395	2	1772	5
IP6K1_-_49823766.23-P1P2	1078	3	1005	3185
IP6K1_-_49823914.23-P1P2	1314	2	1098	1
IP6K1_-_49823953.23-P1P2	1133	6746	986	3
IP6K2_+_48754429.23-P1P2	1103	0	420	1
IP6K2_+_48754592.23-P1P2	0	0	170	0
IP6K2_+_48754601.23-P1P2	2350	2	1523	2527
IP6K2_+_48754608.23-P1P2	7	4417	1515	4
IP6K2_+_48754623.23-P1P2	1	0	715	0
IP6K3_+_33714188.23-P1P2	0	0	826	1
IP6K3_+_33714600.23-P1P2	1128	0	102	0
IP6K3_+_33714664.23-P1P2	3	2783	2075	1668
IP6K3_-_33714264.23-P1P2	1292	2	983	2119
IP6K3_-_33714614.23-P1P2	2	1371	1143	0
IRAK1BP1_+_79577309.23-P1P2	2271	5	994	3641
IRAK1BP1_+_79577314.23-P1P2	2575	5498	1740	8
IRAK1BP1_+_79577465.23-P1P2	6718	2324	2491	5053
IRAK1BP1_-_79577625.23-P1P2	2519	2575	1345	3531
IRAK1BP1_-_79577766.23-P1P2	423	1	1101	1
IRAK1_+_153279785.23-P2	1	3736	532	4
IRAK1_+_153284852.23-P1	3456	5	1591	1
IRAK1_+_153285122.23-P1	4481	2	3002	2
IRAK1_+_153285357.23-P1	1	0	1649	0
IRAK1_-_153279342.23-P2	783	4544	134	1
IRAK1_-_153279408.23-P2	0	1	165	0
IRAK1_-_153279421.23-P2	1474	2408	1348	1734
IRAK1_-_153279765.23-P2	3	2	415	1539
IRAK1_-_153284952.23-P1	4803	2217	2117	3
IRAK1_-_153284971.23-P1	1417	0	635	2
IRAK2_+_10206599.23-P1P2	2	3	1657	3202
IRAK2_+_10206626.23-P1P2	2789	1	2215	4
IRAK2_+_10206636.23-P1P2	4	5473	226	0
IRAK2_+_10206662.23-P1P2	2	2810	1110	0
IRAK2_-_10206984.23-P1P2	0	0	336	0
IRAK3_+_66582936.23-P1P2	5904	7	1720	1887
IRAK3_+_66583352.23-P1P2	0	0	263	0
IRAK3_+_66583378.23-P1P2	2443	2	1647	5529
IRAK3_-_66582971.23-P1P2	4392	217	474	2
IRAK3_-_66583446.23-P1P2	1791	2	514	1
IRAK4_+_44152829.23-P1P2	2718	3	2120	1589
IRAK4_+_44153187.23-P1P2	3565	3	1061	1517
IRAK4_+_44153198.23-P1P2	4317	7	2632	1670
IRAK4_-_44152824.23-P1P2	878	2484	765	43
IRAK4_-_44153180.23-P1P2	0	0	740	0
IRGC_+_44220301.23-P1P2	1658	4502	2451	1714
IRGC_-_44220256.23-P1P2	895	3	613	2101
IRGC_-_44220270.23-P1P2	1	0	468	0
IRGC_-_44220308.23-P1P2	4	5295	871	3
IRGC_-_44220484.23-P1P2	0	0	622	0
ISG20_+_89182652.23-P1P2	1565	17	1879	2
ISG20_-_89182420.23-P1P2	0	1	550	0
ISG20_-_89182477.23-P1P2	0	0	366	0
ISG20_-_89182482.23-P1P2	3522	3143	1541	1797
ISG20_-_89182700.23-P1P2	1154	1	729	1794
ISPD_+_16460681.23-P1P2	1008	2	1082	2651
ISPD_+_16461078.23-P1P2	1304	1	1846	0
ISPD_+_16461156.23-P1P2	1324	3	1698	2772
ISPD_-_16460724.23-P1P2	0	0	737	0
ISPD_-_16461140.23-P1P2	0	0	366	0
ISYNA1_+_18548478.23-P1P2	1	2	1329	1832
ISYNA1_-_18548521.23-P1P2	11576	24332	3098	2938
ISYNA1_-_18548778.23-P1P2	0	0	0	0
ISYNA1_-_18548921.23-P1P2	2615	1081	2201	0
ISYNA1_-_18548951.23-P1P2	1504	1675	1690	1758
ITGA2B_+_42466445.23-P1P2	1	1	579	1773
ITGA2B_+_42466453.23-P1P2	851	9658	1610	2
ITGA2B_+_42466468.23-P1P2	1582	2780	1217	1298
ITGA2B_+_42466805.23-P1P2	6	0	545	1
ITGA2B_-_42466836.23-P1P2	0	0	454	0
ITGA4_+_182322245.23-P1P2	0	0	140	0
ITGA4_+_182322634.23-P1P2	2697	5359	338	1583
ITGA4_-_182322158.23-P1P2	7055	7283	1675	12
ITGA4_-_182322163.23-P1P2	2	0	1232	1404
ITGA4_-_182322489.23-P1P2	1097	3973	1439	2433
ITGAL_+_30484079.23-P1P2	2	0	533	1941
ITGAL_+_30484102.23-P1P2	1034	3	2162	3278
ITGAL_+_30484132.23-P1P2	3929	4	1346	4017
ITGAL_-_30484109.23-P1P2	2	2459	2927	1416
ITGAL_-_30484442.23-P1P2	1	1	1209	1511
ITK_+_156607897.23-P1P2	1	0	478	0
ITK_+_156607967.23-P1P2	0	0	0	0
ITK_-_156607962.23-P1P2	1	0	1387	0
ITK_-_156608278.23-P1P2	1664	1	361	0
ITK_-_156608310.23-P1P2	1532	0	851	0
ITPA_+_3190185.23-P1P2	2120	7447	2013	1945
ITPA_-_3190200.23-P1P2	1417	7674	1693	1811
ITPA_-_3190203.23-P1P2	1326	6	259	2229
ITPA_-_3190347.23-P1P2	0	0	742	1
ITPA_-_3190420.23-P1P2	890	3	1047	1
ITPK1_+_93581845.23-P1P2	2600	2	341	1977
ITPK1_+_93582024.23-P1P2	1	0	1255	1
ITPK1_-_93581593.23-P1P2	1523	1648	1068	129
ITPK1_-_93582058.23-P1P2	2	0	1787	0
ITPK1_-_93582180.23-P1P2	2791	1902	1466	4204
ITPKA_+_41786134.23-P1P2	2533	4103	2542	3688
ITPKA_+_41786478.23-P1P2	0	0	681	1
ITPKA_+_41786481.23-P1P2	0	0	758	0
ITPKA_+_41786489.23-P1P2	2528	1318	2453	1585
ITPKA_-_41786539.23-P1P2	2617	7627	2117	853
ITPKB_+_226925001.23-P1P2	1288	1	724	1
ITPKB_+_226926956.23-P1P2	2584	2	2616	450
ITPKB_+_226926966.23-P1P2	0	2	377	1
ITPKB_+_226926980.23-P1P2	2982	462	2736	3330
ITPKB_-_226926932.23-P1P2	909	0	403	0
ITPKC_-_41223032.23-P1P2	1606	6	2362	3327
ITPKC_-_41223038.23-P1P2	1615	1	945	2191
ITPKC_-_41223076.23-P1P2	5247	2146	2451	2349
ITPKC_-_41223079.23-P1P2	4950	3	963	1142
ITPKC_-_41223402.23-P1P2	2819	2371	3063	1399
IYD_+_150690144.23-P1P2	1	2	1585	1
IYD_+_150690160.23-P1P2	2	3326	759	0
IYD_-_150690412.23-P1P2	1773	5	1499	1981
IYD_-_150690429.23-P1P2	1595	1	1426	0
IYD_-_150690678.23-P1P2	948	0	318	0
JAK1_+_65432014.23-P1P2	3	2	899	1475
JAK1_+_65432190.23-P1P2	1786	2	1633	1125
JAK1_-_65432134.23-P1P2	1168	2447	2311	1374
JAK1_-_65432165.23-P1P2	3009	4745	1125	1263
JAK1_-_65432205.23-P1P2	0	2498	102	1
JAK2_+_4985292.23-P1P2	3274	7	1343	2256
JAK2_+_4985359.23-P1P2	7	5173	2534	3478
JAK2_+_4985690.23-P1P2	1350	2	2174	3249
JAK2_-_4985114.23-P1P2	12	3106	1311	1910
JAK2_-_4985311.23-P1P2	3836	2887	1957	3
JAK3_+_17958397.23-P1P2	1619	3802	1646	3330
JAK3_-_17958431.23-P1P2	0	1	299	0
JAK3_-_17958737.23-P1P2	3248	2508	2419	2685
JAK3_-_17958773.23-P1P2	8	4944	2003	2
JAK3_-_17958785.23-P1P2	0	0	665	1
JAKMIP1_+_6201881.23-P1P2	3	1011	1496	0
JAKMIP1_+_6201893.23-P1P2	2303	5130	979	2
JAKMIP1_-_6201808.23-P1P2	3557	3	539	2050
JAKMIP1_-_6201814.23-P1P2	1	0	1540	1
JAKMIP1_-_6202215.23-P1P2	2121	7918	1146	5952
KALRN_+_123813485.23-ENST00000360013.3	1220	0	224	1
KALRN_+_123813522.23-ENST00000360013.3	1109	2	1463	1
KALRN_-_123813683.23-ENST00000360013.3	8	7696	633	1480
KALRN_-_123813710.23-ENST00000360013.3	1223	1	1967	1
KALRN_-_123813719.23-ENST00000360013.3	0	0	344	0
KARS_+_75681221.23-P1P2	978	1	304	0
KARS_+_75681360.23-P1P2	0	0	271	0
KARS_-_75681566.23-P1P2	0	0	0	0
KARS_-_75681928.23-P1P2	1120	7967	1768	6
KARS_-_75682058.23-P1P2	5030	4328	1382	1133
KAT2A_+_40273052.23-P1P2	6	5148	1696	0
KAT2A_+_40273327.23-P1P2	1931	2	1679	0
KAT2A_-_40273323.23-P1P2	2531	6	1105	1864
KAT2A_-_40273345.23-P1P2	777	1	920	747
KAT2A_-_40273376.23-P1P2	1713	2	1205	5049
KAT5_+_65479809.23-P1P2	2	0	997	0
KAT5_-_65479710.23-P1P2	1655	0	793	1
KAT5_-_65479954.23-P1P2	0	0	423	1
KAT5_-_65480075.23-P1P2	0	0	310	1
KAT5_-_65480114.23-P1P2	0	1	550	0
KCNA1_-_5019086.23-P1P2	2	4378	770	4
KCNA1_-_5019322.23-P1P2	1297	1	337	836
KCNA1_-_5019414.23-P1P2	1395	1	0	859
KCNA1_-_5019494.23-P1P2	13	11641	2269	1838
KCNA1_-_5019497.23-P1P2	3016	1	948	0
KCNA4_+_30037828.23-P1P2	2	0	540	1
KCNA4_+_30037995.23-P1P2	481	2336	734	0
KCNA4_+_30038176.23-P1P2	3550	3962	3379	2965
