	Diff	Lower	Upper
	Rep1	Rep1	Rep1
sgId			
OXT_+_3052263.23-P1P2	2452	2368	2394
OXT_+_3052315.23-P1P2	1387	1	1
OXT_+_3052375.23-P1P2	1190	2	971
OXT_-_3052275.23-P1P2	0	0	0
OXT_-_3052304.23-P1P2	8416	4762	4635
P2RY12_+_151102143.23-P1P2	0	0	0
P2RY12_+_151102478.23-P1P2	0	0	0
P2RY12_+_151102525.23-P1P2	0	0	0
P2RY12_+_151102549.23-P1P2	0	0	0
P2RY12_-_151102496.23-P1P2	0	0	0
P2RY2_+_72929373.23-P1P2	3775	3	3302
P2RY2_+_72929718.23-P1P2	3461	1602	2094
P2RY2_-_72929358.23-P1P2	0	0	0
P2RY2_-_72929731.23-P1P2	1237	1687	1460
P2RY2_-_72929757.23-P1P2	0	0	0
P4HA1_+_74856559.23-P1P2	0	0	0
P4HA1_+_74856569.23-P1P2	0	0	0
P4HA1_+_74856572.23-P1P2	0	0	0
P4HA1_-_74856543.23-P1P2	0	0	0
P4HA1_-_74856579.23-P1P2	2118	2158	1495
P4HA2_+_131563481.23-P1P2	916	2137	2246
P4HA2_-_131563166.23-P1P2	4339	1	1
P4HA2_-_131563174.23-P1P2	0	0	0
P4HA2_-_131563299.23-P1P2	2766	2448	1763
P4HA2_-_131563457.23-P1P2	2812	3	2
P4HB_-_79818351.23-P1P2	0	0	0
P4HB_-_79818357.23-P1P2	3259	5365	1159
P4HB_-_79818363.23-P1P2	0	0	0
P4HB_-_79818367.23-P1P2	3142	4497	5402
P4HB_-_79818400.23-P1P2	1134	1	0
P4HTM_+_49027397.23-P1P2	0	0	0
P4HTM_+_49028008.23-P1P2	464	1	0
P4HTM_+_49028162.23-P1P2	0	0	0
P4HTM_-_49027718.23-P1P2	0	0	0
P4HTM_-_49027734.23-P1P2	1097	1	1
PACSIN1_+_34433900.23-P1	1458	2702	0
PACSIN1_+_34434040.23-P1	691	3	4551
PACSIN1_+_34482690.23-P2	1354	0	1
PACSIN1_+_34482830.23-P2	991	3241	1657
PACSIN1_+_34483075.23-P2	760	0	1792
PACSIN1_+_34483083.23-P2	0	0	0
PACSIN1_-_34433926.23-P1	0	0	0
PACSIN1_-_34433929.23-P1	0	0	0
PACSIN1_-_34433932.23-P1	2669	7988	7
PACSIN1_-_34482698.23-P2	0	0	0
PACSIN2_+_43411093.23-P1P2	1048	2538	1378
PACSIN2_+_43411099.23-P1P2	1206	0	3571
PACSIN2_+_43411127.23-P1P2	3110	2043	1654
PACSIN2_-_43410906.23-P1P2	3751	4	1666
PACSIN2_-_43411063.23-P1P2	0	0	0
PACSIN3_+_47207214.23-P1P2	2713	2	2
PACSIN3_+_47207948.23-P1P2	2176	1	0
PACSIN3_-_47207369.23-P1P2	1833	5253	1926
PACSIN3_-_47207543.23-P1P2	1214	2	0
PACSIN3_-_47207924.23-P1P2	2404	0	1
PADI1_+_17531653.23-P1P2	1280	7	4216
PADI1_+_17532030.23-P1P2	0	0	0
PADI1_+_17532049.23-P1P2	0	0	0
PADI1_-_17531689.23-P1P2	0	0	0
PADI1_-_17531692.23-P1P2	1075	1964	2039
PADI2_+_17445874.23-P1P2	0	0	0
PADI2_-_17445505.23-P1P2	0	0	0
PADI2_-_17445521.23-P1P2	0	0	0
PADI2_-_17445679.23-P1P2	0	0	0
PADI2_-_17445902.23-P1P2	0	0	0
PADI3_+_17575671.23-P1P2	3318	5514	3041
PADI3_+_17575769.23-P1P2	0	0	0
PADI3_-_17575589.23-P1P2	2365	1	1
PADI3_-_17575973.23-P1P2	0	0	0
PADI3_-_17576004.23-P1P2	3723	1	0
PADI4_+_17634710.23-P1P2	1592	2	5637
PADI4_+_17634745.23-P1P2	0	0	0
PADI4_-_17634720.23-P1P2	2388	3092	3
PADI4_-_17634727.23-P1P2	2896	4997	1633
PADI4_-_17635159.23-P1P2	2255	1	1855
PADI6_+_17698733.23-P1P2	1034	7589	2054
PADI6_+_17699050.23-P1P2	348	0	1
PADI6_+_17699095.23-P1P2	0	0	0
PADI6_+_17699105.23-P1P2	0	0	0
PADI6_-_17698752.23-P1P2	1312	1	1
PAEP_+_138453607.23-P1P2	0	0	0
PAEP_+_138453678.23-P1P2	0	0	0
PAEP_+_138454049.23-P1P2	1683	1	1
PAEP_+_138454054.23-P1P2	303	2169	2
PAEP_-_138453613.23-P1P2	4662	3	4
PAH_+_103310646.23-P1P2	4600	3	2
PAH_-_103310935.23-P1P2	0	0	0
PAH_-_103310962.23-P1P2	1676	1	1
PAH_-_103310982.23-P1P2	2484	3739	3699
PAH_-_103311030.23-P1P2	2541	2	0
PAICS_+_57302308.23-P1P2	0	0	0
PAICS_+_57302798.23-P1P2	0	0	0
PAICS_+_57302814.23-P1P2	3074	0	0
PAICS_-_57302494.23-P1P2	1496	2462	3323
PAICS_-_57302506.23-P1P2	1210	11	6590
PAK1_+_77184442.23-ENST00000356341.3	2229	2	729
PAK1_-_77184580.23-ENST00000356341.3	0	0	0
PAK1_-_77184783.23-ENST00000356341.3	1041	5463	1455
PAK1_-_77184851.23-ENST00000356341.3	1483	2643	1
PAK1_-_77184913.23-ENST00000356341.3	2739	9905	5563
PAK2_+_196466826.23-P1P2	1194	7514	11
PAK2_+_196466830.23-P1P2	8075	5	3344
PAK2_+_196466852.23-P1P2	0	0	0
PAK2_+_196466855.23-P1P2	7358	3	1
PAK2_+_196467081.23-P1P2	1589	7	2137
PAK3_+_110339446.23-P1P2	0	0	0
PAK3_+_110339764.23-P1P2	1094	0	1
PAK3_+_110339770.23-P1P2	0	0	0
PAK3_-_110339388.23-P1P2	806	2	1986
PAK3_-_110339425.23-P1P2	0	0	0
PAK4_+_39616866.23-P1P2	0	0	0
PAK4_-_39616450.23-P1P2	0	0	0
PAK4_-_39616453.23-P1P2	0	0	0
PAK4_-_39616471.23-P1P2	3002	2342	3
PAK4_-_39616832.23-P1P2	0	0	0
PAK6_+_40531331.23-P2	0	0	0
PAK6_+_40544850.23-P1	1406	1	4
PAK6_+_40544857.23-P1	1118	2054	2
PAK6_+_40544886.23-P1	2396	8538	2829
PAK6_+_40544908.23-P1	4143	1777	6969
PAK6_+_40545236.23-P1	0	0	0
PAK6_-_40531314.23-P2	2612	1	1670
PAK6_-_40531346.23-P2	1069	0	863
PAK6_-_40531479.23-P2	3076	5412	3
PAK6_-_40531485.23-P2	1025	2	1359
PAK7_+_9819404.23-P1P2	0	0	0
PAK7_+_9819484.23-P1P2	0	0	0
PAK7_-_9819106.23-P1P2	0	0	0
PAK7_-_9819498.23-P1P2	1682	6052	2
PAK7_-_9819510.23-P1P2	0	0	0
PAM_+_102201561.23-ENST00000304400.7	0	0	0
PAM_+_102201571.23-ENST00000304400.7	1269	0	1
PAM_+_102201705.23-ENST00000304400.7	4017	1	2212
PAM_+_102201705.23-ENST00000438793.3	4017	1	2212
PAM_+_102201913.23-ENST00000304400.7	2812	1	1810
PAM_-_102201259.23-ENST00000438793.3	0	0	0
PAM_-_102201299.23-ENST00000438793.3	0	0	0
PAM_-_102201336.23-ENST00000438793.3	0	0	0
PAM_-_102201645.23-ENST00000438793.3	1569	1	2
PAM_-_102201810.23-ENST00000304400.7	0	0	0
PANK1_+_91403234.23-P2	881	1	0
PANK1_+_91403603.23-P2	0	0	0
PANK1_+_91403653.23-P2	0	0	0
PANK1_+_91403677.23-P2	0	0	0
PANK1_+_91404945.23-P1	0	0	0
PANK1_+_91404988.23-P1	1442	2	1957
PANK1_+_91404991.23-P1	1783	3	2747
PANK1_-_91403656.23-P2	1225	2	0
PANK1_-_91404521.23-P1	0	0	0
PANK1_-_91404979.23-P1	0	0	0
PANK2_+_3870450.23-P1P2	0	0	0
PANK2_+_3870453.23-P1P2	3690	2	1293
PANK2_-_3870084.23-P1P2	0	0	0
PANK2_-_3870120.23-P1P2	0	0	0
PANK2_-_3870502.23-P1P2	3976	3806	1551
PANK3_+_168006315.23-P1P2	0	0	0
PANK3_+_168006318.23-P1P2	3090	1329	3
PANK3_-_168006328.23-P1P2	2534	8982	2
PANK3_-_168006355.23-P1P2	5183	2	2110
PANK3_-_168006361.23-P1P2	0	0	0
PANK4_+_2457612.23-P1P2	1386	1	0
PANK4_+_2457615.23-P1P2	1307	2	3254
PANK4_+_2457809.23-P1P2	0	0	0
PANK4_-_2457646.23-P1P2	1107	0	2011
PANK4_-_2457959.23-P1P2	0	0	0
PANX1_+_93862442.23-P1P2	0	0	0
PANX1_+_93862451.23-P1P2	2756	1	2
PANX1_-_93862074.23-P1P2	2545	4	2
PANX1_-_93862077.23-P1P2	717	2820	1584
PANX1_-_93862343.23-P1P2	1508	2785	2171
PAPOLA_+_96969141.23-P1P2	0	0	0
PAPOLA_-_96968732.23-P1P2	95	0	1334
PAPOLA_-_96968755.23-P1P2	2244	7	1707
PAPOLA_-_96968764.23-P1P2	0	0	0
PAPOLA_-_96968788.23-P1P2	0	0	0
PAPSS1_+_108640926.23-P1P2	537	2046	7001
PAPSS1_+_108641032.23-P1P2	1436	0	2025
PAPSS1_+_108641321.23-P1P2	0	0	0
PAPSS1_+_108641357.23-P1P2	5894	7	3879
PAPSS1_-_108641393.23-P1P2	0	0	0
PARK7_+_8021784.23-P1P2	4490	2509	2547
PARK7_+_8021999.23-P1P2	2703	4532	1432
PARK7_+_8022079.23-P1P2	2020	2	1926
PARK7_+_8022187.23-P1P2	0	0	0
PARK7_-_8021812.23-P1P2	0	0	0
PARP15_+_122296686.23-P1P2	0	0	0
PARP15_-_122296481.23-P1P2	3639	2680	3683
PARP15_-_122296517.23-P1P2	1171	2	4
PARP15_-_122296661.23-P1P2	3092	2250	3235
PARP15_-_122296715.23-P1P2	1494	2920	7104
PARS2_+_55229784.23-P1P2	0	0	0
PARS2_+_55230118.23-P1P2	0	0	0
PARS2_+_55230144.23-P1P2	0	0	0
PARS2_+_55230150.23-P1P2	0	0	0
PARS2_-_55230112.23-P1P2	2662	3983	3591
PASK_+_242088878.23-P1P2	2636	1	1189
PASK_-_242088573.23-P1P2	2617	0	1444
PASK_-_242088837.23-P1P2	0	0	0
PASK_-_242088843.23-P1P2	1497	0	1
PASK_-_242088870.23-P1P2	1758	1	1
PBK_+_27695273.23-P1P2	2336	3	2
PBK_+_27695282.23-P1P2	0	0	0
PBK_+_27695305.23-P1P2	1521	0	2
PBK_-_27694848.23-P1P2	1308	1	2155
PBK_-_27694931.23-P1P2	1083	0	0
PCBD1_+_72647971.23-P1P2	2097	1	1
PCBD1_+_72648274.23-P1P2	1133	1	1386
PCBD1_-_72647950.23-P1P2	2485	5	4201
PCBD1_-_72647964.23-P1P2	0	0	0
PCBD1_-_72648323.23-P1P2	2811	6068	718
PCCB_+_135975133.23-P2	4293	2	0
PCCB_+_135975190.23-P2	1055	0	2
PCCB_-_135969197.23-P1	2769	7	5580
PCCB_-_135969220.23-P1	1150	2	2502
PCCB_-_135969223.23-P1	0	0	0
PCCB_-_135969238.23-P1	0	0	0
PCCB_-_135969241.23-P1	2958	1	4
PCCB_-_135974715.23-P2	1675	6139	3759
PCCB_-_135974925.23-P2	0	0	0
PCCB_-_135975138.23-P2	2628	7782	1494
PCK1_+_56136219.23-P1P2	0	0	0
PCK1_-_56136181.23-P1P2	1090	650	3229
PCK1_-_56136542.23-P1P2	1272	3	5149
PCK1_-_56136617.23-P1P2	5942	1958	1418
PCK1_-_56136670.23-P1P2	828	6137	1
PCMT1_+_150071253.23-P1P2	0	0	0
PCMT1_-_150070885.23-P1P2	0	0	0
PCMT1_-_150070924.23-P1P2	1988	1	1638
PCMT1_-_150070953.23-P1P2	1275	4	2
PCMT1_-_150071298.23-P1P2	2936	4	2
PCSK1_+_95768830.23-P1P2	0	0	0
PCSK1_+_95768834.23-P1P2	3775	3	2
PCSK1_-_95768486.23-P1P2	0	0	0
PCSK1_-_95768732.23-P1P2	0	0	0
PCSK1_-_95768888.23-P1P2	0	0	0
PCSK2_+_17207675.23-P1P2	1403	2	5614
PCSK2_+_17207711.23-P1P2	407	2	2900
PCSK2_+_17207884.23-P1P2	0	0	0
PCSK2_+_17208090.23-P1P2	0	0	0
PCSK2_-_17208074.23-P1P2	0	0	0
PCTP_+_53828474.23-P1P2	0	0	0
PCTP_+_53828832.23-P1P2	4901	4652	3137
PCTP_-_53828491.23-P1P2	3987	1640	1713
PCTP_-_53828494.23-P1P2	1361	1	1
PCTP_-_53828576.23-P1P2	0	0	0
PCYT1A_+_196014484.23-P1P2	568	3669	1
PCYT1A_-_196014551.23-P1P2	3077	1217	3017
PCYT1A_-_196014561.23-P1P2	0	0	0
PCYT1A_-_196015078.23-P1P2	2952	1	0
PCYT1A_-_196015117.23-P1P2	1481	2367	4325
PCYT1B_+_24665088.23-P1P2	951	0	1
PCYT1B_+_24665251.23-P1P2	1454	10154	6
PCYT1B_-_24664979.23-P1P2	0	0	0
PCYT1B_-_24664982.23-P1P2	1358	3	1995
PCYT1B_-_24665218.23-P1P2	0	0	0
PDC_+_186429806.23-P1P2	0	0	0
PDC_+_186430206.23-P1P2	2555	1	1
PDC_+_186430235.23-P1P2	0	0	0
PDC_-_186430196.23-P1P2	1176	0	1894
PDC_-_186430226.23-P1P2	0	0	0
PDE10A_+_166075550.23-P1P2	3496	2664	2
PDE10A_+_166076033.23-P1P2	3041	5123	1655
PDE10A_-_166075991.23-P1P2	0	0	0
PDE10A_-_166076003.23-P1P2	2570	2562	2
PDE10A_-_166076012.23-P1P2	719	4473	2439
PDE11A_+_178937050.23-P1P2	1335	2	1446
PDE11A_+_178937216.23-P1P2	1026	3	1
PDE11A_+_178937442.23-P1P2	0	0	0
PDE11A_+_178937459.23-P1P2	1418	3	950
PDE11A_-_178937468.23-P1P2	0	0	0
PDE1B_+_54943625.23-P1	1787	5937	2
PDE1B_+_54955298.23-P2	3262	2	2
PDE1B_+_54955706.23-P2	1267	2	0
PDE1B_+_54955725.23-P2	0	0	0
PDE1B_-_54943445.23-P1	4360	1	1891
PDE1B_-_54943459.23-P1	0	0	0
PDE1B_-_54943464.23-P1	4855	4	1692
PDE1B_-_54943795.23-P1	1157	0	0
PDE1B_-_54955290.23-P2	0	0	0
PDE1B_-_54955310.23-P2	0	0	0
PDE3A_+_20522634.23-P1P2	0	0	0
PDE3A_+_20522685.23-P1P2	2382	5097	4339
PDE3A_+_20522689.23-P1P2	2785	4509	1665
PDE3A_+_20523098.23-P1P2	1220	0	0
PDE3A_+_20523107.23-P1P2	3855	2	3201
PDE3B_+_14665450.23-P1P2	451	3	3449
PDE3B_-_14665360.23-P1P2	1120	1	0
PDE3B_-_14665370.23-P1P2	2882	1	0
PDE3B_-_14665376.23-P1P2	0	0	0
PDE3B_-_14665379.23-P1P2	691	0	1
PDE4B_+_66458383.23-ENST00000423207.2	0	0	0
PDE4B_+_66458395.23-ENST00000423207.2	1577	1	2
PDE4B_-_66458125.23-ENST00000423207.2	0	0	0
PDE4B_-_66458348.23-ENST00000423207.2	421	9086	1390
PDE4B_-_66458359.23-ENST00000423207.2	0	0	0
PDE4C_+_18337023.23-P2	1061	1	1416
PDE4C_+_18365781.23-P1	0	0	0
PDE4C_+_18365981.23-P1	0	0	0
PDE4C_+_18366113.23-P1	0	0	0
PDE4C_-_18336912.23-P2	0	0	0
PDE4C_-_18336953.23-P2	0	0	0
PDE4C_-_18337181.23-P2	5041	10089	6
PDE4C_-_18337243.23-P2	1696	2460	5
PDE4C_-_18365780.23-P1	2698	5411	3183
PDE4C_-_18366154.23-P1	3075	3	3
PDE6G_+_79623156.23-P1P2	1523	3	3623
PDE6G_+_79623213.23-P1P2	2407	4	1638
PDE6G_-_79623329.23-P1P2	0	0	0
PDE6G_-_79623478.23-P1P2	1164	0	1707
PDE6G_-_79623545.23-P1P2	1232	0	0
PDE6H_+_15126187.23-P1P2	1382	0	0
PDE6H_+_15126280.23-P1P2	0	0	0
PDE6H_+_15126392.23-P1P2	0	0	0
PDE6H_+_15126406.23-P1P2	2401	2284	1615
PDE6H_-_15126469.23-P1P2	0	0	0
PDE7A_+_66754050.23-P1P2	3030	5646	1430
PDE7A_+_66754223.23-P1P2	1639	0	1636
PDE7A_+_66754248.23-P1P2	1015	1	1416
PDE7A_+_66754256.23-P1P2	1250	0	2628
PDE7A_+_66754271.23-P1P2	3283	4	3133
PDE7B_+_136172909.23-P1P2	0	0	0
PDE7B_+_136173031.23-P1P2	0	0	0
PDE7B_+_136173426.23-P1P2	0	0	0
PDE7B_-_136173437.23-P1P2	0	0	0
PDE7B_-_136173440.23-P1P2	0	0	0
PDE8A_+_85523698.23-P2	0	0	0
PDE8A_+_85525133.23-P1	0	0	0
PDE8A_+_85525465.23-P1	988	0	0
PDE8A_-_85523733.23-P2	1144	5246	2
PDE8A_-_85523738.23-P2	754	2	1846
PDE8A_-_85523756.23-P2	5987	1	3
PDE8A_-_85524138.23-P2	0	0	0
PDE8A_-_85525116.23-P1	603	3	3388
PDE8A_-_85525119.23-P1	0	0	0
PDE8A_-_85525144.23-P1	0	0	0
PDE8B_+_76506167.23-P1P2	4361	3	5
PDE8B_+_76506517.23-P1P2	3752	3664	4904
PDE8B_+_76506875.23-P1P2	2257	2	5
PDE8B_-_76506559.23-P1P2	0	0	0
PDE8B_-_76506581.23-P1P2	0	0	0
PDE9A_+_44073765.23-P1P2	2277	3723	2071
PDE9A_+_44074099.23-P1P2	3399	0	1659
PDE9A_-_44073738.23-P1P2	4079	2	1806
PDE9A_-_44073934.23-P1P2	1227	1	0
PDE9A_-_44074130.23-P1P2	0	0	0
PDF_+_69364456.23-P1P2	727	1944	4845
PDF_-_69363984.23-P1P2	1478	0	1
PDF_-_69364269.23-P1P2	1453	0	1
PDF_-_69364402.23-P1P2	2430	8	4684
PDF_-_69364439.23-P1P2	1270	0	1393
PDGFRA_+_55095456.23-ENST00000257290.5	0	0	0
PDGFRA_+_55095855.23-ENST00000257290.5	0	0	0
PDGFRA_-_55095588.23-ENST00000257290.5	705	7768	181
PDGFRA_-_55095767.23-ENST00000257290.5	1513	2	1702
PDGFRA_-_55095795.23-ENST00000257290.5	0	0	0
PDGFRB_+_149535029.23-P1P2	0	0	0
PDGFRB_+_149535375.23-P1P2	0	0	0
PDGFRB_-_149535078.23-P1P2	0	0	0
PDGFRB_-_149535385.23-P1P2	641	0	0
PDGFRB_-_149535388.23-P1P2	0	0	0
PDHA1_+_19362076.23-P1P2	0	0	0
PDHA1_+_19362098.23-P1P2	0	0	0
PDHA1_+_19362209.23-P1P2	2190	1	1
PDHA1_-_19362083.23-P1P2	0	0	0
PDHA1_-_19362094.23-P1P2	0	0	0
PDHA2_+_96761276.23-P1P2	2824	1	3
PDHA2_+_96761311.23-P1P2	0	0	0
PDHA2_+_96761687.23-P1P2	2537	0	0
PDHA2_-_96761722.23-P1P2	0	0	0
PDHA2_-_96761725.23-P1P2	0	0	0
PDHB_+_58419178.23-P1P2	1903	2	0
PDHB_+_58419323.23-P1P2	0	0	0
PDHB_+_58419509.23-P1P2	1777	2072	1
PDHB_+_58419529.23-P1P2	0	0	0
PDHB_-_58419313.23-P1P2	1175	1	0
PDIK1L_+_26438347.23-P1P2	0	0	0
PDIK1L_-_26438328.23-P1P2	1322	1	1752
PDIK1L_-_26438357.23-P1P2	0	0	0
PDIK1L_-_26438360.23-P1P2	0	0	0
PDIK1L_-_26438381.23-P1P2	0	0	0
PDK1_+_173421211.23-P1P2	0	0	0
PDK1_+_173421230.23-P1P2	2091	0	3063
PDK1_-_173420828.23-P1P2	1637	4	5033
PDK1_-_173421270.23-P1P2	0	0	0
PDK1_-_173421274.23-P1P2	2100	2288	2
PDK2_+_48172791.23-P1P2	1204	3	2545
PDK2_+_48173134.23-P1P2	1238	2	800
PDK2_-_48172712.23-P1P2	0	0	0
PDK2_-_48172744.23-P1P2	1243	9165	6445
PDK2_-_48173164.23-P1P2	1027	1	0
PDK3_+_24483492.23-P1P2	0	0	0
PDK3_+_24483732.23-P1P2	0	0	0
PDK3_+_24483735.23-P1P2	2162	2	0
PDK3_-_24483392.23-P1P2	7166	6	1713
PDK3_-_24483395.23-P1P2	1510	6960	1868
PDK4_+_95225535.23-P1P2	1136	2185	1082
PDK4_+_95225558.23-P1P2	1409	6	5326
PDK4_+_95225598.23-P1P2	2031	0	1794
PDK4_-_95225897.23-P1P2	0	0	0
PDK4_-_95225906.23-P1P2	745	0	2200
PDLIM5_+_95373101.23-P1P2	3993	3810	2
PDLIM5_+_95373172.23-P1P2	0	0	0
PDLIM5_+_95373497.23-P1P2	0	0	0
PDLIM5_-_95373153.23-P1P2	918	6078	1822
PDLIM5_-_95373156.23-P1P2	1062	5004	1962
PDP1_+_94929358.23-P1P2	0	0	0
PDP1_+_94929648.23-P1P2	1200	7	2844
PDP1_-_94929250.23-P1P2	0	0	0
PDP1_-_94929614.23-P1P2	0	0	0
PDP1_-_94929617.23-P1P2	0	0	0
PDP2_+_66914472.23-P1P2	0	0	0
PDP2_+_66914808.23-P1P2	0	0	0
PDP2_+_66914838.23-P1P2	1790	2	1
PDP2_-_66914442.23-P1P2	2547	0	1
PDP2_-_66914511.23-P1P2	1876	4	3195
PDPK1_+_2588033.23-P1P2	1369	3	1902
PDPK1_+_2588099.23-P1P2	185	4723	1642
PDPK1_-_2588030.23-P1P2	1765	2	0
PDPK1_-_2588046.23-P1P2	0	0	0
PDPK1_-_2588084.23-P1P2	1096	2	1330
PDPR_+_70148140.23-P1P2	2367	3179	3250
PDPR_+_70148257.23-P1P2	4021	3	1964
PDPR_+_70148512.23-P1P2	0	0	0
PDPR_+_70148646.23-P1P2	0	0	0
PDPR_+_70148649.23-P1P2	1241	2	3
PDXDC1_+_15068850.23-P1P2	0	0	0
PDXDC1_+_15068853.23-P1P2	2061	3	2447
PDXDC1_-_15068867.23-P1P2	3185	2620	1849
PDXDC1_-_15069212.23-P1P2	2377	6809	2
PDXDC1_-_15069319.23-P1P2	0	0	0
PDXK_+_45138997.23-P1P2	732	2	2668
PDXK_+_45139322.23-P1P2	0	0	0
PDXK_+_45139466.23-P1P2	0	0	0
PDXK_-_45139017.23-P1P2	0	0	0
PDXK_-_45139534.23-P1P2	0	0	0
PDXP_+_38054777.23-P1P2	4316	5462	5553
PDXP_+_38054984.23-P1P2	1969	0	1
PDXP_-_38054806.23-P1P2	2173	3	3457
PDXP_-_38054814.23-P1P2	639	5177	6807
PDXP_-_38055132.23-P1P2	751	2059	1180
PEAK1_+_77712031.23-P1P2	0	0	0
PEAK1_+_77712040.23-P1P2	0	0	0
PEAK1_+_77712044.23-P1P2	0	0	0
PEAK1_+_77712398.23-P1P2	777	0	0
PEAK1_+_77712420.23-P1P2	0	0	0
PECR_+_216946095.23-P1P2	3888	2	1
PECR_+_216946220.23-P1P2	0	0	0
PECR_+_216946291.23-P1P2	0	0	0
PECR_-_216946476.23-P1P2	0	0	0
PECR_-_216946526.23-P1P2	0	0	0
PFAS_+_8152638.23-P1P2	979	1	1
PFAS_+_8152653.23-P1P2	0	0	0
PFAS_+_8152681.23-P1P2	0	0	0
PFAS_+_8152719.23-P1P2	2000	1	2
PFAS_-_8152679.23-P1P2	0	0	0
PFKFB1_+_55020305.23-P1P2	0	0	0
PFKFB1_+_55024833.23-P1P2	614	1	1744
PFKFB1_-_55020408.23-P1P2	323	1	3335
PFKFB1_-_55024789.23-P1P2	1453	2	1
PFKFB1_-_55024929.23-P1P2	591	1	0
PFKFB2_+_207226602.23-P1P2	761	857	11
PFKFB2_-_207226640.23-P1P2	1004	5449	1378
PFKFB2_-_207226662.23-P1P2	6034	2708	2
PFKFB2_-_207226698.23-P1P2	0	0	0
PFKFB2_-_207226710.23-P1P2	1538	0	0
PFKFB3_+_6244956.23-P1P2	576	0	0
PFKFB3_+_6244965.23-P1P2	744	0	0
PFKFB3_+_6245137.23-P1P2	3122	10	8035
PFKFB3_-_6244912.23-P1P2	1201	0	0
PFKFB3_-_6245363.23-P1P2	1607	1	1660
PFKFB4_+_48594194.23-P1P2	5884	2170	2853
PFKFB4_+_48594217.23-P1P2	2399	1	1
PFKFB4_-_48593798.23-P1P2	0	0	0
PFKFB4_-_48594158.23-P1P2	2202	2376	1202
PFKFB4_-_48594179.23-P1P2	0	0	0
PFKL_+_45719969.23-P1	1210	1122	1542
PFKL_+_45719980.23-P1	714	2	1306
PFKL_+_45719983.23-P1	7052	8	3350
PFKL_+_45720318.23-P1	0	0	0
PFKL_+_45725117.23-P2	0	0	0
PFKL_+_45725515.23-P2	183	4485	1969
PFKL_+_45725534.23-P2	2382	0	1
PFKL_-_45720376.23-P1	0	0	0
PFKL_-_45725083.23-P2	0	0	0
PFKL_-_45725095.23-P2	0	0	0
PFKM_+_48513457.23-P1	805	4	0
PFKM_+_48513520.23-P1	1490	2981	2
PFKM_+_48516450.23-P2	0	0	0
PFKM_+_48516470.23-P2	0	0	0
PFKM_+_48516482.23-P2	0	0	0
PFKM_-_48513168.23-P1	3728	2	3
PFKM_-_48513189.23-P1	634	0	1
PFKM_-_48513356.23-P1	3577	4541	3352
PFKM_-_48516460.23-P2	0	0	0
PFKM_-_48516647.23-P2	3120	0	1
PFKP_+_3109737.23-P1P2	0	0	0
PFKP_+_3109755.23-P1P2	925	2	0
PFKP_-_3109728.23-P1P2	984	3814	2920
PFKP_-_3109818.23-P1P2	3151	4	2
PFKP_-_3110102.23-P1P2	4212	5181	42
PFN1_+_4851416.23-P1P2	1350	3147	3959
PFN1_+_4851797.23-P1P2	2743	4555	1572
PFN1_+_4851806.23-P1P2	1956	2	1553
PFN1_-_4851389.23-P1P2	1376	1	0
PFN1_-_4851398.23-P1P2	0	0	0
PFN2_+_149688497.23-P1P2	0	0	0
PFN2_+_149688635.23-P1P2	6633	1257	4872
PFN2_+_149688639.23-P1P2	1481	3	3392
PFN2_+_149688650.23-P1P2	4639	16233	1356
PFN2_-_149688267.23-P1P2	1311	1	0
PGA3_+_60970994.23-P1P2	1850	2	0
PGA3_+_60971009.23-P1P2	0	0	0
PGA3_+_60971178.23-P1P2	3310	2	1810
PGA3_-_60971044.23-P1P2	0	0	0
PGA3_-_60971460.23-P1P2	0	0	0
PGAM2_+_44105142.23-P1P2	0	0	0
PGAM2_-_44104758.23-P1P2	2508	5	1
PGAM2_-_44105113.23-P1P2	803	0	1
PGAM2_-_44105116.23-P1P2	1146	5427	1630
PGAM2_-_44105123.23-P1P2	776	0	0
PGD_+_10459120.23-P1P2	1125	1	0
PGD_+_10459169.23-P1P2	1333	6	1
PGD_+_10459517.23-P1P2	2859	7197	5773
PGD_-_10459200.23-P1P2	563	1	1
PGD_-_10459558.23-P1P2	5547	2604	4467
PGGT1B_+_114598325.23-P1P2	790	1	0
PGGT1B_+_114598476.23-P1P2	0	0	0
PGGT1B_+_114598567.23-P1P2	0	0	0
PGGT1B_-_114598133.23-P1P2	0	0	0
PGGT1B_-_114598174.23-P1P2	0	0	0
PGK1_+_77359734.23-P1P2	72	2682	3
PGK1_+_77359747.23-P1P2	1052	0	1
PGK1_+_77359761.23-P1P2	0	0	0
PGK1_+_77359789.23-P1P2	0	0	0
PGK1_-_77359779.23-P1P2	0	0	0
PGK2_+_49754950.23-P1P2	3375	5	5155
PGK2_+_49754993.23-P1P2	715	4986	2700
PGK2_+_49755022.23-P1P2	0	0	0
PGK2_-_49754563.23-P1P2	2684	2	0
PGK2_-_49754968.23-P1P2	0	0	0
PGLYRP3_+_153283136.23-ENST00000290722.1	0	0	0
PGLYRP3_-_153282723.23-ENST00000290722.1	0	0	0
PGLYRP3_-_153282773.23-ENST00000290722.1	0	0	0
PGLYRP3_-_153283115.23-ENST00000290722.1	0	0	0
PGLYRP3_-_153283176.23-ENST00000290722.1	2829	2453	2
PHGDH_+_120254555.23-P1P2	1332	3	1846
PHGDH_+_120255020.23-P1P2	0	0	0
PHGDH_-_120254620.23-P1P2	0	0	0
