	Diff	Lower	Upper
	Rep1	Rep1	Rep1
sgId			
NDUFB9_+_125551406.23-P1P2	0	0	0
NDUFB9_+_125551422.23-P1P2	0	0	0
NDUFB9_+_125551590.23-P1P2	0	0	0
NDUFB9_-_125551516.23-P1P2	0	0	0
NDUFC1_+_140216887.23-P1	0	0	0
NDUFC1_+_140216962.23-P1	0	0	0
NDUFC1_+_140223231.23-P2	1562	1	1570
NDUFC1_+_140223568.23-P2	696	1992	3
NDUFC1_+_140223605.23-P2	0	0	0
NDUFC1_+_140223611.23-P2	0	0	0
NDUFC1_+_140223614.23-P2	0	0	0
NDUFC1_-_140216734.23-P1	2713	1	0
NDUFC1_-_140216886.23-P1	0	0	0
NDUFC1_-_140216941.23-P1	938	0	1355
NDUFC2_+_77790541.23-P1P2	0	0	0
NDUFC2_+_77790703.23-P1P2	0	0	0
NDUFC2_-_77790523.23-P1P2	0	0	0
NDUFC2_-_77790873.23-P1P2	1445	1	6102
NDUFC2_-_77790912.23-P1P2	0	0	0
NDUFS1_+_207024119.23-P1P2	0	0	0
NDUFS1_+_207024173.23-P1P2	0	0	0
NDUFS1_-_207024125.23-P1P2	0	0	0
NDUFS1_-_207024128.23-P1P2	0	0	0
NDUFS1_-_207024153.23-P1P2	0	0	0
NDUFS2_+_161171919.23-P1P2	0	0	0
NDUFS2_+_161172138.23-P1P2	3187	2744	0
NDUFS2_-_161171911.23-P1P2	2816	2	3
NDUFS2_-_161172178.23-P1P2	0	0	0
NDUFS2_-_161172181.23-P1P2	0	0	0
NDUFS3_+_47600835.23-P1P2	129	4363	948
NDUFS3_+_47600951.23-P1P2	0	0	0
NDUFS3_-_47600652.23-P1P2	1078	1	0
NDUFS3_-_47600655.23-P1P2	1270	1	1401
NDUFS3_-_47600710.23-P1P2	0	0	0
NDUFS4_+_52856445.23-P1P2	2907	2	1
NDUFS4_+_52856689.23-P1P2	2807	3	4138
NDUFS4_-_52856474.23-P1P2	900	1	4
NDUFS4_-_52856498.23-P1P2	4152	2	1798
NDUFS4_-_52856546.23-P1P2	3795	2498	1032
NDUFS5_+_39492224.23-P1	0	0	0
NDUFS5_+_39494729.23-P2	2720	1	1
NDUFS5_+_39494965.23-P2	0	0	0
NDUFS5_-_39492036.23-P1	1588	2363	2
NDUFS5_-_39492056.23-P1	0	0	0
NDUFS5_-_39492074.23-P1	0	0	0
NDUFS5_-_39492080.23-P1	1213	2	2124
NDUFS5_-_39494549.23-P2	0	0	0
NDUFS5_-_39494617.23-P2	0	0	0
NDUFS5_-_39495011.23-P2	1806	7	1683
NDUFS6_+_1801200.23-P1P2	0	0	0
NDUFS6_+_1801594.23-P1P2	2016	2	917
NDUFS6_+_1801700.23-P1P2	1415	3544	804
NDUFS6_-_1801537.23-P1P2	0	0	0
NDUFS6_-_1801582.23-P1P2	0	0	0
NDUFS8_+_67798148.23-P1P2	1910	2	1
NDUFS8_+_67798151.23-P1P2	0	0	0
NDUFS8_+_67798556.23-P1P2	690	1	1700
NDUFS8_-_67798187.23-P1P2	0	0	0
NDUFS8_-_67798204.23-P1P2	379	0	0
NDUFV1_+_67374424.23-P1	0	0	0
NDUFV1_+_67374457.23-P1	169	0	0
NDUFV1_+_67374470.23-P1	3837	3	1706
NDUFV1_-_67374453.23-P1	0	0	0
NDUFV1_-_67374465.23-P1	0	0	0
NDUFV1_-_67377960.23-P2	0	0	0
NDUFV1_-_67377965.23-P2	1187	6270	3394
NDUFV1_-_67378002.23-P2	1605	1	1825
NDUFV1_-_67378165.23-P2	1472	4777	1
NDUFV1_-_67378183.23-P2	5455	3	4990
NDUFV2_+_9102636.23-P1P2	0	0	0
NDUFV2_+_9102739.23-P1P2	0	0	0
NDUFV2_+_9102968.23-P1P2	0	0	0
NDUFV2_+_9103150.23-P1P2	0	0	0
NDUFV2_-_9103147.23-P1P2	0	0	0
NDUFV3_+_44313428.23-P1P2	1192	0	1664
NDUFV3_+_44313438.23-P1P2	1521	12053	3746
NDUFV3_+_44313450.23-P1P2	2453	7	4130
NDUFV3_+_44313839.23-P1P2	838	0	3
NDUFV3_-_44313446.23-P1P2	1828	2	1428
NEDD8-MDP1_+_24701134.23-P1P2	0	0	0
NEDD8-MDP1_+_24701278.23-P1P2	3319	1	2
NEDD8-MDP1_+_24701319.23-P1P2	2360	2572	2
NEDD8-MDP1_+_24701514.23-P1P2	0	0	0
NEDD8-MDP1_+_24701539.23-P1P2	0	0	0
NEK10_+_27410827.23-P1P2	1135	2	1573
NEK10_+_27410847.23-P1P2	200	0	2
NEK10_+_27410855.23-P1P2	2093	2758	2
NEK10_-_27410862.23-P1P2	0	0	0
NEK10_-_27410887.23-P1P2	3749	2450	1990
NEK11_+_130745741.23-P1P2	2432	12049	3
NEK11_+_130745773.23-P1P2	744	0	1722
NEK11_+_130745791.23-P1P2	1381	0	0
NEK11_+_130745920.23-P1P2	0	0	0
NEK11_-_130745769.23-P1P2	2816	5	1393
NEK1_+_170533409.23-P1P2	840	2730	1
NEK1_-_170533689.23-P1P2	0	0	0
NEK1_-_170533710.23-P1P2	877	3356	2
NEK1_-_170533724.23-P1P2	0	0	0
NEK1_-_170533743.23-P1P2	0	0	0
NEK2_+_211848564.23-P1P2	6301	1623	2
NEK2_+_211848635.23-P1P2	0	0	0
NEK2_+_211848955.23-P1P2	1329	3	3349
NEK2_-_211848697.23-P1P2	3894	3	2021
NEK2_-_211848902.23-P1P2	1089	1728	1
NEK3_+_52733683.23-P1P2	0	0	0
NEK3_+_52733692.23-P1P2	0	0	0
NEK3_+_52733699.23-P1P2	3240	4094	1140
NEK3_-_52733662.23-P1P2	2230	6288	6890
NEK3_-_52733709.23-P1P2	0	0	0
NEK4_+_52804709.23-P1P2	0	0	0
NEK4_+_52804921.23-P1P2	1736	2154	3370
NEK4_+_52804927.23-P1P2	6327	3174	2840
NEK4_-_52804518.23-P1P2	755	0	1
NEK4_-_52804941.23-P1P2	6698	4	660
NEK5_+_52702988.23-P1P2	1253	5175	1
NEK5_+_52703149.23-P1P2	0	0	0
NEK5_-_52702778.23-P1P2	0	0	0
NEK5_-_52702784.23-P1P2	1580	1	1
NEK5_-_52703145.23-P1P2	2773	1	1672
NEK6_+_127020678.23-P1P2	0	0	0
NEK6_-_127020260.23-P1P2	0	0	0
NEK6_-_127020292.23-P1P2	469	5102	3725
NEK6_-_127020340.23-P1P2	1411	635	3
NEK6_-_127020629.23-P1P2	1228	5078	4386
NEK7_+_198126182.23-P1P2	0	0	0
NEK7_+_198126185.23-P1P2	813	3	3261
NEK7_+_198126513.23-P1P2	0	0	0
NEK7_-_198126181.23-P1P2	1405	0	1
NEK7_-_198126230.23-P1P2	2623	2771	3367
NEK8_+_27055851.23-P1P2	0	0	0
NEK8_+_27055871.23-P1P2	1217	0	0
NEK8_-_27055848.23-P1P2	0	0	0
NEK8_-_27055858.23-P1P2	1147	1	0
NEK8_-_27055861.23-P1P2	0	0	0
NEK9_+_75593513.23-P1P2	3204	1106	3918
NEK9_+_75593688.23-P1P2	855	0	875
NEK9_-_75593358.23-P1P2	0	0	0
NEK9_-_75593381.23-P1P2	2591	8	5123
NEK9_-_75593752.23-P1P2	1058	3	3353
NEU1_+_31830543.23-P1P2	1051	4	1707
NEU1_+_31830568.23-P1P2	0	0	0
NEU1_+_31830574.23-P1P2	0	0	0
NEU1_+_31830590.23-P1P2	0	0	0
NEU1_-_31830181.23-P1P2	4116	1	4
NEU2_+_233897419.23-ENST00000233840.3	0	0	0
NEU2_+_233897430.23-ENST00000233840.3	0	0	0
NEU2_+_233897436.23-ENST00000233840.3	1289	4	2044
NEU2_+_233897622.23-ENST00000233840.3	3394	0	1
NEU2_+_233897733.23-ENST00000233840.3	0	0	0
NFS1_+_34287085.23-P1P2	0	0	0
NFS1_+_34287226.23-P1P2	0	0	0
NFS1_-_34287137.23-P1P2	1178	0	1
NFS1_-_34287196.23-P1P2	0	0	0
NFS1_-_34287220.23-P1P2	0	0	0
NGB_+_77737046.23-P1P2	1417	1	0
NGB_+_77737479.23-P1P2	4500	8	3480
NGB_+_77737500.23-P1P2	2445	2	1779
NGB_-_77737470.23-P1P2	1312	1	807
NGB_-_77737473.23-P1P2	6441	2	3166
NGF_+_115880459.23-P1P2	0	0	0
NGF_+_115880788.23-P1P2	762	1	0
NGF_+_115880823.23-P1P2	0	0	0
NGF_+_115880835.23-P1P2	600	2	2
NGF_-_115880803.23-P1P2	2156	0	1122
NHP2L1_+_42084485.23-P1P2	0	0	0
NHP2L1_+_42084750.23-P1P2	0	0	0
NHP2L1_-_42084601.23-P1P2	0	0	0
NHP2L1_-_42084801.23-P1P2	0	0	0
NHP2L1_-_42084816.23-P1P2	0	0	0
NID1_+_236227988.23-P1P2	0	0	0
NID1_+_236228134.23-P1P2	1061	2774	2
NID1_+_236228351.23-P1P2	2832	2478	3974
NID1_+_236228372.23-P1P2	2745	2340	1
NID1_-_236227982.23-P1P2	0	0	0
NIM1_+_43192347.23-P1P2	854	1	0
NIM1_+_43192363.23-P1P2	2716	1	2050
NIM1_+_43192800.23-P1P2	1050	2654	5560
NIM1_+_43192818.23-P1P2	2333	4	2
NIM1_-_43192399.23-P1P2	3079	5193	3
NISCH_+_52490060.23-P1P2	1660	1	2123
NISCH_+_52490104.23-P1P2	3320	0	1
NISCH_-_52489660.23-P1P2	1152	7518	4512
NISCH_-_52490002.23-P1P2	0	0	0
NISCH_-_52490054.23-P1P2	1166	2	1910
NLK_+_26368778.23-P1P2	0	0	0
NLK_+_26369136.23-P1P2	0	0	0
NLK_+_26369168.23-P1P2	0	0	0
NLK_+_26369181.23-P1P2	908	4	1
NLK_-_26368790.23-P1P2	3485	3	1919
NME1_+_49230952.23-P1	0	0	0
NME1_+_49231214.23-P1	3466	3	5303
NME1_+_49233013.23-P2	3252	8181	4330
NME1_+_49233019.23-P2	0	0	0
NME1_+_49233034.23-P2	0	0	0
NME1_+_49233051.23-P2	2781	3705	2355
NME1_+_49233492.23-P2	0	0	0
NME1_-_49230960.23-P1	0	0	0
NME1_-_49230967.23-P1	1797	2	1791
NME1_-_49231401.23-P1	792	3	2
NME2_+_49243785.23-P1P2	0	0	0
NME2_+_49243844.23-P1P2	0	0	0
NME2_+_49243878.23-P1P2	824	35	1
NME2_+_49243944.23-P1P2	0	0	0
NME2_+_49244167.23-P1P2	1578	3	1789
NME3_+_1821311.23-P1P2	0	0	0
NME3_-_1821109.23-P1P2	3287	2	1485
NME3_-_1821123.23-P1P2	0	0	0
NME3_-_1821455.23-P1P2	3402	5314	3
NME3_-_1821526.23-P1P2	1263	0	2
NME4_+_447230.23-P1P2	3044	4	0
NME4_-_447226.23-P1P2	0	0	0
NME4_-_447229.23-P1P2	1783	3647	1625
NME4_-_447607.23-P1P2	0	0	0
NME4_-_447633.23-P1P2	0	0	0
NME5_+_137474920.23-P1P2	0	0	0
NME5_+_137475058.23-P1P2	1275	2657	3573
NME5_+_137475071.23-P1P2	0	0	0
NME5_-_137474728.23-P1P2	0	0	0
NME5_-_137475066.23-P1P2	0	0	0
NME6_+_48342625.23-P1P2	0	0	0
NME6_+_48342664.23-P1P2	863	2642	4506
NME6_+_48342808.23-P1P2	2373	1641	4255
NME6_+_48342866.23-P1P2	0	0	0
NME6_-_48342835.23-P1P2	893	1	2
NME7_+_169337005.23-P1P2	1608	3	1886
NME7_+_169337008.23-P1P2	0	0	0
NME7_+_169337011.23-P1P2	1461	0	1879
NME7_-_169336814.23-P1P2	5218	5687	1848
NME7_-_169336977.23-P1P2	945	1	2
NMNAT1_+_10003524.23-P1P2	0	0	0
NMNAT1_+_10003537.23-P1P2	0	0	0
NMNAT1_-_10003540.23-P1P2	0	0	0
NMNAT1_-_10003551.23-P1P2	2236	2	1
NMNAT1_-_10003568.23-P1P2	2225	0	3
NMNAT3_+_139396400.23-P1P2	0	0	0
NMNAT3_+_139396422.23-P1P2	1162	4	1534
NMNAT3_+_139396785.23-P1P2	2403	2	5507
NMNAT3_+_139396837.23-P1P2	1652	5037	4240
NMNAT3_-_139396409.23-P1P2	3872	5957	2518
NMRAL1_+_4524234.23-P1P2	0	0	0
NMRAL1_+_4524548.23-P1P2	5170	2	2
NMRAL1_+_4524565.23-P1P2	4812	3	1
NMRAL1_+_4524606.23-P1P2	0	0	0
NMRAL1_-_4524069.23-P1P2	0	0	0
NMT1_+_43138745.23-P1P2	1066	4988	2
NMT1_-_43138700.23-P1P2	0	0	0
NMT1_-_43138703.23-P1P2	0	0	0
NMT1_-_43138733.23-P1P2	0	0	0
NMT1_-_43138762.23-P1P2	2292	2	3062
NMT2_+_15210668.23-P1P2	2276	4982	2
NMT2_+_15210678.23-P1P2	2872	4452	2
NMT2_+_15210685.23-P1P2	1259	0	1
NMT2_-_15210363.23-P1P2	1511	3808	4758
NMT2_-_15210618.23-P1P2	3661	3	1
NNMT_+_114167427.23-P1P2	0	0	0
NNMT_+_114167530.23-P1P2	0	0	0
NNMT_-_114167169.23-P1P2	1803	2	894
NNMT_-_114167222.23-P1P2	0	0	0
NNMT_-_114167501.23-P1P2	0	0	0
NNT_+_43603290.23-P1P2	0	0	0
NNT_+_43603323.23-P1P2	3273	0	2178
NNT_-_43602867.23-P1P2	0	0	0
NNT_-_43603363.23-P1P2	1937	3404	7
NNT_-_43603694.23-P1P2	2570	1	1
NOXO1_+_2031074.23-P1P2	1299	1	0
NOXO1_+_2031230.23-P1P2	0	0	0
NOXO1_+_2031366.23-P1P2	5432	2228	1576
NOXO1_-_2031380.23-P1P2	1355	4869	2950
NOXO1_-_2031478.23-P1P2	1102	1	1566
NPC1L1_+_44580434.23-P1P2	0	0	0
NPC1L1_+_44580437.23-P1P2	0	0	0
NPC1L1_+_44580454.23-P1P2	3353	4	1687
NPC1L1_+_44580506.23-P1P2	557	3	2032
NPC1L1_-_44580541.23-P1P2	0	0	0
NPPB_+_11918591.23-P1P2	0	0	0
NPPB_+_11918956.23-P1P2	2251	2	1
NPPB_+_11918983.23-P1P2	946	2	1
NPPB_-_11918541.23-P1P2	1254	1	2
NPPB_-_11918570.23-P1P2	0	0	0
NPR1_+_153651128.23-P1P2	412	0	373
NPR1_+_153651152.23-P1P2	4407	2	3601
NPR1_+_153651168.23-P1P2	0	0	0
NPR1_+_153651338.23-P1P2	0	0	0
NPR1_-_153651551.23-P1P2	1708	4544	2
NPR2_+_35791765.23-P1P2	0	0	0
NPR2_+_35792158.23-P1P2	0	0	0
NPR2_+_35792161.23-P1P2	3935	5	1817
NPR2_+_35792186.23-P1P2	0	0	0
NPR2_-_35791781.23-P1P2	2492	4654	1807
NPR3_+_32710763.23-P1P2	0	0	0
NPR3_+_32710803.23-P1P2	376	2987	1597
NPR3_-_32710867.23-P1P2	0	0	0
NPR3_-_32711588.23-P1P2	0	0	0
NPR3_-_32711848.23-P1P2	2611	1602	2
NPSR1_+_34697864.23-P1P2	2399	2	0
NPSR1_+_34697917.23-P1P2	1533	3030	4690
NPSR1_-_34697842.23-P1P2	1352	0	0
NPSR1_-_34697876.23-P1P2	0	0	0
NPSR1_-_34698064.23-P1P2	0	0	0
NPY2R_+_156130027.23-P1P2	4623	1584	3
NPY2R_+_156130030.23-P1P2	6649	9	8056
NPY2R_+_156130267.23-P1P2	0	0	0
NPY2R_-_156129798.23-P1P2	2508	2	1
NPY2R_-_156130017.23-P1P2	0	0	0
NQO1_+_69751994.23-P2	0	0	0
NQO1_+_69752002.23-P2	0	0	0
NQO1_+_69752343.23-P2	0	0	0
NQO1_+_69752399.23-P2	0	0	0
NQO1_+_69752413.23-P2	0	0	0
NQO1_+_69760261.23-P1	1479	1	761
NQO1_+_69760444.23-P1	0	0	0
NQO1_+_69760870.23-P1	0	0	0
NQO1_-_69760452.23-P1	1844	3	1661
NQO1_-_69760700.23-P1	1831	7024	1536
NQO2_+_3000154.23-P1P2	1226	1	1498
NQO2_+_3000491.23-P1P2	0	0	0
NQO2_-_3000105.23-P1P2	0	0	0
NQO2_-_3000151.23-P1P2	0	0	0
NQO2_-_3000174.23-P1P2	327	2178	6218
NR1H2_+_50879938.23-P1P2	0	0	0
NR1H2_-_50879724.23-P1P2	0	0	0
NR1H2_-_50879745.23-P1P2	443	0	2
NR1H2_-_50879791.23-P1P2	1317	1947	1808
NR1H2_-_50879837.23-P1P2	0	0	0
NR1H3_+_47270872.23-P2	1606	6	1
NR1H3_+_47270891.23-P2	0	0	0
NR1H3_+_47270902.23-P2	2073	4	5367
NR1H3_+_47279565.23-P1	0	0	0
NR1H3_+_47279581.23-P1	1178	1456	790
NR1H3_+_47279584.23-P1	0	0	0
NR1H3_+_47279647.23-P1	1135	1553	0
NR1H3_-_47270471.23-P2	0	0	0
NR1H3_-_47270499.23-P2	3840	4	2473
NR1H3_-_47279596.23-P1	2613	2787	3
NR1H4_+_100867649.23-P1P2	0	0	0
NR1H4_+_100867652.23-P1P2	2491	3431	3439
NR1H4_+_100867696.23-P1P2	393	3	0
NR1H4_+_100867707.23-P1P2	2378	0	2
NR1H4_-_100868114.23-P1P2	3109	1	2
NR1I2_+_119500946.23-P1P2	0	0	0
NR1I2_+_119501027.23-P1P2	0	0	0
NR1I2_+_119501344.23-P1P2	0	0	0
NR1I2_-_119500931.23-P1P2	0	0	0
NR1I2_-_119501113.23-P1P2	3255	1	1771
NR1I3_+_161207918.23-P1P2	0	0	0
NR1I3_+_161207937.23-P1P2	0	0	0
NR1I3_+_161208007.23-P1P2	0	0	0
NR1I3_-_161207947.23-P1P2	0	0	0
NR1I3_-_161208057.23-P1P2	0	0	0
NR3C2_+_149363300.23-P1P2	1507	3931	1817
NR3C2_+_149363470.23-P1P2	1377	3284	4
NR3C2_+_149363506.23-P1P2	801	5	5685
NR3C2_-_149363071.23-P1P2	7091	2750	4370
NR3C2_-_149363475.23-P1P2	1557	4994	1788
NRBP1_-_27651509.23-P1P2	4546	2	25
NRBP1_-_27651525.23-P1P2	0	0	0
NRBP1_-_27651543.23-P1P2	1199	1	1960
NRBP1_-_27651598.23-P1P2	1156	2	1621
NRBP1_-_27651960.23-P1P2	1428	2349	2413
NRBP2_+_144922760.23-P1P2	0	0	0
NRBP2_+_144922902.23-P1P2	3286	1	3
NRBP2_+_144923092.23-P1P2	4816	1	0
NRBP2_-_144922734.23-P1P2	0	0	0
NRBP2_-_144923112.23-P1P2	1776	2	1677
NRGN_+_124610218.23-P1P2	0	0	0
NRGN_+_124610223.23-P1P2	1689	4	3567
NRGN_-_124610013.23-P1P2	0	0	0
NRGN_-_124610018.23-P1P2	0	0	0
NRGN_-_124610249.23-P1P2	3030	5318	2
NRIP1_+_16437286.23-P1P2	1573	2	1
NRIP1_+_16437289.23-P1P2	3369	8389	2054
NRIP1_+_16437292.23-P1P2	0	0	0
NRIP1_-_16436888.23-P1P2	2196	2029	2797
NRIP1_-_16436902.23-P1P2	1614	2	4605
NRK_+_105066557.23-P1P2	1765	0	1
NRK_+_105066577.23-P1P2	928	5	5234
NRK_+_105066892.23-P1P2	0	0	0
NRK_-_105066529.23-P1P2	2419	1766	4
NRK_-_105066962.23-P1P2	2052	11243	1741
NSDHL_+_151999635.23-P1P2	1147	3	1895
NSDHL_+_151999679.23-P1P2	1429	1	0
NSDHL_+_151999973.23-P1P2	1618	1	1
NSDHL_-_151999595.23-P1P2	0	0	0
NSDHL_-_151999611.23-P1P2	0	0	0
NSF_+_44668460.23-ENST00000398238.4	1308	0	0
NSF_-_44668038.23-ENST00000398238.4	0	0	0
NSF_-_44668057.23-ENST00000398238.4	2082	8298	3
NSF_-_44668285.23-ENST00000398238.4	0	0	0
NSF_-_44668515.23-ENST00000398238.4	0	0	0
NT5C2_+_104952991.23-P1P2	0	0	0
NT5C2_+_104953005.23-P1P2	1319	2589	1165
NT5C2_+_104953030.23-P1P2	179	5082	2
NT5C2_-_104952665.23-P1P2	0	0	0
NT5C2_-_104952994.23-P1P2	2442	1757	3
NT5C_+_73127807.23-P1P2	5466	10219	8
NT5C_-_73127350.23-P1P2	889	10159	3623
NT5C_-_73127430.23-P1P2	1036	1	1
NT5C_-_73127442.23-P1P2	0	0	0
NT5C_-_73127464.23-P1P2	2989	8	4757
NT5M_+_17206657.23-P1P2	2552	6138	8
NT5M_+_17206695.23-P1P2	2339	3	0
NT5M_+_17206759.23-P1P2	0	0	0
NT5M_+_17207056.23-P1P2	1372	1	3623
NT5M_-_17207108.23-P1P2	0	0	0
NTRK1_+_156830696.23-P1P2	3313	2	3
NTRK1_+_156830848.23-P1P2	0	0	0
NTRK1_+_156831077.23-P1P2	3295	0	2
NTRK1_+_156831139.23-P1P2	0	0	0
NTRK1_-_156830714.23-P1P2	4557	5	2751
NTRK2_+_87284740.23-P1P2	0	0	0
NTRK2_-_87284745.23-P1P2	2389	3037	1897
NTRK2_-_87284924.23-P1P2	4867	1748	4207
NTRK2_-_87285096.23-P1P2	1136	2	2031
NTRK2_-_87285108.23-P1P2	1454	5768	4
NTRK3_+_88799513.23-P1P2	2391	3	2
NTRK3_+_88799925.23-P1P2	5988	16304	1862
NTRK3_+_88799928.23-P1P2	2442	1	1
NTRK3_-_88799682.23-P1P2	3398	4504	1
NTRK3_-_88799744.23-P1P2	1098	5773	2
NTSR2_+_11809888.23-P1P2	2858	8241	5581
NTSR2_+_11810276.23-P1P2	1320	3	0
NTSR2_+_11810280.23-P1P2	2974	5604	2090
NTSR2_+_11810291.23-P1P2	1855	4851	1084
NTSR2_+_11810311.23-P1P2	1892	2776	1617
NUAK1_+_106532511.23-P1P2	1102	4706	1641
NUAK1_-_106532272.23-P1P2	0	0	0
NUAK1_-_106532463.23-P1P2	800	0	1310
NUAK1_-_106532673.23-P1P2	0	0	0
NUAK1_-_106532681.23-P1P2	3705	0	1301
NUAK2_+_205290460.23-P1P2	237	2	0
NUAK2_+_205290502.23-P1P2	2599	7	1501
NUAK2_-_205290787.23-P1P2	1982	1	1816
NUAK2_-_205290797.23-P1P2	3901	4	1156
NUAK2_-_205290848.23-P1P2	5758	5219	5597
NUCKS1_+_205718662.23-P1P2	2247	3	1775
NUCKS1_+_205719241.23-P1P2	0	0	0
NUCKS1_-_205718947.23-P1P2	830	4	5393
NUCKS1_-_205718968.23-P1P2	1017	8005	7
NUCKS1_-_205719091.23-P1P2	1263	0	2145
NUDT9_+_88343954.23-P1P2	0	0	0
NUDT9_+_88344115.23-P1P2	976	2707	2062
NUDT9_+_88344143.23-P1P2	0	0	0
NUDT9_+_88344169.23-P1P2	1497	0	2
NUDT9_-_88343937.23-P1P2	4583	2	897
OAS1_+_113344981.23-P1P2	2607	3619	1680
OAS1_+_113344992.23-P1P2	0	0	0
OAS1_+_113345251.23-P1P2	631	0	0
OAS1_-_113344811.23-P1P2	1517	0	0
OAS1_-_113345024.23-P1P2	1042	1	1191
OAT_+_126107429.23-P1P2	0	0	0
OAT_-_126106977.23-P1P2	0	0	0
OAT_-_126107009.23-P1P2	0	0	0
OAT_-_126107437.23-P1P2	2365	0	2029
OAT_-_126107465.23-P1P2	2882	5	1713
OAZ2_+_64995355.23-P1P2	2506	10439	3027
OAZ2_+_64995379.23-P1P2	3163	1256	1640
OAZ2_+_64995382.23-P1P2	1303	4451	3368
OAZ2_+_64995389.23-P1P2	0	0	0
OAZ2_-_64995364.23-P1P2	1443	3	1810
OAZ3_+_151735582.23-P2	1919	5094	3252
OAZ3_+_151735606.23-P2	1711	2	1
OAZ3_+_151736018.23-P2	1306	0	1
OAZ3_+_151739231.23-P1	0	0	0
OAZ3_+_151739274.23-P1	0	0	0
OAZ3_+_151739565.23-P1	0	0	0
OAZ3_+_151739571.23-P1	0	0	0
OAZ3_+_151739589.23-P1	0	0	0
OAZ3_-_151735643.23-P2	0	0	0
OAZ3_-_151735963.23-P2	0	0	0
OBSCN_+_228396123.23-P1P2	0	0	0
OBSCN_+_228396139.23-P1P2	3091	1	1
OBSCN_+_228396151.23-P1P2	0	0	0
OBSCN_-_228395757.23-P1P2	1673	1	0
OBSCN_-_228395769.23-P1P2	3049	1	1668
ODC1_+_10588457.23-P1P2	2557	2	5444
ODC1_+_10588469.23-P1P2	0	0	0
ODC1_+_10588474.23-P1P2	0	0	0
ODC1_-_10588033.23-P1P2	0	0	0
ODC1_-_10588446.23-P1P2	570	2839	2508
OGDH_+_44646202.23-P1P2	2883	1412	2
OGDH_+_44646274.23-P1P2	1654	1626	4863
OGDH_+_44646669.23-P1P2	1472	11285	1350
OGDH_-_44646234.23-P1P2	3521	2	4
OGDH_-_44646661.23-P1P2	0	0	0
OGFOD1_+_56485469.23-P1P2	0	0	0
OGFOD1_+_56485972.23-P1P2	0	0	0
OGFOD1_-_56485446.23-P1P2	909	1	1
OGFOD1_-_56485475.23-P1P2	0	0	0
OGFOD1_-_56485479.23-P1P2	0	0	0
OGFOD2_+_123459816.23-P1P2	4501	2	1764
OGFOD2_+_123459830.23-P1P2	4088	2689	4893
OGFOD2_-_123459769.23-P1P2	0	0	0
OGFOD2_-_123459781.23-P1P2	0	0	0
OGFOD2_-_123459788.23-P1P2	1089	1	1842
OPLAH_+_145115186.23-P1P2	1335	2	2197
OPLAH_-_145115130.23-P1P2	0	0	0
OPLAH_-_145115237.23-P1P2	631	0	2
OPLAH_-_145115430.23-P1P2	1167	11416	7
OPLAH_-_145115571.23-P1P2	2691	2223	1370
OPRD1_+_29138931.23-P1P2	0	0	0
OPRD1_+_29139119.23-P1P2	0	0	0
OPRD1_-_29138693.23-P1P2	0	0	0
OPRD1_-_29138705.23-P1P2	1564	5504	5
OPRD1_-_29138771.23-P1P2	4241	3	5
OPRK1_+_54163871.23-P1P2	1270	1	0
OPRK1_+_54164133.23-P1P2	0	0	0
OPRK1_+_54164165.23-P1P2	4647	9534	3036
OPRK1_-_54163744.23-P1P2	695	0	0
OPRK1_-_54163761.23-P1P2	2176	3	3225
OPRL1_+_62711456.23-P2	0	0	0
OPRL1_+_62711508.23-P2	3644	9	3063
OPRL1_+_62723328.23-P1	10075	10541	652
OPRL1_+_62723384.23-P1	2552	4	1886
OPRL1_+_62723396.23-P1	6962	2834	4819
OPRL1_+_62723743.23-P1	0	0	0
OPRL1_-_62711474.23-P2	1331	1	730
OPRL1_-_62711505.23-P2	1485	2	1950
OPRL1_-_62711551.23-P2	2505	10052	635
OPRL1_-_62723358.23-P1	2193	4232	2960
OPRM1_+_154360695.23-P1P2	4775	7	6615
OPRM1_+_154360725.23-P1P2	907	3	1
OPRM1_+_154360759.23-P1P2	0	0	0
OPRM1_-_154360466.23-P1P2	0	0	0
OPRM1_-_154360470.23-P1P2	0	0	0
OTC_+_38211884.23-P1P2	2962	4	1941
OTC_+_38212227.23-P1P2	0	0	0
OTC_-_38211916.23-P1P2	840	0	0
OTC_-_38212236.23-P1P2	0	0	0
OTC_-_38212240.23-P1P2	4328	4733	3492
OXCT1_+_41870453.23-P1P2	0	0	0
OXCT1_+_41870456.23-P1P2	3477	2	1679
OXCT1_-_41870437.23-P1P2	4143	4	4979
OXCT1_-_41870442.23-P1P2	4211	6	0
OXCT1_-_41870469.23-P1P2	1143	5525	4911
OXCT2_+_40236920.23-P1P2	1059	3526	271
OXCT2_+_40236923.23-P1P2	776	4760	2
OXCT2_+_40236946.23-P1P2	1385	2	3379
OXCT2_-_40236821.23-P1P2	6542	15	5167
OXCT2_-_40236932.23-P1P2	418	2	0
OXSR1_+_38207141.23-P1P2	4104	4	1716
OXSR1_+_38207359.23-P1P2	4111	4	4539
OXSR1_+_38207391.23-P1P2	1515	0	2
OXSR1_-_38207118.23-P1P2	0	0	0
OXSR1_-_38207239.23-P1P2	0	0	0
OXTR_+_8810846.23-P1P2	0	0	0
OXTR_+_8811070.23-P1P2	1483	1	2809
OXTR_-_8811226.23-P1P2	4796	3569	1844
OXTR_-_8811257.23-P1P2	1242	7513	1251
OXTR_-_8811262.23-P1P2	0	0	0
