Gene	sgRNA	Lower|beta	Lower|z	Lower|p-value	Lower|fdr	Lower|wald-p-value	Lower|wald-fdr	Upper|beta	Upper|z	Upper|p-value	Upper|fdr	Upper|wald-p-value	Upper|wald-fdr
NMT1	2	5.2399	0.034144	0.15853	0.96351	0.97276	0.99584	2.1659	0.014112	0.50828	0.98512	0.98874	1
NMT2	5	0.30187	2.2821	0.82445	0.99211	0.022483	0.39484	0.019279	0.1441	0.37931	0.96571	0.88542	1
NNMT	1	-1.6475	-0.34821	0.93193	0.99483	0.72768	0.99584	1.7442	0.36773	0.92835	0.99759	0.71307	1
NNT	3	0.43484	1.2146	0.9682	0.99908	0.22453	0.57496	0.075892	0.20648	0.72996	0.99612	0.83641	1
NOXO1	4	3.1696	0.28558	0.53829	0.96351	0.7752	0.99584	1.5349	0.13876	0.61576	0.99612	0.88964	1
NPC1L1	2	-1.3505	-0.14171	0.71115	0.99211	0.88731	0.99584	2.7262	0.29882	0.26019	0.96571	0.76508	1
NPPB	3	-1.8419	-2.7986	0.37662	0.96351	0.0051325	0.19606	-4.0079	-6.0876	0.085535	0.96571	1.1461e-09	1.2187e-07
NPR1	3	0.12282	1.4724	0.53247	0.96351	0.14091	0.50888	0.022828	0.26978	0.56695	0.98776	0.78733	1
NPR2	2	3.6419	0.12203	0.53963	0.96351	0.90287	0.99584	1.81	0.060653	0.65069	0.99612	0.95164	1
NPR3	2	4.6454	0.078727	0.30676	0.96351	0.93725	0.99584	1.3493	0.022859	0.80699	0.99612	0.98176	1
NPSR1	3	0.38823	1.2398	0.9288	0.99483	0.21505	0.57496	0.10494	0.32574	0.76399	0.99612	0.74462	1
NPY2R	3	1.8662	0.42933	0.88491	0.99483	0.66768	0.99584	0.63943	0.14886	0.99104	0.9991	0.88166	1
NQO1	3	0.17123	1.4429	0.71742	0.99211	0.14904	0.50888	0.016549	0.13761	0.50291	0.98512	0.89055	1
NQO2	2	3.8441	0.10114	0.4944	0.96351	0.91944	0.99584	3.3987	0.089601	0.052396	0.96571	0.9286	1
NR1H2	2	3.2052	0.22438	0.63815	0.98316	0.82247	0.99584	1.0976	0.076562	0.89566	0.99612	0.93897	1
NR1H3	6	3.8913	0.188	0.25705	0.96351	0.85088	0.99584	1.4825	0.071549	0.52217	0.98512	0.94296	1
NR1H4	4	0.42182	1.2303	0.96507	0.99861	0.21857	0.57496	0.07811	0.22153	0.77698	0.99612	0.82468	1
NR1I2	1	-2.5153	-0.47001	0.30452	0.96351	0.63835	0.99584	1.8475	0.34408	0.89252	0.99612	0.73078	1
NR3C2	5	4.9934	0.084584	0.044335	0.89189	0.93259	0.99584	2.6669	0.045175	0.07837	0.96571	0.96397	1
NRBP1	4	1.7694	0.40817	0.81012	0.99211	0.68315	0.99584	1.9268	0.45036	0.41738	0.97525	0.65245	1
NRBP2	3	-3.5048	-2.5242	0.0017913	0.66667	0.011597	0.31901	-0.88381	-0.80921	0.13659	0.96571	0.41839	1
NRGN	2	4.4214	0.066312	0.36274	0.96351	0.94713	0.99584	2.4857	0.037281	0.36632	0.96571	0.97026	1
NRIP1	4	3.5574	0.20006	0.4438	0.96351	0.84143	0.99584	2.0413	0.11502	0.36364	0.96571	0.90843	1
NRK	4	0.27658	1.5776	0.79086	0.99211	0.11465	0.50888	0.028763	0.16217	0.59024	0.99172	0.87117	1
NSDHL	3	-2.7889	-2.0868	0.081953	0.96351	0.036903	0.44273	0.0011971	0.0011388	0.34035	0.96571	0.99909	1
NSF	2	0.19354	1.4242	0.97179	0.99908	0.15438	0.50888	1.3163e-05	9.5664e-05	0.42051	0.97525	0.99992	1
NT5C2	3	5.6812	0.032697	0.029557	0.89189	0.97392	0.99584	0.73658	0.0042102	0.96462	0.99769	0.99664	1
NT5C	4	0.39049	1.7708	0.92835	0.99483	0.076599	0.4887	0.039032	0.17527	0.68204	0.99612	0.86087	1
NT5M	3	0.15642	1.4505	0.68025	0.99211	0.14691	0.50888	0.01591	0.14555	0.49395	0.98512	0.88428	1
NTRK1	3	-3.6234	-2.3629	0.0017913	0.66667	0.018131	0.3876	-0.79917	-0.69156	0.14196	0.96571	0.48921	1
NTRK2	4	4.5713	0.09499	0.16614	0.96351	0.92432	0.99584	2.3985	0.04984	0.22167	0.96571	0.96025	1
NTRK3	5	3.7718	0.19871	0.33945	0.96351	0.84249	0.99584	-1.6524	-0.079368	0.024183	0.92063	0.93674	1
NTSR2	5	4.5543	0.13225	0.1227	0.96351	0.89479	0.99584	1.7084	0.049497	0.48186	0.97641	0.96052	1
NUAK1	3	0.12494	1.4778	0.54277	0.96351	0.13947	0.50888	0.017942	0.20922	0.51635	0.98512	0.83428	1
NUAK2	5	1.4126	0.57294	0.78146	0.99211	0.56668	0.99584	1.6478	0.70984	0.51052	0.98512	0.4778	1
NUCKS1	4	0.1914	1.4176	0.58531	0.97766	0.1563	0.50888	0.040298	0.29459	0.69055	0.99612	0.76831	1
NUDT9	3	0.37559	1.2681	0.91446	0.99483	0.20475	0.57496	0.083027	0.27239	0.74026	0.99612	0.78532	1
OAS1	4	0.44057	1.2186	0.98119	0.99909	0.22298	0.57496	0.081549	0.2195	0.77967	0.99612	0.82626	1
OAT	2	-2.0255	-0.47311	0.50694	0.96351	0.63614	0.99584	2.1225	0.49523	0.5262	0.98512	0.62043	1
OAZ2	4	4.6119	0.099542	0.15405	0.96351	0.92071	0.99584	2.5539	0.055122	0.16346	0.96571	0.95604	1
OAZ3	3	0.13314	1.4705	0.58262	0.97766	0.14142	0.50888	0.012738	0.13873	0.45186	0.97525	0.88966	1
OBSCN	3	-3.3672	-2.2536	0.0062696	0.69231	0.024224	0.39484	-0.55885	-0.46421	0.16928	0.96571	0.6425	1
ODC1	2	0.38267	1.186	0.94581	0.99483	0.23563	0.58218	0.20772	0.62768	0.77295	0.99612	0.53022	1
OGDH	4	3.6323	0.19945	0.4232	0.96351	0.84191	0.99584	0.44581	0.024373	0.99955	0.99955	0.98055	1
OGFOD1	1	-1.6471	-1.3195	0.93238	0.99483	0.18699	0.5458	-3.6734	-2.9427	0.67801	0.99612	0.003254	0.052654
OGFOD2	3	2.0879	0.31748	0.84236	0.99211	0.75088	0.99584	2.2916	0.352	0.32244	0.96571	0.72484	1
OPLAH	4	0.2882	1.6104	0.80923	0.99211	0.10731	0.50888	0.015563	0.085971	0.39409	0.9681	0.93149	1
OPRD1	2	0.14303	1.4673	0.89521	0.99483	0.1423	0.50888	4.3477e-05	0.00044002	0.46529	0.97525	0.99965	1
OPRK1	4	0.21295	1.4061	0.64801	0.98316	0.1597	0.50888	0.024954	0.16268	0.54635	0.98776	0.87077	1
OPRL1	8	3.6606	0.26245	0.26825	0.96351	0.79297	0.99584	2.1457	0.15394	0.16122	0.96571	0.87766	1
OPRM1	2	-2.1745	-0.56849	0.43529	0.96351	0.5697	0.99584	1.3723	0.44311	0.79848	0.99612	0.65769	1
OTC	3	2.3601	0.38676	0.78549	0.99211	0.69893	0.99584	1.2368	0.20756	0.79848	0.99612	0.83557	1
OXCT1	4	0.14246	1.4455	0.44604	0.96351	0.14831	0.50888	0.046739	0.46767	0.72324	0.99612	0.64002	1
OXCT2	5	4.4514	0.10511	0.14778	0.96351	0.91629	0.99584	1.9197	0.045093	0.37483	0.96571	0.96403	1
OXSR1	3	-2.7348	-1.5433	0.091805	0.96351	0.12275	0.50888	1.2676	0.80814	0.78325	0.99612	0.41901	1
OXTR	3	4.7481	0.070912	0.18316	0.96351	0.94347	0.99584	2.4442	0.036503	0.25795	0.96571	0.97088	1
OXT	4	2.8644	0.37137	0.58486	0.97766	0.71036	0.99584	1.4149	0.18459	0.67309	0.99612	0.85355	1
P2RY2	3	3.5762	0.18028	0.49082	0.96351	0.85693	0.99584	2.2822	0.11505	0.32602	0.96571	0.9084	1
P4HA1	1	4.5317	0.049625	0.52888	0.96351	0.96042	0.99584	2.1108	0.023115	0.78728	0.99612	0.98156	1
P4HA2	4	0.56766	1.5523	0.94805	0.99483	0.12058	0.50888	0.10545	0.28196	0.80833	0.99612	0.77797	1
P4HB	3	3.6851	0.18056	0.46529	0.96351	0.85672	0.99584	1.0906	0.053056	0.85132	0.99612	0.95769	1
P4HTM	2	-1.5013	-1.7517	0.68742	0.99211	0.079819	0.49516	-3.5326	-4.1218	0.28348	0.96571	3.759e-05	0.0010901
PACSIN1	6	0.31191	2.0774	0.82535	0.99211	0.037763	0.44391	0.034283	0.22576	0.58845	0.9917	0.82139	1
PACSIN2	4	3.2875	0.23262	0.51187	0.96351	0.81606	0.99584	2.3446	0.16595	0.24272	0.96571	0.86819	1
PACSIN3	5	0.13604	1.4741	0.29154	0.96351	0.14045	0.50888	0.0075557	0.080711	0.18674	0.96571	0.93567	1
PADI1	2	4.0637	0.081266	0.44828	0.96351	0.93523	0.99584	3.523	0.070468	0.034931	0.96571	0.94382	1
PADI3	3	0.14039	1.4659	0.62114	0.98299	0.14268	0.50888	0.011642	0.11988	0.43798	0.97525	0.90458	1
PADI4	4	4.0591	0.13334	0.30363	0.96351	0.89393	0.99584	2.4907	0.081825	0.18764	0.96571	0.93479	1
PADI6	3	0.1812	1.4347	0.74116	0.99211	0.15137	0.50888	0.0076442	0.059736	0.3923	0.96689	0.95237	1
PAEP	3	-2.0416	-1.7239	0.32512	0.96351	0.084731	0.50861	-3.9874	-3.3473	0.087326	0.96571	0.00081592	0.016123
PAH	4	0.43857	1.2163	0.9803	0.99909	0.22385	0.57496	0.083091	0.22423	0.78101	0.99612	0.82258	1
PAICS	3	0.34865	1.1695	0.8858	0.99483	0.2422	0.58218	0.24474	0.79728	0.89073	0.99612	0.42529	1
PAK1	4	4.9415	0.080735	0.090461	0.96351	0.93565	0.99584	1.8179	0.029684	0.47246	0.97525	0.97632	1
PAK2	4	0.18083	1.434	0.55352	0.96351	0.15158	0.50888	0.024048	0.18817	0.53247	0.98512	0.85074	1
PAK3	2	-2.276	-0.69079	0.38245	0.96351	0.48969	0.99584	1.5124	0.50472	0.75728	0.99612	0.61375	1
PAK4	1	4.2496	0.062108	0.5871	0.97766	0.95048	0.99584	-4.1775	-0.061205	0.45678	0.97525	0.9512	1
PAK6	8	3.7397	0.24301	0.24989	0.96351	0.808	0.99584	1.8531	0.12047	0.29198	0.96571	0.90411	1
PAK7	1	5.785	0.01801	0.17555	0.96351	0.98563	0.99584	-3.3705	-0.010514	0.75952	0.99612	0.99161	1
PAM	5	-2.9813	-2.5858	0.024183	0.87097	0.009716	0.29319	0.92945	0.87848	0.77609	0.99612	0.37968	1
PANK1	4	-2.257	-1.2135	0.19122	0.96351	0.22496	0.57496	1.2717	0.79402	0.73623	0.99612	0.42719	1
PANK2	2	3.1785	0.17368	0.64174	0.98316	0.86212	0.99584	1.4407	0.078732	0.77698	0.99612	0.93725	1
PANK3	3	4.4663	0.086094	0.25168	0.96351	0.93139	0.99584	0.086851	0.0016661	0.74339	0.99612	0.99867	1
PANK4	3	-2.3772	-0.47088	0.19704	0.96351	0.63773	0.99584	2.2719	0.47362	0.32915	0.96571	0.63577	1
PANX1	4	0.63481	1.4822	0.93954	0.99483	0.13829	0.50888	0.096459	0.22068	0.79445	0.99612	0.82534	1
PAPOLA	2	-0.81101	-0.035162	0.74966	0.99211	0.97195	0.99584	3.4344	0.16878	0.046574	0.96571	0.86597	1
PAPSS1	3	0.30196	1.1602	0.86028	0.99483	0.24596	0.58465	0.29868	1.1126	0.90461	0.99612	0.26587	1
PARK7	3	3.9477	0.13851	0.38603	0.96351	0.88984	0.99584	2.1294	0.074718	0.38871	0.96571	0.94044	1
PARP15	4	3.5756	0.25108	0.43842	0.96351	0.80175	0.99584	2.0609	0.14517	0.35334	0.96571	0.88458	1
PARS2	1	4.9004	0.036879	0.43842	0.96351	0.97058	0.99584	2.7606	0.020775	0.42812	0.97525	0.98342	1
PASK	4	-2.8631	-2.7073	0.049261	0.90244	0.0067826	0.23352	0.45208	0.47615	0.99776	0.9991	0.63397	1
PBK	4	-3.2715	-2.0457	0.012091	0.72973	0.040787	0.45508	-0.64709	-0.54405	0.11061	0.96571	0.58641	1
PCBD1	4	2.186	0.37789	0.70264	0.99211	0.70551	0.99584	1.9139	0.33589	0.42365	0.97525	0.73695	1
PCCB	7	0.30324	1.8598	0.73757	0.99211	0.062913	0.46003	0.053748	0.32585	0.8773	0.99612	0.74454	1
PCK1	4	4.4182	0.099022	0.20152	0.96351	0.92112	0.99584	2.9127	0.065282	0.060905	0.96571	0.94795	1
PCMT1	3	-2.5071	-1.1388	0.15495	0.96351	0.2548	0.59641	-0.28479	-0.16512	0.22033	0.96571	0.86885	1
PCSK1	1	-2.3797	-1.7957	0.37931	0.96351	0.072539	0.48296	-4.4109	-3.3284	0.34886	0.96571	0.00087338	0.017107
PCSK2	2	-1.1742	-0.031468	0.72996	0.99211	0.9749	0.99584	4.1261	0.11738	0.0080609	0.92063	0.90656	1
PCTP	3	2.9638	0.3326	0.62517	0.98316	0.73944	0.99584	0.75712	0.084726	0.96014	0.99769	0.93248	1
PCYT1A	4	3.9882	0.13828	0.32557	0.96351	0.89002	0.99584	1.5612	0.054106	0.60099	0.99484	0.95685	1
PCYT1B	3	0.22383	1.3991	0.81057	0.99211	0.16178	0.50888	0.0088625	0.054719	0.41335	0.97525	0.95636	1
PDC	2	-3.049	-1.508	0.043887	0.89189	0.13156	0.50888	0.93766	0.4949	0.9579	0.99767	0.62067	1
PDE10A	4	4.6824	0.11392	0.14286	0.96351	0.9093	0.99584	0.94125	0.022879	0.8558	0.99612	0.98175	1
PDE11A	3	-1.6259	-0.71425	0.41335	0.96351	0.47507	0.99584	1.5311	0.72222	0.66368	0.99612	0.47016	1
PDE1B	6	0.15126	1.4609	0.23287	0.96351	0.14406	0.50888	0.016024	0.1526	0.20958	0.96571	0.87872	1
PDE3A	4	3.4418	0.22966	0.47783	0.96351	0.81835	0.99584	1.6048	0.10725	0.58173	0.98935	0.91459	1
PDE3B	4	0.016057	0.044906	0.32423	0.96351	0.96418	0.99584	0.47888	1.1771	0.98477	0.99774	0.23915	1
PDE4B	2	0.20664	1.4132	0.98701	0.99909	0.15759	0.50888	0.0050792	0.034314	0.49575	0.98512	0.97263	1
PDE4C	5	4.1591	0.14757	0.22929	0.96351	0.88268	0.99584	0.79983	0.028306	0.81684	0.99612	0.97742	1
PDE6G	4	-2.1181	-0.59736	0.22123	0.96351	0.55027	0.99584	2.1325	0.64401	0.32244	0.96571	0.51957	1
PDE6H	2	2.3191	0.39275	0.80699	0.99211	0.6945	0.99584	-0.030818	-0.0051517	0.40125	0.97289	0.99589	1
PDE7A	5	0.14506	1.4549	0.32781	0.96351	0.14571	0.50888	0.043549	0.43065	0.77026	0.99612	0.66672	1
PDE8A	5	0.13704	1.4653	0.29781	0.96351	0.14285	0.50888	0.022965	0.24208	0.45052	0.97525	0.80872	1
PDE8B	3	0.42828	1.2137	0.96149	0.99861	0.22487	0.57496	0.10573	0.29174	0.76534	0.99612	0.77048	1
PDE9A	4	0.44549	1.2034	0.98657	0.99909	0.22882	0.57658	0.15699	0.41282	0.87909	0.99612	0.67974	1
PDF	5	0.2984	1.1926	0.81773	0.99211	0.23303	0.57945	0.26897	1.0394	0.94402	0.99767	0.29863	1
PDGFRA	2	0.18459	1.4311	0.96328	0.99861	0.15241	0.50888	0.0082649	0.063269	0.53381	0.98512	0.94955	1
PDGFRB	1	-1.9649	-1.5326	0.7116	0.99211	0.12536	0.50888	-3.9816	-3.105	0.55844	0.98776	0.0019026	0.033718
PDHA1	1	-2.5186	-1.8914	0.30318	0.96351	0.058578	0.45508	-4.5449	-3.4128	0.29781	0.96571	0.00064294	0.013293
PDHA2	2	-3.4113	-4.0332	0.0067174	0.69231	5.5015e-05	0.01755	-4.5408	-5.3498	0.11554	0.96571	8.8041e-08	5.1736e-06
PDHB	3	1.9763	0.54837	0.8661	0.99483	0.58344	0.99584	-5.3947	-1.26	0.002687	0.75	0.20768	1
PDIK1L	1	-2.0212	-0.14165	0.67353	0.99211	0.88736	0.99584	2.7381	0.19094	0.44201	0.97525	0.84857	1
PDK1	3	2.8791	0.17638	0.64845	0.98316	0.86	0.99584	3.0348	0.18622	0.059561	0.96571	0.85228	1
PDK2	4	0.20605	1.4078	0.62741	0.98316	0.15918	0.50888	0.0369	0.2489	0.6704	0.99612	0.80344	1
PDK3	3	0.17021	1.4442	0.71473	0.99211	0.14868	0.50888	0.014736	0.12338	0.47559	0.97525	0.90181	1
PDK4	4	2.4386	0.19535	0.64845	0.98316	0.84512	0.99584	3.2093	0.26005	0.021496	0.92063	0.79483	1
PDLIM5	3	5.3675	0.05635	0.064487	0.92903	0.95506	0.99584	1.9168	0.020123	0.49037	0.98512	0.98395	1
PDP1	1	-0.52911	-0.019574	0.72414	0.99211	0.98438	0.99584	3.3442	0.12356	0.19077	0.96571	0.90166	1
PDP2	3	0.015465	0.045911	0.50246	0.96351	0.96338	0.99584	0.45538	1.1952	0.95567	0.99767	0.23199	1
PDPK1	4	0.12663	1.4779	0.36543	0.96351	0.13944	0.50888	0.020764	0.23888	0.47515	0.97525	0.8112	1
PDPR	3	1.6521	0.54042	0.91133	0.99483	0.58891	0.99584	0.76704	0.25488	0.9588	0.99767	0.79882	1
PDXDC1	3	4.6006	0.078755	0.21317	0.96351	0.93723	0.99584	1.9894	0.034054	0.4532	0.97525	0.97283	1
PDXK	1	-1.0187	-0.024452	0.79221	0.99211	0.98049	0.99584	3.7668	0.090112	0.087326	0.96571	0.9282	1
PDXP	5	3.9986	0.17603	0.27362	0.96351	0.86027	0.99584	2.3717	0.10447	0.16883	0.96571	0.9168	1
PEAK1	1	-2.154	-1.6569	0.55934	0.96597	0.097541	0.50888	-4.1706	-3.2076	0.46305	0.97525	0.0013386	0.024908
PECR	1	-2.6917	-2.0005	0.20421	0.96351	0.045442	0.45508	-5.117	-3.8091	0.063144	0.96571	0.00013948	0.0037526
PFAS	2	-1.9025	-2.2178	0.56292	0.96841	0.026567	0.41486	-3.938	-4.5908	0.24138	0.96571	4.4163e-06	0.00015653
PFKFB1	4	0.002656	0.033916	0.30273	0.96351	0.97294	0.99584	0.16167	1.9652	0.88715	0.99612	0.049388	0.69361
PFKFB2	4	3.6566	0.22081	0.41782	0.96351	0.82524	0.99584	-0.86498	-0.049761	0.08867	0.96571	0.96031	1
PFKFB3	5	0.0041033	0.027836	0.19704	0.96351	0.97779	0.99584	0.25593	1.6528	0.95029	0.99767	0.098371	1
PFKFB4	3	2.7715	0.3559	0.67532	0.99211	0.72192	0.99584	0.52274	0.066981	0.98567	0.99774	0.9466	1
PFKL	5	0.14908	1.7832	0.34348	0.96351	0.074556	0.48515	0.034501	0.40693	0.67264	0.99612	0.68406	1
PFKM	6	0.19337	1.9737	0.37886	0.96351	0.048416	0.45508	0.013407	0.13504	0.15987	0.96571	0.89258	1
PFKP	4	0.22209	1.9574	0.68025	0.99211	0.050304	0.45508	0.011967	0.10415	0.31841	0.96571	0.91705	1
PFN1	4	3.3575	0.24507	0.49709	0.96351	0.8064	0.99584	1.6269	0.11899	0.56874	0.98776	0.90528	1
PFN2	4	0.32864	1.4298	0.85983	0.99483	0.15278	0.50888	0.03914	0.16846	0.68249	0.99612	0.86622	1
PGA3	2	-2.7675	-1.5335	0.12315	0.96351	0.12516	0.50888	0.45696	0.29288	0.8652	0.99612	0.76961	1
PGAM2	4	0.14091	1.4702	0.43753	0.96351	0.14151	0.50888	0.0063957	0.065798	0.25213	0.96571	0.94754	1
PGD	5	0.22889	1.7968	0.61845	0.98297	0.072368	0.48296	0.038882	0.30141	0.72414	0.99612	0.7631	1
PGGT1B	1	-2.1676	-1.6659	0.54635	0.96351	0.09574	0.50888	-4.1843	-3.2152	0.44962	0.97525	0.0013037	0.024464
PGK1	2	0.38465	1.2666	0.94447	0.99483	0.20529	0.57496	0.00013458	0.00043136	0.4738	0.97525	0.99966	1
PGK2	3	0.13181	1.4576	0.57367	0.97045	0.14495	0.50888	0.032371	0.35298	0.62293	0.99612	0.72411	1
PGLYRP3	1	4.3579	0.057068	0.57188	0.97036	0.95449	0.99584	-4.4059	-0.057887	0.3502	0.96571	0.95384	1
PHGDH	2	-2.7005	-1.7006	0.15271	0.96351	0.08901	0.50888	0.69849	0.47722	0.95835	0.99767	0.6332	1
PHKA1	2	-2.4505	-2.7066	0.28348	0.96351	0.0067974	0.23352	-1.0716	-1.2399	0.31661	0.96571	0.21501	1
PHKA2	3	3.1363	0.2918	0.58755	0.97766	0.77044	0.99584	1.2262	0.11427	0.80385	0.99612	0.90902	1
PHKB	3	-2.3753	-1.2188	0.19794	0.96351	0.22292	0.57496	1.3855	0.73636	0.73309	0.99612	0.46151	1
PHKG1	2	3.8617	0.10231	0.49082	0.96351	0.91851	0.99584	2.4778	0.065649	0.3708	0.96571	0.94766	1
PHKG2	1	-2.874	-2.1624	0.1021	0.96351	0.030586	0.43975	-3.5436	-2.6471	0.71697	0.99612	0.0081187	0.12113
PHOSPHO1	3	-1.7531	-0.50406	0.39454	0.96351	0.61422	0.99584	1.9561	0.60828	0.47201	0.97525	0.543	1
PHOSPHO2	4	1.3339	0.74555	0.89476	0.99483	0.45594	0.98846	0.40935	0.24191	0.98701	0.99774	0.80885	1
PHPT1	2	0.20956	1.4107	0.98746	0.99909	0.15834	0.50888	2.9668e-05	0.00019729	0.45275	0.97525	0.99984	1
PHYH	4	-2.9827	-1.845	0.034931	0.89189	0.065039	0.46549	-1.071	-0.918	0.068518	0.96571	0.35862	1
PI4K2A	5	0.23373	1.3875	0.63412	0.98316	0.16529	0.51044	0.028874	0.16928	0.57143	0.98776	0.86558	1
PI4K2B	5	4.3858	0.15388	0.16525	0.96351	0.87771	0.99584	2.1707	0.076112	0.2481	0.96571	0.93933	1
PI4KA	2	-2.0384	-1.9482	0.49798	0.96351	0.051391	0.45508	-4.5682	-4.3781	0.11151	0.96571	1.1971e-05	0.00039311
PI4KB	3	0.1345	1.4758	0.59248	0.97801	0.14001	0.50888	0.005048	0.054613	0.35244	0.96571	0.95645	1
PICK1	2	-2.7006	-0.41392	0.15271	0.96351	0.67893	0.99584	2.5112	0.38323	0.35065	0.96571	0.70155	1
PIGA	4	1.3653	0.78423	0.88894	0.99483	0.43291	0.95333	0.27115	0.16313	0.9579	0.99767	0.87042	1
PIK3AP1	6	0.35939	2.1913	0.93462	0.99483	0.028434	0.4329	0.049474	0.29846	0.83072	0.99612	0.76535	1
PIK3C2A	2	0.0012774	0.016382	0.7622	0.99211	0.98693	0.99584	0.121	1.4793	0.70846	0.99612	0.13905	1
PIK3C2B	3	0.0048634	0.033117	0.48231	0.96351	0.97358	0.99584	0.21595	1.402	0.88446	0.99612	0.1609	1
PIK3C2G	1	6.2033	0.012676	0.076579	0.96351	0.98989	0.99584	3.4669	0.0070843	0.14913	0.96571	0.99435	1
PIK3CA	4	4.2915	0.1231	0.2378	0.96351	0.90203	0.99584	2.6543	0.076152	0.12674	0.96571	0.9393	1
PIK3CB	5	0.42178	0.11694	0.98388	0.99909	0.90691	0.99584	2.2329	0.67711	0.22212	0.96571	0.49833	1
PIK3CD	5	4.331	0.13354	0.18047	0.96351	0.89377	0.99584	2.346	0.072336	0.17734	0.96571	0.94233	1
PIK3CG	2	-1.8659	-0.12727	0.57949	0.97587	0.89873	0.99584	3.2259	0.22413	0.0824	0.96571	0.82266	1
PIK3R1	5	0.17962	1.7198	0.44245	0.96351	0.085464	0.50888	0.03847	0.36341	0.71966	0.99612	0.7163	1
PIK3R2	8	4.4038	0.16483	0.085535	0.96351	0.86907	0.99584	1.2173	0.045396	0.57367	0.98776	0.96379	1
PIK3R3	4	0.46305	1.1985	0.99507	0.99955	0.23071	0.57741	0.099376	0.25053	0.79937	0.99612	0.80218	1
PIK3R4	3	4.7298	0.07141	0.18674	0.96351	0.94307	0.99584	1.026	0.015116	0.87506	0.99612	0.98794	1
PIK3R5	4	5.0665	0.092417	0.06807	0.95031	0.92637	0.99584	1.8987	0.034599	0.43215	0.97525	0.9724	1
PIKFYVE	2	-2.3918	-3.0029	0.31482	0.96351	0.002674	0.13012	-3.7369	-4.6842	0.26735	0.96571	2.8106e-06	0.00010123
PIM1	3	0.22128	1.3988	0.80788	0.99211	0.16188	0.50888	0.018422	0.11502	0.52038	0.98512	0.90843	1
PIM2	2	-2.5893	-1.1527	0.20331	0.96351	0.24905	0.58787	1.0991	0.51893	0.89521	0.99612	0.60381	1
PIM3	5	3.388	0.23444	0.43753	0.96351	0.81464	0.99584	1.4281	0.098867	0.61039	0.99612	0.92124	1
PINK1	5	4.6115	0.1082	0.11151	0.96351	0.91384	0.99584	1.4731	0.034369	0.59113	0.99174	0.97258	1
PIP4K2A	5	0.18495	2.4089	0.45768	0.96351	0.016003	0.3876	0.033785	0.43419	0.6601	0.99612	0.66415	1
PIP4K2B	4	0.16768	1.4471	0.51858	0.96351	0.14787	0.50888	0.01026	0.087358	0.29467	0.96571	0.93039	1
PIP4K2C	2	-2.566	-3.0376	0.21675	0.96351	0.0023849	0.12963	-1.2456	-1.4988	0.31258	0.96571	0.13392	1
PIP5K1A	1	5.1205	0.03107	0.36901	0.96351	0.97521	0.99584	-3.8111	-0.023201	0.62741	0.99612	0.98149	1
PIP5K1B	3	1.5387	0.25119	0.91984	0.99483	0.80167	0.99584	2.3589	0.38807	0.29736	0.96571	0.69796	1
PIP5K1C	4	5.5027	0.045381	0.019704	0.83333	0.9638	0.99584	1.9704	0.016244	0.39767	0.96838	0.98704	1
PIP5KL1	3	5.1911	0.053303	0.094492	0.96351	0.95749	0.99584	2.4945	0.02561	0.23466	0.96571	0.97957	1
PIPOX	2	-1.6513	-0.19545	0.65025	0.98316	0.84504	0.99584	2.7476	0.32814	0.24899	0.96571	0.74281	1
PIP	2	5.138	0.052957	0.18316	0.96351	0.95777	0.99584	2.302	0.023726	0.45231	0.97525	0.98107	1
PISD	5	0.12268	1.4778	0.22615	0.96351	0.13946	0.50888	0.015392	0.18273	0.30228	0.96571	0.85501	1
PITPNA	3	-2.0232	-3.1262	0.33184	0.96351	0.0017706	0.11296	-4.276	-6.6092	0.062696	0.96571	3.8629e-11	7.1882e-09
PKDCC	4	3.1559	0.26485	0.54187	0.96351	0.79112	0.99584	2.2618	0.19011	0.27362	0.96571	0.84922	1
PKIA	4	-2.2379	-2.0827	0.19525	0.96351	0.037274	0.44273	0.76332	0.78915	0.9167	0.99612	0.43002	1
PKIB	3	4.6133	0.085213	0.20958	0.96351	0.93209	0.99584	1.9537	0.036084	0.4738	0.97525	0.97122	1
PKIG	3	4.4262	0.097094	0.26288	0.96351	0.92265	0.99584	1.7969	0.039411	0.54366	0.98701	0.96856	1
PKLR	4	0.25358	1.662	0.75907	0.99211	0.096512	0.50888	2.8857e-05	0.00018687	0.19257	0.96571	0.99985	1
PKMYT1	2	-2.4283	-1.4981	0.29198	0.96351	0.13411	0.50888	0.74841	0.47992	0.97537	0.99774	0.63129	1
PKM	4	3.4645	0.22423	0.4738	0.96351	0.82258	0.99584	0.71553	0.046004	0.93103	0.99767	0.96331	1
PKN1	7	1.1051	0.34227	0.69996	0.99211	0.73214	0.99584	2.1453	0.71771	0.19749	0.96571	0.47293	1
PKN2	2	4.7335	0.070572	0.28885	0.96351	0.94374	0.99584	-2.5355	-0.034676	0.30542	0.96571	0.97234	1
PKN3	4	3.1349	0.26743	0.5459	0.96351	0.78914	0.99584	2.3129	0.19755	0.25258	0.96571	0.8434	1
PLA2G1B	7	0.28794	1.9612	0.68562	0.99211	0.049861	0.45508	0.028187	0.18973	0.35558	0.96571	0.84952	1
PLA2G2D	2	-2.2343	-1.1761	0.4017	0.96351	0.23955	0.58218	0.9993	0.60343	0.93641	0.99767	0.54622	1
