	Diff	Lower	T0	Upper
LSS_-_47648468.23-P1P2	0	0	406	0
LTA4H_+_96429127.23-P1P2	0	0	1586	0
LTA4H_-_96428948.23-P1P2	1110	2	1053	3
LTA4H_-_96428968.23-P1P2	2417	1	1511	1
LTA4H_-_96429091.23-P1P2	1525	2207	1940	0
LTA4H_-_96429293.23-P1P2	4	1	703	3603
LTA_+_31540068.23-P1P2	5	3	2532	1819
LTA_+_31540111.23-P1P2	0	0	245	0
LTA_+_31540542.23-P1P2	0	0	298	1
LTA_-_31540065.23-P1P2	1337	5399	3071	1608
LTA_-_31540552.23-P1P2	0	0	98	0
LTC4S_+_179221418.23-P1P2	0	0	129	0
LTC4S_+_179221448.23-P1P2	1086	0	1717	1093
LTC4S_-_179221023.23-P1P2	1745	0	1764	3
LTC4S_-_179221076.23-P1P2	2457	4586	3308	1756
LTC4S_-_179221093.23-P1P2	1214	3767	1186	2
LTF_-_46505940.23-P1P2	7	5101	142	1190
LTF_-_46506319.23-P1P2	2	2	1730	1
LTF_-_46506342.23-P1P2	1534	2873	1738	2
LTF_-_46506380.23-P1P2	11	1	2049	3429
LTF_-_46506390.23-P1P2	1	0	1241	3761
LTK_+_41805579.23-P1P2	0	0	948	0
LTK_+_41805774.23-P1P2	3701	3	869	5
LTK_+_41806006.23-P1P2	3098	3	1038	1931
LTK_+_41806026.23-P1P2	6	5	1162	5801
LTK_-_41806018.23-P1P2	1514	1	652	2565
LY96_+_74903948.23-P1P2	3360	3	825	0
LY96_+_74903968.23-P1P2	0	0	123	0
LY96_+_74904029.23-P1P2	1408	1	1499	1
LY96_+_74904116.23-P1P2	5	1	620	0
LY96_-_74903941.23-P1P2	4	0	765	0
LYN_+_56792380.23-P1P2	0	0	247	0
LYN_+_56792447.23-P1P2	2431	4473	2885	1889
LYN_+_56792814.23-P1P2	2570	2673	2145	3
LYN_+_56792854.23-P1P2	1882	4886	2059	1244
LYN_-_56792769.23-P1P2	941	3	1362	4846
LYZ_+_69742152.23-P1P2	4	1	1371	1
LYZ_-_69742194.23-P1P2	0	5731	581	5
LYZ_-_69742245.23-P1P2	1170	0	876	2127
LYZ_-_69742379.23-P1P2	2	3	901	2054
LYZ_-_69742515.23-P1P2	1652	3	939	1852
M6PR_+_9101865.23-P1P2	1075	0	825	3
M6PR_+_9102204.23-P1P2	3597	1	1152	3
M6PR_+_9102212.23-P1P2	0	2	1373	1
M6PR_+_9102222.23-P1P2	0	0	80	0
M6PR_-_9102165.23-P1P2	4719	5	845	1597
MADD_+_47291222.23-P1P2	628	3080	213	4
MADD_+_47291231.23-P1P2	0	0	104	0
MADD_+_47291677.23-P1P2	3664	2	2291	2
MADD_+_47291704.23-P1P2	1947	4737	1312	4
MADD_-_47291717.23-P1P2	5	2577	1704	0
MAGI2_+_79082466.23-P1P2	0	0	463	0
MAGI2_+_79082500.23-P1P2	0	0	292	0
MAGI2_+_79082947.23-P1P2	1351	4	774	5415
MAGI2_-_79082928.23-P1P2	3787	4	898	8385
MAGI2_-_79082978.23-P1P2	2807	1	77	0
MAGI3_+_113933181.23-P1P2	6	5034	2794	3130
MAGI3_+_113933190.23-P1P2	1147	2	1669	4004
MAGI3_+_113933544.23-P1P2	3899	4	1743	14
MAGI3_+_113933548.23-P1P2	3863	7518	4058	2935
MAGI3_-_113933189.23-P1P2	3311	6	2538	3
MAK_+_10838700.23-P1P2	1588	0	768	1585
MAK_+_10838734.23-P1P2	1440	3	1963	2945
MAK_+_10838745.23-P1P2	8	5735	1608	728
MAK_-_10838377.23-P1P2	3804	2853	1324	1562
MAK_-_10838380.23-P1P2	0	0	87	0
MAN1A1_+_119670517.23-P1P2	2171	0	1446	1688
MAN1A1_+_119670521.23-P1P2	5	3467	674	3411
MAN1A1_-_119670721.23-P1P2	2115	2	1960	1775
MAN1A1_-_119670850.23-P1P2	5	2	1069	3352
MAN1A1_-_119670897.23-P1P2	3272	3	3197	3376
MAN1B1_+_139981719.23-P1P2	7423	7	897	2024
MAN1B1_-_139981488.23-P1P2	7686	2	722	951
MAN1B1_-_139981842.23-P1P2	2241	5	1916	1714
MAN1B1_-_139981868.23-P1P2	3293	2868	1862	2732
MAN1B1_-_139981992.23-P1P2	2148	3	1691	4351
MAN2A1_+_109025632.23-P1P2	0	0	120	0
MAN2A1_+_109025637.23-P1P2	1369	2	1007	2
MAN2A1_+_109025693.23-P1P2	1589	5871	1256	1664
MAN2A1_-_109025121.23-P1P2	2915	5060	970	3
MAN2A1_-_109026039.23-P1P2	3083	7	1570	1843
MAOB_+_43741293.23-P1P2	2	0	1970	0
MAOB_+_43741686.23-P1P2	1	0	621	0
MAOB_+_43741701.23-P1P2	1341	1562	1844	1491
MAOB_-_43741243.23-P1P2	1693	2	1292	1
MAOB_-_43741476.23-P1P2	8	4442	1696	526
MAP1A_+_43809808.23-P1P2	949	4	1181	1773
MAP1A_+_43809833.23-P1P2	688	7229	2246	8
MAP1A_+_43809863.23-P1P2	1	3831	1	2
MAP1A_+_43809866.23-P1P2	0	0	1574	1
MAP1A_-_43810238.23-P1P2	2768	4892	1914	7264
MAP2K1_-_66679278.23-P1P2	7135	4	3470	4877
MAP2K1_-_66679290.23-P1P2	3470	2269	2153	1779
MAP2K1_-_66679293.23-P1P2	1409	0	1510	2839
MAP2K1_-_66679296.23-P1P2	2	2805	1301	1
MAP2K1_-_66679776.23-P1P2	5	2073	765	1713
MAP2K2_+_4123670.23-P1P2	2181	1	1075	0
MAP2K2_+_4123678.23-P1P2	1556	6456	4437	6829
MAP2K2_+_4123712.23-P1P2	0	0	992	0
MAP2K2_+_4124064.23-P1P2	2101	1406	1425	2829
MAP2K2_-_4124092.23-P1P2	1886	3	2152	1383
MAP2K3_+_21188019.23-P1P2	8	4	1830	5700
MAP2K3_+_21188070.23-P1P2	1154	5	2328	3049
MAP2K3_+_21188189.23-P1P2	0	0	288	0
MAP2K3_+_21188207.23-P1P2	1588	2	1239	0
MAP2K3_-_21188034.23-P1P2	3599	2841	1579	1
MAP2K4_+_11924171.23-P1P2	798	2077	3002	4
MAP2K4_+_11924555.23-P1P2	1438	1	1867	1
MAP2K4_+_11924585.23-P1P2	587	0	1	0
MAP2K4_+_11924631.23-P1P2	1305	2	1740	1492
MAP2K4_-_11924225.23-P1P2	793	2	568	0
MAP2K5_+_67835091.23-P1P2	1453	2	2911	1
MAP2K5_+_67835094.23-P1P2	2426	3869	989	2902
MAP2K5_+_67835452.23-P1P2	1531	1	1470	2
MAP2K5_+_67835554.23-P1P2	800	0	486	0
MAP2K5_+_67835580.23-P1P2	4	6559	1825	3
MAP2K6_+_67410867.23-P1P2	6	2	1951	1858
MAP2K6_+_67410873.23-P1P2	1223	7659	836	3
MAP2K6_+_67410896.23-P1P2	1	3013	465	1
MAP2K6_+_67410900.23-P1P2	0	0	786	2247
MAP2K6_+_67410971.23-P1P2	1	2	1190	897
MAP2K7_+_7968839.23-P1P2	0	0	277	0
MAP2K7_+_7969168.23-P1P2	3278	925	1796	1592
MAP2K7_+_7969219.23-P1P2	3538	2	615	0
MAP2K7_-_7968835.23-P1P2	0	0	0	0
MAP2K7_-_7968965.23-P1P2	0	0	250	0
MAP3K10_+_40697325.23-P1P2	3301	4204	1674	4977
MAP3K10_+_40697392.23-P1P2	5236	683	1953	4323
MAP3K10_-_40697353.23-P1P2	4	2	955	4265
MAP3K10_-_40697420.23-P1P2	0	0	1011	1
MAP3K10_-_40697755.23-P1P2	5077	2	1564	3
MAP3K11_+_65381272.23-P1	1417	3	761	1542
MAP3K11_+_65381663.23-P1	2013	2	1022	1
MAP3K11_+_65381709.23-P1	3	2	863	1316
MAP3K11_+_65381712.23-P1	1167	1	758	902
MAP3K11_+_65382758.23-P2	1531	2559	1180	2
MAP3K11_+_65382822.23-P2	1	1	111	462
MAP3K11_-_65381254.23-P1	4187	2	1770	1
MAP3K11_-_65382786.23-P2	1389	1	121	1
MAP3K11_-_65382790.23-P2	0	1	607	0
MAP3K11_-_65382826.23-P2	1264	0	279	0
MAP3K12_+_53893257.23-P1P2	7	2544	1609	5299
MAP3K12_-_53893214.23-P1P2	1556	1	476	1
MAP3K12_-_53893217.23-P1P2	2	3519	1390	0
MAP3K12_-_53893240.23-P1P2	2805	11554	3892	7
MAP3K12_-_53893243.23-P1P2	1249	0	406	1
MAP3K13_+_185000798.23-P1	1525	2	132	0
MAP3K13_+_185001157.23-P1	0	0	0	0
MAP3K13_+_185080978.23-P2	4249	3	1465	4001
MAP3K13_+_185081308.23-P2	828	0	454	0
MAP3K13_+_185081407.23-P2	5	3189	2475	2
MAP3K13_-_185000771.23-P1	3	2167	829	1
MAP3K13_-_185000815.23-P1	1562	2	1010	2063
MAP3K13_-_185000826.23-P1	4946	6	3326	6771
MAP3K13_-_185080952.23-P2	1198	5129	1359	1
MAP3K13_-_185081028.23-P2	3571	5	987	4418
MAP3K14_+_43394273.23-P1P2	545	0	850	0
MAP3K14_+_43394373.23-P1P2	1137	6132	1642	4
MAP3K14_+_43394416.23-P1P2	2389	5	1893	1
MAP3K14_-_43393956.23-P1P2	2352	5	2162	6339
MAP3K14_-_43393975.23-P1P2	3234	7224	1339	2
MAP3K15_+_19533217.23-P1P2	1441	3	1192	0
MAP3K15_+_19533399.23-P1P2	2	0	1857	1087
MAP3K15_+_19533557.23-P1P2	17	2	2128	3165
MAP3K15_-_19533438.23-P1P2	2	0	1384	0
MAP3K15_-_19533551.23-P1P2	3299	1328	1462	2
MAP3K19_+_135804528.23-P1P2	1	0	232	0
MAP3K19_+_135804993.23-P1P2	2	0	138	0
MAP3K19_-_135804560.23-P1P2	0	0	533	0
MAP3K19_-_135804563.23-P1P2	3377	2485	1431	2173
MAP3K19_-_135804678.23-P1P2	0	0	0	0
MAP3K1_+_56111425.23-P1P2	833	4	1396	4499
MAP3K1_+_56111803.23-P1P2	1394	3	2929	1783
MAP3K1_-_56111403.23-P1P2	716	1	816	0
MAP3K1_-_56111787.23-P1P2	2578	2	1239	1460
MAP3K1_-_56111820.23-P1P2	3115	2841	3028	3428
MAP3K2_+_128145488.23-P1P2	6	0	1116	1462
MAP3K2_+_128145501.23-P1P2	1335	1	342	1773
MAP3K2_+_128145529.23-P1P2	2478	2761	1754	0
MAP3K2_-_128145498.23-P1P2	2276	16041	1719	3548
MAP3K2_-_128145517.23-P1P2	2463	0	1081	1
MAP3K3_-_61699751.23-P1P2	1181	1699	1557	1565
MAP3K3_-_61699772.23-P1P2	4341	3	1691	2
MAP3K3_-_61699810.23-P1P2	2316	2087	608	3
MAP3K3_-_61699829.23-P1P2	1201	1	662	1
MAP3K3_-_61699843.23-P1P2	456	1	335	1727
MAP3K4_+_161412813.23-P1P2	1278	1	537	1
MAP3K4_+_161412953.23-P1P2	1363	1	1199	2
MAP3K4_+_161413018.23-P1P2	2	3	1065	4367
MAP3K4_-_161412851.23-P1P2	3751	6763	1272	1444
MAP3K4_-_161412865.23-P1P2	1	1	1038	1044
MAP3K5_+_137113501.23-P1P2	2102	4063	762	3
MAP3K5_-_137113110.23-P1P2	6128	7	1304	3
MAP3K5_-_137113480.23-P1P2	2349	5708	1535	1601
MAP3K5_-_137113498.23-P1P2	1332	1	1260	0
MAP3K5_-_137113656.23-P1P2	2	1	2334	2971
MAP3K6_+_27693402.23-P1P2	1	0	690	1
MAP3K6_+_27693436.23-P1P2	2526	3541	2275	4247
MAP3K6_-_27692805.23-P1P2	8	3083	2161	2410
MAP3K6_-_27693217.23-P1P2	0	0	0	0
MAP3K6_-_27693370.23-P1P2	1552	3	3042	3
MAP3K7_+_91296756.23-P1P2	761	1889	1508	2396
MAP3K7_+_91296774.23-P1P2	6	5478	1256	1
MAP3K7_-_91296403.23-P1P2	0	0	0	0
MAP3K7_-_91296731.23-P1P2	1628	11837	2183	6489
MAP3K7_-_91296743.23-P1P2	3168	1	612	902
MAP3K8_+_30723118.23-P1P2	1	1	628	846
MAP3K8_+_30723123.23-P1P2	3045	6	1562	8863
MAP3K8_+_30723542.23-P1P2	0	0	0	0
MAP3K8_+_30723548.23-P1P2	2193	2	1684	3349
MAP3K8_-_30723515.23-P1P2	1393	0	1130	1
MAP3K9_+_71275895.23-P1P2	2	3	1036	2020
MAP3K9_+_71276168.23-P1P2	1887	7246	1821	6326
MAP3K9_+_71276221.23-P1P2	843	5023	842	1099
MAP3K9_-_71275881.23-P1P2	2268	1	1256	2
MAP3K9_-_71275994.23-P1P2	1354	4517	2835	1016
MAP4K1_+_39108201.23-P1P2	0	1	629	0
MAP4K1_+_39108603.23-P1P2	1705	2	1053	1
MAP4K1_-_39108543.23-P1P2	3100	4717	2910	2051
MAP4K1_-_39108568.23-P1P2	6	1954	1446	0
MAP4K1_-_39108597.23-P1P2	3	3	307	2024
MAP4K2_+_64570318.23-P1P2	1672	1	682	1
MAP4K2_-_64570024.23-P1P2	729	1	556	0
MAP4K2_-_64570252.23-P1P2	948	0	1113	3467
MAP4K2_-_64570267.23-P1P2	2535	12745	1481	7
MAP4K2_-_64570446.23-P1P2	4	3022	1047	2
MAP4K3_+_39664019.23-P1P2	1492	0	364	0
MAP4K3_+_39664025.23-P1P2	741	4185	2102	3406
MAP4K3_-_39663962.23-P1P2	7	3	1373	3268
MAP4K3_-_39664372.23-P1P2	2986	2	891	1
MAP4K3_-_39664377.23-P1P2	875	1	372	1
MAP4K4_+_102314194.23-P1P2	7	3885	2192	1303
MAP4K4_+_102314209.23-P1P2	6284	6	3376	3076
MAP4K4_-_102314371.23-P1P2	0	0	705	415
MAP4K4_-_102314429.23-P1P2	4	2529	1124	0
MAP4K4_-_102314572.23-P1P2	0	0	460	0
MAP4K5_+_50999154.23-P1P2	1	0	773	0
MAP4K5_+_50999160.23-P1P2	1406	5969	1612	1
MAP4K5_+_50999233.23-P1P2	2834	5180	874	1542
MAP4K5_-_50998897.23-P1P2	3289	1	1577	2110
MAP4K5_-_50999269.23-P1P2	5	2185	1729	5428
MAPK10_+_87280698.23-P1P2	2982	1	1162	0
MAPK10_+_87280805.23-P1P2	1510	0	612	2
MAPK10_+_87280809.23-P1P2	2161	1	716	1944
MAPK10_+_87281193.23-P1P2	579	0	407	1
MAPK10_-_87281220.23-P1P2	2	1	1140	1945
MAPK11_+_50708400.23-P1P2	2781	1	1805	0
MAPK11_+_50708466.23-P1P2	5	6717	1715	3741
MAPK11_-_50708384.23-P1P2	2368	0	1108	1179
MAPK11_-_50708414.23-P1P2	5129	2818	1484	2
MAPK11_-_50708798.23-P1P2	1654	1	3127	4199
MAPK12_+_50699693.23-P1P2	1	0	1140	0
MAPK12_+_50699710.23-P1P2	5566	2	3220	2665
MAPK12_-_50699638.23-P1P2	2135	1638	4002	2951
MAPK12_-_50699664.23-P1P2	1764	3	2353	3489
MAPK12_-_50700104.23-P1P2	1384	4734	2766	3335
MAPK13_+_36095562.23-P2	337	1	1205	1726
MAPK13_+_36095584.23-P2	2	1	257	1653
MAPK13_+_36098337.23-P1	5247	5318	1539	5851
MAPK13_+_36098340.23-P1	4266	5	3209	3
MAPK13_+_36098354.23-P1	1562	1	1246	0
MAPK13_+_36098714.23-P1	0	0	669	0
MAPK13_-_36095589.23-P2	1670	2	1798	2
MAPK13_-_36095915.23-P2	1875	3	979	3622
MAPK13_-_36095987.23-P2	1	0	1128	556
MAPK13_-_36098350.23-P1	4	3	1079	1210
MAPK14_+_35995582.23-P1P2	1426	2	1460	0
MAPK14_+_35995634.23-P1P2	370	5353	479	2209
MAPK14_+_35995994.23-P1P2	1178	0	117	1
MAPK14_-_35995588.23-P1P2	3161	5	2843	5780
MAPK14_-_35995742.23-P1P2	1	1	661	0
MAPK15_+_144798542.23-P1P2	0	0	1138	0
MAPK15_+_144798554.23-P1P2	1436	0	219	1
MAPK15_-_144798562.23-P1P2	1344	0	1172	1659
MAPK15_-_144798594.23-P1P2	0	0	0	0
MAPK15_-_144798966.23-P1P2	1189	2	1062	1621
MAPK1_+_22221893.23-P1P2	5926	8835	2780	1543
MAPK1_+_22221900.23-P1P2	1374	5	3098	2
MAPK1_-_22221517.23-P1P2	1613	3	2006	2404
MAPK1_-_22221858.23-P1P2	3	2237	1988	1693
MAPK1_-_22221879.23-P1P2	4558	1	2278	597
MAPK3_+_30134158.23-P1P2	3578	2	1733	1
MAPK3_+_30134224.23-P1P2	0	0	227	0
MAPK3_+_30134473.23-P1P2	1609	2	199	3264
MAPK3_-_30134173.23-P1P2	3818	4	1229	1580
MAPK3_-_30134490.23-P1P2	1	1	1425	1
MAPK4_+_48086657.23-P1P2	2773	520	2293	1599
MAPK4_+_48086820.23-P1P2	2041	2	2048	768
MAPK4_+_48086890.23-P1P2	4046	5515	3098	5036
MAPK4_-_48086502.23-P1P2	2106	5453	3268	1827
MAPK4_-_48086531.23-P1P2	2	1	772	3509
MAPK6_+_52312067.23-P1P2	1975	1	846	1017
MAPK6_+_52312100.23-P1P2	2	0	1781	2083
MAPK6_-_52311450.23-P1P2	2	0	962	0
MAPK6_-_52311453.23-P1P2	615	4	1036	1344
MAPK6_-_52311462.23-P1P2	3	3	2538	0
MAPK7_+_19281101.23-P1P2	1256	0	1444	0
MAPK7_+_19282166.23-P1P2	1601	1	864	1
MAPK7_-_19281081.23-P1P2	5331	3	3682	3973
MAPK7_-_19281094.23-P1P2	2358	1	676	0
MAPK7_-_19281159.23-P1P2	2327	3	787	1
MAPK8IP1_+_45907239.23-P2	2329	3	1643	2
MAPK8IP1_+_45907688.23-P2	1	565	503	1
MAPK8IP1_+_45921668.23-P1	2326	4	2040	0
MAPK8IP1_+_45922088.23-P1	5821	7	2622	3068
MAPK8IP1_-_45907276.23-P2	1497	3443	2794	3499
MAPK8IP1_-_45907580.23-P2	0	0	1255	1
MAPK8IP1_-_45907653.23-P2	5282	5420	2341	1613
MAPK8IP1_-_45921715.23-P1	1145	4	1166	2650
MAPK8IP1_-_45922057.23-P1	1560	5	488	2915
MAPK8IP1_-_45922095.23-P1	2862	3	892	1876
MAPK8IP2_+_51039278.23-P1P2	1463	1	1615	5178
MAPK8IP2_-_51039250.23-P1P2	1516	2	1135	2946
MAPK8IP2_-_51039253.23-P1P2	0	0	0	0
MAPK8IP2_-_51039587.23-P1P2	3174	5752	618	5
MAPK8IP2_-_51039617.23-P1P2	1	0	1016	1
MAPK8IP3_-_1756208.23-P1P2	1522	4440	1739	4
MAPK8IP3_-_1756242.23-P1P2	2866	12775	3479	3614
MAPK8IP3_-_1756275.23-P1P2	3884	2808	2488	1
MAPK8IP3_-_1756368.23-P1P2	3	2985	596	2254
MAPK8IP3_-_1756404.23-P1P2	1303	2699	497	1143
MAPK8_+_49515119.23-P1P2	670	3	2051	2846
MAPK8_+_49515127.23-P1P2	2346	0	1023	1542
MAPK8_-_49514766.23-P1P2	1040	4808	1427	1787
MAPK8_-_49514791.23-P1P2	5489	7760	2313	3379
MAPK8_-_49515026.23-P1P2	0	0	1106	0
MAPK9_+_179718994.23-P1P2	5549	6	1709	962
MAPK9_+_179719015.23-P1P2	6	4	2611	2185
MAPK9_+_179719045.23-P1P2	738	4	2257	6880
MAPK9_-_179718613.23-P1P2	2353	3	1676	1756
MAPK9_-_179719011.23-P1P2	3953	4	2420	0
MAPKAP1_+_128412327.23-P2	1309	2	640	0
MAPKAP1_+_128412632.23-P2	1143	3410	366	577
MAPKAP1_+_128412671.23-P2	1	2	607	2125
MAPKAP1_+_128412686.23-P2	1717	5516	1337	4
MAPKAP1_+_128469261.23-P1	0	1	1057	1
MAPKAP1_+_128469415.23-P1	669	2	766	0
MAPKAP1_+_128469461.23-P1	444	5368	156	0
MAPKAP1_+_128469476.23-P1	1307	0	242	1571
MAPKAP1_-_128412268.23-P2	0	130	161	0
MAPKAP1_-_128469133.23-P1	1367	1	850	3004
MAPKAPK2_+_206858711.23-P1P2	1373	5	1948	2410
MAPKAPK2_-_206858257.23-P1P2	2173	3733	3333	1275
MAPKAPK2_-_206858409.23-P1P2	910	4548	1923	2778
MAPKAPK2_-_206858786.23-P1P2	1	5242	2319	1
MAPKAPK2_-_206858800.23-P1P2	998	4	1377	0
MAPKAPK3_+_50654590.23-P1P2	1	1	1228	1
MAPKAPK3_+_50654634.23-P1P2	3159	3420	1001	3
MAPKAPK3_+_50654641.23-P1P2	2479	4859	1571	1876
MAPKAPK3_+_50654647.23-P1P2	5907	1	2517	3180
MAPKAPK3_+_50654665.23-P1P2	0	0	240	0
MAPKAPK5_+_112280458.23-P1P2	3132	2	1496	1167
MAPKAPK5_-_112280047.23-P1P2	4224	3892	1467	1487
MAPKAPK5_-_112280058.23-P1P2	435	2	2377	3997
MAPKAPK5_-_112280061.23-P1P2	952	4936	1687	2
MAPKAPK5_-_112280444.23-P1P2	11	13357	2206	4677
MAPKBP1_+_42066684.23-P1P2	1625	10052	721	7
MAPKBP1_+_42066764.23-P1P2	2392	7551	3377	1
MAPKBP1_+_42067047.23-P1P2	0	0	295	1
MAPKBP1_-_42066728.23-P1P2	1638	3125	2520	3154
MAPKBP1_-_42066929.23-P1P2	958	0	195	0
MARCKS_+_114178579.23-P1P2	1402	4960	888	3
MARCKS_+_114178793.23-P1P2	1	0	1147	0
MARCKS_+_114178796.23-P1P2	1537	2	2475	4159
MARCKS_+_114178858.23-P1P2	0	0	0	0
MARCKS_-_114178610.23-P1P2	1	1	1270	0
MARK1_+_220701807.23-P1P2	1847	1	652	892
MARK1_+_220701920.23-P1P2	1445	0	238	0
MARK1_+_220701924.23-P1P2	1594	0	750	1
MARK1_+_220702229.23-P1P2	1789	3700	363	4
MARK1_-_220701952.23-P1P2	881	3	640	541
MARK2_+_63606628.23-P1	4585	7420	2886	2060
MARK2_+_63656051.23-P2	1799	3146	857	1693
MARK2_+_63656055.23-P2	3	2	502	4100
MARK2_+_63656113.23-P2	2531	5199	1737	1851
MARK2_+_63656366.23-P2	2748	4	2794	5
MARK2_-_63606604.23-P1	4748	3	1782	4523
MARK2_-_63606618.23-P1	1265	0	504	1
MARK2_-_63607026.23-P1	3341	3	885	2013
MARK2_-_63607048.23-P1	3469	3	2562	2
MARK2_-_63656296.23-P2	0	5	1189	4133
MARK3_+_103851946.23-P1	2448	3	1269	1386
MARK3_+_103871446.23-P2	1921	3544	2079	5718
MARK3_+_103871459.23-P2	0	1	258	1725
MARK3_+_103871494.23-P2	2077	1	1149	1
MARK3_+_103871511.23-P2	2	0	801	0
MARK3_-_103851740.23-P1	2794	1	1622	2
MARK3_-_103851762.23-P1	486	5784	1836	4423
MARK3_-_103851778.23-P1	4568	6	786	1520
MARK3_-_103851786.23-P1	1506	1	742	1860
MARK3_-_103871548.23-P2	0	0	462	1
MARK4_+_45754564.23-P1P2	5529	8125	2727	5562
MARK4_+_45754924.23-P1P2	1411	2	1953	1
MARK4_+_45754957.23-P1P2	2103	2	1381	3
MARK4_+_45754981.23-P1P2	2270	2	1934	3129
MARK4_+_45755019.23-P1P2	1540	5079	1605	2168
MASP2_+_11107250.23-P1P2	1743	0	996	1741
MASP2_+_11107254.23-P1P2	4	2926	1547	1917
MASP2_+_11107258.23-P1P2	1877	4	1385	0
MASP2_+_11107300.23-P1P2	1236	3524	1227	3
MASP2_-_11107265.23-P1P2	4	2763	309	0
MAST1_+_12944770.23-P2	786	6	1794	9506
MAST1_+_12944776.23-P2	4	3	2685	2712
MAST1_+_12944779.23-P2	3145	2866	2365	540
MAST1_+_12945172.23-P2	1311	1	880	3760
MAST1_+_12945186.23-P2	3956	944	1380	700
MAST1_+_12949344.23-P1	0	0	595	0
MAST1_+_12949376.23-P1	1825	3340	776	1626
MAST1_+_12949519.23-P1	4260	3	2059	1652
MAST1_+_12949693.23-P1	3855	4927	1997	3218
MAST1_+_12949712.23-P1	2940	3	2718	12
MAST2_+_46269318.23-P1P2	3187	8137	2248	4675
MAST2_-_46269291.23-P1P2	3634	2649	1678	1678
MAST2_-_46269333.23-P1P2	2604	1	1783	1
MAST2_-_46269336.23-P1P2	3433	2252	875	6
MAST2_-_46269769.23-P1P2	0	0	0	0
MAST3_+_18208647.23-P1P2	5922	864	4741	3249
MAST3_+_18209026.23-P1P2	4	1834	1395	2010
MAST3_-_18208625.23-P1P2	1418	2	1234	2670
MAST3_-_18208658.23-P1P2	2284	4609	1886	3
MAST3_-_18208662.23-P1P2	5745	4	2253	3
MAST4_+_65892185.23-ENST00000403625.2,ENST00000404260.3	2	4803	2041	1870
MAST4_+_65892577.23-ENST00000403625.2,ENST00000404260.3	1546	1	1533	1
MAST4_+_65892684.23-ENST00000403625.2,ENST00000404260.3	1833	1814	1536	2
MAST4_-_65892199.23-ENST00000403625.2,ENST00000404260.3	1222	2	1768	1022
MAST4_-_65892226.23-ENST00000403625.2,ENST00000404260.3	2559	1	2006	1971
MASTL_+_27444335.23-P1P2	1536	3433	1235	1008
MASTL_-_27444305.23-P1P2	0	0	0	0
MASTL_-_27444315.23-P1P2	0	0	0	0
MASTL_-_27444320.23-P1P2	0	1	184	0
MASTL_-_27444413.23-P1P2	0	0	155	0
MAT1A_+_82049318.23-P1P2	5	3	2242	2040
MAT1A_+_82049410.23-P1P2	0	0	345	1
MAT1A_-_82049347.23-P1P2	2925	3	1527	1
MAT1A_-_82049366.23-P1P2	5	1	1772	2007
MAT1A_-_82049387.23-P1P2	0	0	876	0
MAT2A_+_85766276.23-P1P2	1	1	1873	1754
MAT2A_+_85766280.23-P1P2	1506	2106	885	1663
MAT2A_+_85766302.23-P1P2	1703	5260	742	5
MAT2A_+_85766367.23-P1P2	1341	0	763	1
MAT2A_+_85766721.23-P1P2	1	1	1001	1949
MATK_+_3785894.23-P1P2	857	1769	1608	1394
MATK_+_3786153.23-P1P2	3841	3063	512	2213
MATK_+_3786205.23-P1P2	317	0	1511	1609
MATK_-_3785860.23-P1P2	3	1	2188	1449
MATK_-_3786253.23-P1P2	3899	3	3732	4837
MBL2_+_54530976.23-P1P2	1232	1	1357	2
MBL2_+_54531349.23-P1P2	0	0	0	0
MBL2_+_54531352.23-P1P2	0	0	0	0
MBL2_-_54531299.23-P1P2	3445	1495	2615	2
MBL2_-_54531362.23-P1P2	2704	1	1461	28
MB_+_36012953.23-P1P2	1	1	1760	1562
MB_-_36012912.23-P1P2	1	0	88	0
MB_-_36013180.23-P1P2	0	0	341	0
MB_-_36013357.23-P1P2	569	1	872	1729
MB_-_36013372.23-P1P2	1	2	225	1845
MC2R_+_13915038.23-P1P2	2255	1078	2165	3298
MC2R_+_13915064.23-P1P2	1494	4692	1370	1737
MC2R_+_13915087.23-P1P2	5	3584	1278	2
MC2R_-_13915128.23-P1P2	1	2	197	1962
MC2R_-_13915463.23-P1P2	0	0	142	0
MCCC1_+_182817256.23-P1P2	2206	2	870	2748
MCCC1_+_182817292.23-P1P2	0	0	209	0
MCCC1_+_182817298.23-P1P2	4203	7	1356	1903
MCCC1_+_182817301.23-P1P2	1	0	1709	1
MCCC1_-_182817269.23-P1P2	1137	0	1368	0
MCCC2_+_70883215.23-P1P2	734	2704	2523	4635
MCCC2_+_70883259.23-P1P2	0	1	984	1
MCCC2_+_70883650.23-P1P2	1463	4	447	2435
MCCC2_-_70883196.23-P1P2	2867	2	1377	1106
MCCC2_-_70883385.23-P1P2	0	0	280	0
MCFD2_+_47142860.23-P1	5301	1	752	5
MCFD2_+_47142889.23-P1	406	1228	1467	0
MCFD2_+_47142972.23-P1	3799	3	2162	1
MCFD2_+_47168832.23-P2	5	4	1503	2572
MCFD2_-_47142505.23-P1	797	1	1275	1
MCFD2_-_47142680.23-P1	0	1	1445	2
MCFD2_-_47168422.23-P2	188	5619	705	942
MCFD2_-_47168823.23-P2	10	5093	1289	3253
MCFD2_-_47168874.23-P2	948	0	468	1
MCFD2_-_47168880.23-P2	0	0	167	1
ME2_+_48405483.23-P1P2	2	0	1120	0
ME2_+_48405494.23-P1P2	3	3699	439	1533
