	differentiation	differentiation	differentiation	differentiation	lower	lower	lower	lower	upper	upper	upper	upper	upper_vs_lower	upper_vs_lower	upper_vs_lower	upper_vs_lower
GPX7	0.3363925413553398	-2.1660493390521167	5	5	0.9896406451111373	8.941910621570237	5	5	0.602370769553958	-3.439886069070649	4	4	0.8700179988420107	-7.989834536419167	4	4
GPX8	0.5649220302157778	-8.396786982221936	5	5	0.4617297748757533	4.554886544353613	3	3	0.2677293532293714	-4.527558458765379	3	3	0.29446852463267126	-10.581098110518381	1	1
GRIA1	0.38540214903053027	-5.680687178643621	5	5	0.9417756252234913	2.7840942008617184	3	3	0.9538376416290342	-3.283179717690088	4	4	0.8241261146639588	-5.2012906917839095	3	3
GRIA2	0.423975969416849	-7.882781245846485	5	5	0.22195788313876263	-1.4192585440225702	2	2	0.2416066659015772	-8.67334894355811	2	2			0	0
GRIA3	0.18887391358491534	-8.16171758853656	4	4	0.5636966382218513	9.227742698567374	1	1	0.27220582618956657	3.5518727002353603	3	3	0.8856559261797309	-4.920999560909599	3	3
GRID1	0.5317590566476502	-1.8974188897570639	5	5	0.3986957270156035	12.046079983278931	5	5	0.4969209614225687	-0.5629351463592153	5	5	0.7477340440880693	-8.752948913556924	4	4
GRID2	0.2509763595296034	-8.086723081724179	5	5	0.6170528519825211	8.322533582723786	3	3	0.0188794601807268	9.294731138813079	5	5	0.4208609374231028	-4.023943861208242	5	5
GRIK2	0.23836165707475399	-8.95972967301363	5	5	0.08058508594599562	12.877894788560903	3	3	0.31210358250181325	3.6629201162669536	4	4	0.48060740538231683	-12.843533303798997	4	4
GRIK3	0.5947320564768949	0.26911478973711483	5	5	0.5078568779189758	2.024954407467415	5	5	0.8518803071834002	-5.132424927262512	5	5	0.6314964443859747	-4.832644108649451	4	4
GRIK4	0.7439240790322463	-7.638861150732457	5	5	0.19823441645713302	11.639489773648753	3	3	0.44638645169291147	3.2384679966974734	4	4	0.5662983738145992	-15.752307585484978	5	5
GRIK5	0.23589338522078385	-8.453780341548004	5	5	0.5032906715876146	5.049385191294465	2	2	0.015230400096736395	7.931344027707367	4	4	0.13780737369746804	-1.1088754685628501	4	4
GRIN1	0.6564053415192777	-4.604640641958065	5	5	0.9342596937976486	8.085589235370058	4	4	0.3248260914210802	-6.105739044306714	3	3	0.28543489400435684	-12.935024105403844	2	2
GRIN2C	0.8886618099197483	-5.290900831958032	5	5	0.6013188402665999	6.1038110943935635	3	3	0.5538897025707736	3.855557584388915	5	5	0.8258231017016949	-8.820554500327132	4	4
GRIN2D	0.3719245441491863	-8.662460250541928	5	5	0.7598437280264725	12.11888098816859	4	4	0.04480392048815038	-10.165649404718321	2	2	0.08136226093604486	-17.71206844927167	2	2
GRIN3A	0.527684126430728	-4.990309960081976	5	5	0.3521059663418048	15.942339071846968	5	5	0.0881055097340203	4.253457385492259	4	4	0.9198552447733648	-11.865022153212188	5	5
GRIN3B	0.6519148178577222	-2.2464933858846954	5	5	0.4035505227029488	8.031013544663098	5	5	0.6464833221017146	-3.196815116863648	4	4	0.6557662767367889	-8.447445468467764	4	4
GRK1	0.12818248624683012	-1.2191728492621434	5	5	0.8120705148574179	5.67641688333908	4	4	0.0538396971483474	-9.59253645646995	4	4	0.12775690535289896	-12.23795069044322	3	3
GRK4	0.13947377694672577	0.9071718556745183	5	5	0.2773379466103324	5.451161719038358	5	5	0.35051070309736587	-6.235601658647295	5	5	0.8562820880306701	-11.700181363353883	5	5
GRK5	0.1428365695316339	1.617027996160928	5	5	0.9758311899789928	9.789460327699912	5	5	0.6999722341315526	-5.416559154811146	5	5	0.289638945955366	-9.037903612203563	3	3
GRK6	0.1861014037634212	1.597883175146092	5	5	0.6809577535966672	2.5178029378105538	5	5	0.14927057381833403	-9.319412953367488	5	5	0.5133369238656149	-5.9458155619618855	3	3
GRK7	0.7251759389949729	-5.103026532533159	5	5	0.3198858120301791	8.43083614394309	4	4	0.23097872559102595	3.7514945932348085	4	4	0.8789105686766774	-4.750091540065991	4	4
GRM2	0.7158624805210481	-1.9525540090451257	5	5	0.9034502746478965	3.249293506845748	4	4	0.725001421612616	-1.9205522876448426	4	4	0.6285977579012942	-1.8961525009686078	3	3
GRM4	0.8190815497396947	-8.174425499045176	10	10	0.5988718899189853	14.913926282480398	8	8	0.7481547389385432	-3.539531807004052	8	8	0.7244635686686405	-15.881250731570825	6	6
GRM7	0.09562671866098621	0.8436477589460486	10	10	0.16581225252073306	5.973836485983074	10	10	0.4521410207293123	-8.986006947691658	10	10	0.666506271909885	-5.1999007349161905	7	7
GRM8	0.7392222905184969	-4.697072770514133	5	5	0.9265462741340409	8.627991886386338	4	4	0.3669983519637525	-3.499364567035831	3	3	0.3601334303089583	-9.117884722079742	3	3
GSG2	0.14799697279868418	1.300342298308672	5	5	0.17830358963729687	2.0117335631086877	5	5	0.3148444275739728	-6.809576153706317	5	5	0.7438000152380875	-2.317417622244101	3	3
GSK3A	0.2433527622901227	-5.783499406425037	5	5	0.4481667664083513	6.569133772391386	3	3	0.29535725760161435	1.2665961577718965	4	4	0.8856559261797309	-4.707955246840324	3	3
GSK3B	0.12205704902943779	-0.006225110577665689	5	5	0.2968491201447703	-1.0739143691195785	4	4	0.13012162274250477	-10.069303352228623	5	5	0.1510564044067528	2.827051574362544	1	1
GSR	0.4167992957708768	-5.600476706694976	5	5	0.43483297681819333	6.619525298923574	3	3	0.18523311319628355	-8.340638940066816	3	3	0.05910613216726705	-18.153880852294254	2	2
GSS	0.3104845943643869	-2.0216432647860154	5	5	0.767244064632483	8.40560819254746	4	4	0.6528927461773759	-3.4114987339172487	4	4	0.5049486807858136	-8.418088634846013	3	3
GSTA2	0.6564053415192777	-2.459796292022039	5	5	0.5935229888205811	2.5136100012967866	4	4	0.9524810399580087	-2.2366504116493697	5	5	0.5651475592471655	-1.6597666065762446	3	3
GSTA3	0.628072365356692	-1.7218598189648802	4	4	0.18673218431587135	-1.2401749643598095	3	3	0.486482969484068	0.8591818050044724	3	3	0.049884638932571924	2.257672367637864	3	3
GSTA4	0.22004467163686459	-9.448172505694659	10	10	0.7598437280264725	9.455869762165431	4	4	0.15761328395187368	3.811556386077381	7	7	0.3433183710743213	-8.434165095648085	6	6
GSTA5	0.03257374715319043	1.769536912317682	5	5	0.4385137118628315	2.7159314871204496	5	5	0.07977583778744303	-9.686694620100363	5	5	0.41726130670800565	-5.961811243914497	2	2
GSTK1	0.8985023658099028	-5.177867533871756	5	5	0.8178185521799152	3.4744674244401854	3	3	0.4124262008113354	-5.624308366635972	3	3	0.6322208389509509	-9.043866255573278	1	1
GSTM4	0.07492331644583618	1.339106711322497	4	4	0.6036345294692856	5.754869228721257	4	4	0.6528927461773759	-3.156181910780093	4	4	0.9774922380570643	-8.773691156994994	4	4
GSTO1	0.9975177373139092	-5.324681236579624	5	5	0.9111408467360205	8.443901937553308	4	4	0.5812389335291523	-3.1326574954386666	3	3	0.41763748659739	-9.177392992912704	3	3
GSTO2	0.04750776792930081	1.5507063237307974	5	5	0.08112956905552651	1.108646867225282	5	5	0.008440004398893045	-10.501466436902168	5	5	0.1714880189307838	-18.603079348852294	1	1
GSTT2	0.6340799561146289	-4.497913288545779	5	5	0.21597553982287754	11.958254947709237	4	4	0.14460887434061637	-6.9604727088277665	3	3	0.028985094764266736	-19.687654957822563	4	4
GUCA1A	0.06892367892098658	-4.900226306853507	10	10	0.003632823942016365	-2.687942351640171	8	8	0.02038360125394434	-10.559177224201315	8	8	0.5217971521146411	0.839741933321454	3	3
GUCY2C	0.31718938408384667	-0.8716105432700111	4	4	0.585768495801301	0.7434189617524979	3	3	0.9043013934051304	-3.3829562602269285	4	4	0.9041088338302047	0.26702609475308847	2	2
GUCY2D	0.7251759389949729	-8.103832698416191	5	5	0.2732649050699557	4.03253284786248	3	3	0.8446653129574682	-3.608365624433391	4	4	0.43594688289199346	-2.7813771891598815	2	2
GUCY2F	0.6474368805806119	-4.570803148296933	5	5	0.9265462741340409	7.583697882616005	4	4	0.5645810207952495	-4.0723546443027745	5	5	0.8170453009277164	-8.374810508631422	4	4
GUK1	0.10110322227367909	-9.205015787711067	5	5	0.02724395601959539	15.740601085137973	3	3	0.5240023074143096	-8.030883801123233	1	1	0.013981967682743998	-18.855320282165387	3	3
GUSB	0.20544098866675609	0.8705802736896057	5	5	0.10645577636616343	1.5621535312721058	5	5	0.04154722432793629	-9.877217311443545	5	5	0.48022379094487777	-6.6723060590554875	3	3
GYG1	0.46471863326889606	-6.125274675931222	5	5	0.3838407081788807	6.514109240915954	3	3	0.2912664936520487	3.7188115780378026	4	4	0.9774922380570643	-5.6822632565718365	4	4
GZMB	0.1159918547772143	1.6118996045036769	4	4	0.4066975841122953	-0.7382216744716755	4	4	0.9043013934051304	-1.8478778623163574	4	4	0.45617396933916476	1.147127572605373	3	3
H6PD	0.5622920525721012	-9.58773337934619	10	10	0.1610353069275794	13.269267858964723	8	8	0.9527711937500707	-2.8284575423683207	8	8	0.14378429503389048	-12.752492119487279	7	7
HADH	0.4275912420825324	-2.21162132000136	5	5	0.8804356894793568	5.914575325153628	4	4	0.7586507876176383	0.4891836954416869	4	4	0.9415245008787722	-5.454894646211263	4	4
HADHA	0.28463993721353786	-1.0112206312054586	4	4	0.1551894532963833	-1.2871702148892357	3	3	0.602370769553958	-0.02068350182276039	4	4	0.2240648709700087	1.3749276239114578	3	3
HAGH	0.7251759389949729	-1.9657341867361844	5	5	0.8659613684479033	9.000689897505081	5	5	0.24441616296581703	-4.119370264174056	5	5	0.17395866300991503	-9.428236014854205	3	3
HAL	0.6385193141827058	0.11487165310461411	5	5	0.7194297851543845	3.4455322591051374	5	5	0.7901043763119766	-5.091978642309062	5	5	0.8343169373703494	-2.8449950297087683	3	3
HAO1	0.7228436464328425	-7.1268425907935615	5	5	0.633992445906967	-0.46458486824618017	2	2	0.6243342099193211	-3.0923122019952127	3	3	0.4384096229786417	1.72549807091392	1	1
HAO2	0.35874312396687147	-8.135975646810166	5	5	0.20176461251143984	9.87639580336556	2	2	0.9056215408876463	-2.385515372887349	3	3	0.44052455086533027	-11.204256803639089	3	3
HARS	0.6453610084742636	-2.7344070274935115	2	2	0.4750045753332912	-1.3272767083544519	1	1	0.28553710900058427	-9.583189972280927	1	1			0	0
HBA1	0.5772133892447414	-7.267595924549692	8	8	0.48064147483367936	11.101018340651995	6	6	0.395263111026534	-1.3498106662738174	6	6	0.8483919991103628	-9.523271216391718	5	5
HBB	0.37062641735716473	-9.609871012668505	10	10	0.9269920967381817	16.89880540452379	8	8	0.7750449756385072	-3.1769796821622536	6	6	0.9817383452176681	-16.671565335907072	6	6
HBG1	0.19123061750302206	-0.6614091234244363	4	4	0.4617297748757533	2.508423933676285	3	3	0.2503308729813344	-6.301455460209344	3	3	0.8220708729582533	-8.92871450879672	2	2
HCK	0.16059058987877894	-1.949533884575608	5	5	0.651808819761505	2.2221153048596762	4	4	0.02452930298589123	-9.812575934455557	4	4	0.10563348227890615	-19.434733754187498	1	1
HCN2	0.796238686445729	-5.285180114381658	5	5	0.2461848323371547	12.555996987427742	4	4	0.7654382284752708	0.4312686438305367	4	4	0.3047578096938506	-15.376339467568066	5	5
HCRT	0.20767683912981494	-1.230446575518158	5	5	0.16374998424918574	1.3941738540820456	4	4	0.5917353948849915	-4.406659015360753	5	5	0.2608946563559693	-1.233157819872649	3	3
HDC	0.5115451476448174	-2.0050788627287313	5	5	0.10825972143821798	1.3212675246617576	4	4	0.6999722341315526	-3.7287462032373924	5	5	0.13273684784334738	-0.7576587688430774	3	3
HDHD1	0.8592488606084292	-2.2041413617315277	5	5	0.8196062304539233	5.732642760685958	4	4	0.6823969143331896	-2.841738554823848	5	5	0.8547806205172963	-7.961152617200445	3	3
HEXB	0.7770952342274552	-0.22807068345594475	5	5	0.18111143661382267	9.735148160409118	5	5	0.44323425304160013	-1.220266345501861	5	5	0.5997482906588206	-8.308749603506095	4	4
HGS	0.6630913460928324	-5.659466930966886	4	4	0.46874481191669715	3.2727072540776554	2	2	0.028064798520135038	-10.677774558259156	2	2	0.10563348227890615	-19.488056517069815	1	1
HIBADH	0.6252407574028693	-5.48869872378524	5	5	0.30919237979861824	6.877735173384484	3	3	0.019285959058320864	7.816336911792738	5	5	0.2597848020125052	-4.656868781850847	5	5
HIBCH	0.9694188949074174	-2.634419662796232	4	4	0.9328378024560585	3.159622770890446	3	3	0.39504049271710706	1.1055705606228023	4	4	0.6101583166143778	-1.9483868666102413	3	3
HIF1AN	0.09356960631007324	-0.47751977282273206	5	5	0.036502929982682154	-2.301919664757022	4	4	0.06856834030341563	-10.027864418205588	4	4	1.0	-0.15890209086449936	1	1
HINT1	0.5652528814214959	-5.667617031222708	4	4	0.8198738922225053	3.9690190173059587	2	2	0.4242835370523418	3.132913830047024	3	3	0.5563406378078593	-2.276169475873085	3	3
HIPK1	0.20322268399087395	-1.2173637459973048	5	5	0.16970231506403877	-1.6585545749850177	4	4	0.18897478566464465	-6.724024806264556	4	4	0.14602895980960615	2.121903728276145	2	2
HIPK2	0.8446126894882864	-2.825219050030388	5	5	0.41776172604909567	7.164206394892699	4	4	0.34743773640048203	-8.981012963293614	4	4	0.1030180418608657	-15.190968553009075	2	2
HIPK3	0.6583411628227891	-8.39320415753229	10	10	0.13987425358429784	17.802539521880316	8	8	0.18127606991845324	10.511468423785635	9	9	0.5258866446346684	-13.816464936336663	8	8
HIPK4	0.8837478620129392	-5.823171976552129	5	5	0.8529114166419892	2.5030941317857835	3	3	0.1381196314597904	4.018962294004171	4	4	0.22941178941125662	-0.9884263270673523	4	4
HK1	0.41774179398790434	-8.98869853979599	10	10	0.013507184942776758	16.17162990707675	7	7	0.01260137419171222	10.124599270804922	9	9	0.46345633049807267	-12.839853696134147	9	9
HK2	0.3363925413553398	0.0009724777758155501	5	5	0.5474491261756043	3.0447889432922537	5	5	0.4199714631584993	1.3596248711403283	5	5	0.16194398434930057	-1.8361424052856468	5	5
HK3	0.897395526008232	-4.409575739028452	4	4	0.2116872514371817	-1.553731079995944	2	2	0.7767779949035605	-0.7926937861789775	3	3	0.30017237238335026	0.2682224146815959	2	2
HLA-A	0.8788383827548104	-0.011603148448743328	5	5	0.7389431665234396	5.684637812386575	5	5	0.5328090632647803	-5.804676833959565	5	5	0.9415245008787722	-8.54353439753912	4	4
HLA-B	0.5297195217394404	-1.906127259079751	5	5	0.25824327399626645	9.45112063961612	4	4	0.9113597733739448	-2.586175146738727	4	4	0.24279877889186918	-11.674110556750733	4	4
HLA-DQA2	0.732187850088774	-4.287438667693321	5	5	0.6899657210501795	2.3270573773619923	3	3	0.725001421612616	-2.5871065371934097	4	4	0.505018275524211	-3.115073943999958	2	2
HLA-DQB1	0.8753701516331931	-9.41959829540152	10	10	0.6733267160725733	5.073412081349542	6	6	0.5505829727282954	-3.4918797071885037	6	6	0.8405170719238915	-4.769489099233145	5	5
HLA-DRB1	0.7651980985993917	-4.78728907796805	5	5	0.6729244241513159	6.3696313270748375	4	4	0.46732211144039093	-5.5339267110727635	3	3	0.8408646898041267	-7.2660605474079	2	2
HLCS	0.5965707819142537	-8.36834832579836	10	10	0.22853828722818326	5.465857133626874	7	7	0.4714773895096954	-3.500171086135312	8	8	0.9598378260607108	-8.509826123207963	6	6
HMGCL	0.6631643621801504	-5.171888525956854	5	5	0.42335965437297274	12.863871319529919	4	4	0.9137948300777354	-2.35746578655552	3	3	0.11368735693078738	-12.522044724171801	3	3
HMGCR	0.1094077785611089	-7.888278582200112	3	3			0	0			0	0			0	0
HMGCS1	0.17996369266066836	-8.947808930058534	5	5	0.18647576289842605	-1.9671603530559096	1	1	0.9143101396284091	0.42258512738277965	2	2	0.21843721583784081	2.4602301436152807	1	1
HMOX2	0.6771031298664589	-1.8492012685303025	9	9	0.883977362375458	10.869581437366236	8	8	0.6334088849635305	-5.587565557183608	8	8	0.8153935081530646	-9.650333826683704	6	6
HNF4G	0.6598648560965059	-8.50240503274424	8	8	0.4592503784467781	2.633066834596035	5	5	0.7662159198944469	4.350973010914569	7	7	0.3346019542160441	-1.8631299044481555	4	4
HNMT	0.1936088888224755	-7.335622391330221	4	4	0.22195788313876263	10.420781603862936	2	2	0.10379800763099395	6.453976837840072	2	2	0.9687157558347669	-5.570660114522194	3	3
HPD	0.3719245441491863	-5.835076459607666	5	5	0.4290012439357622	9.576730964393116	4	4	0.25091559531265295	3.316393118862919	5	5	0.8967405044802678	-5.482430421011309	4	4
HPGDS	0.09298393037949489	-1.0516800566407805	4	4	0.731810421723722	3.333279483639412	3	3	0.7927636242635618	-1.8671786908194161	4	4	0.8038348087872224	-4.982165143284151	3	3
HPN	0.5176519747079696	-6.063352036076586	10	10	0.15901696263417797	3.0727964825968415	8	8	0.8438437681909234	-3.154241274182177	10	10	0.09430923558443134	-4.6021874691563625	7	7
HPRT1	0.6836049221571479	-3.0928431111358834	5	5	0.08575986067428704	13.701421021095216	5	5	0.3250662141626942	1.5649933213676466	4	4	0.3290764500784257	-12.31291583655018	5	5
HPX	0.9875891670534	-3.488251845866976	5	5	0.7744684353190315	3.339493136609798	3	3	0.14536161537588088	4.237310136640418	4	4	0.3460311401410645	-1.474465228866567	4	4
HRH1	0.9774081171971742	-9.228701019834391	10	10	0.39693188240265653	10.563313067385232	6	6	0.9180675853380665	4.315067800703356	8	8	0.3570266943659822	-18.244080326494505	7	7
HRH2	0.527684126430728	-1.3635068398440955	5	5	0.674622456662455	7.939268184422289	5	5	0.5276030493741566	-4.406617738225491	5	5	0.7143319843313938	-6.348992092499489	3	3
HRH3	0.8348846336771245	-3.071098805845614	5	5	0.03736526701216631	13.4330221627773	5	5	0.31638607723929146	1.036347691950944	4	4	0.11418195679074566	-12.576262863307539	5	5
HRH4	0.19239247800010817	-4.311964017892545	5	5	0.07309325402578999	-1.598854671568893	3	3	0.08235074150904048	-6.8997928522422995	3	3	0.8732478202697368	0.7637764340906195	1	1
HRSP12	0.7914408197717095	-8.581259111642181	5	5	0.046134259814973336	-2.2180639348500364	2	2	0.17759090178706305	-5.949775613488924	2	2	0.7496742692924563	0.9494837503260349	1	1
HS3ST1	0.273475761452449	-8.639506003444135	5	5	0.8847862201858687	3.4302430625196316	2	2	0.2589288704599565	3.9571826804606496	3	3	0.38108884120282016	-1.426049988935241	3	3
HS3ST3A1	0.9875891670534	-2.608650720665796	5	5	0.40844054685482256	13.208490872220102	5	5	0.6657883559333966	-5.070371502344262	4	4	0.3192020328956152	-19.148826189714168	5	5
HSD11B2	0.96277950935114	-2.3668557792021443	5	5	0.2707051788540027	10.142015716208443	4	4	0.8972505670990439	-5.205392318169449	4	4	0.21426011079281937	-11.695140027156866	3	3
HSD17B10	0.05307846848944081	-8.313389475213436	4	4	0.08680328616833853	21.335200225570247	1	1			0	0	0.12119836050275437	-19.08235495793658	1	1
HSD17B11	0.4956676860067398	-4.891109886768518	5	5	0.5402743268805934	2.3867603856241666	3	3	0.9082785869431553	3.5183784429316654	5	5	0.47361404369612026	-4.952884124021589	4	4
HSD17B6	0.1779515858761347	-9.130959742041673	5	5	0.6537821855143795	-0.4341557319144975	2	2	0.634985296512836	-4.317818682886635	2	2	0.9092749108051044	0.6477169500035274	1	1
HSD17B7	0.5245120538786048	-7.5043052039256635	7	7	0.06311551889181587	-1.9544975709328447	4	4	0.07415920206133027	-10.542576473615973	4	4	0.2270843147989463	2.441589583029863	1	1
HSD17B8	0.15509756432830935	-8.31626552593574	5	5	0.20885897647466922	12.016493925586039	4	4	0.33389983867098505	3.42615846377524	4	4	0.6472718678263668	-5.844916734926855	3	3
HSPG2	0.3620106242520005	0.13796944743863906	5	5	0.35660356633054524	9.850429940804728	5	5	0.9461542394297064	-2.959702185466655	5	5	0.3346019542160441	-9.00994947358302	4	4
HTR1A	0.27758522406283404	-3.3906339847687	5	5	0.5402743268805934	2.117828026258118	3	3	0.37554449522223854	3.2706417850172467	4	4	0.3696257417185146	-1.769778622940004	4	4
HTR1B	0.6033793400560964	0.08731583577758477	5	5	0.5707391645317546	2.881730452983652	5	5	0.7476089493407241	-1.8097521188116314	5	5	0.45297359578785656	-2.6199885079646386	4	4
HTR1D	0.07464535688481014	-1.4214695269606465	5	5	0.36937250044404735	1.5380929800064915	4	4	0.8203459355883245	-0.42409038905056146	4	4	0.8170453009277164	-2.1736595025491368	4	4
HTR1E	0.7251759389949729	-2.849788349124257	5	5	0.5825585145207126	9.02235819045813	5	5	0.6250896717335814	0.4639967663729016	5	5	0.8522831759328808	-4.860662155460038	4	4
HTR1F	0.17895545356593867	-8.923748498846745	5	5	0.6739103183496755	-0.5774713313607567	1	1	0.47445614013551096	4.602365040310181	2	2	0.4847140862230581	1.1673369652795618	2	2
HTR2A	0.535849872578561	-1.9924537349485887	5	5	0.25015966799340983	1.9118261244582466	4	4	0.18585870361918444	-3.172116047209597	5	5	0.5794599973297945	-8.321956389992646	2	2
HTR2B	0.07267373537631057	1.640936573810432	4	4	0.060410518087193665	-1.6605876270808657	4	4	0.9396577594671705	-0.7193646993289059	4	4	0.21239151851507987	1.618758699443817	4	4
HTR2C	0.5628204616999586	-7.520203410974414	5	5	0.1985051571754698	12.294706028309392	4	4	0.04185140867377662	6.611581874603238	4	4	0.6799540307796483	-8.693299209682685	5	5
HTR3A	0.5815501937449638	-9.88405713741865	10	10	0.5055843574095084	12.848307748130225	7	7	0.6355769742118157	-4.343359617761503	6	6	0.9817383452176681	-13.202400227559897	6	6
HTR4	0.8886618099197483	-2.150485039509108	5	5	0.7194297851543845	9.154904205512905	5	5	0.535943373396271	1.4244854930171966	4	4	0.9598769235567685	-7.8399858935464595	5	5
HTR6	0.17996369266066836	-6.2788899210509435	5	5	0.33668552683153763	7.018471019928557	3	3	0.5741938582939017	-1.3618258040186004	3	3	0.7736481427740518	-8.221981225673575	3	3
HTR7	0.31495831564176435	-1.3728258169547203	5	5	0.40123171183354833	1.8531991677848196	4	4	0.7384016836930404	-0.5700575510246263	4	4	0.9954978743064465	-2.5166829896694485	4	4
HUNK	0.47619685679962376	-5.971740915761997	5	5	0.9865522952025906	2.913128839373904	3	3	0.7927636242635618	-3.0413327343410255	4	4	0.5133369238656149	-5.080541145038187	3	3
IARS	0.38649108357847883	-0.9954978817952322	2	2	0.7984851849034864	8.358077524211545	2	2	0.18708599301342232	-10.044062125277438	1	1	0.09169818378552001	-20.42270539817895	1	1
IARS2	0.4669573229797005	-2.045941030088696	2	2	0.2950646778219367	-1.7266921987711434	1	1	0.1993692221587139	-9.981283708101373	1	1			0	0
IBTK	0.2619267803328219	-8.46750855670822	10	10	0.43413195754570477	8.73919340790509	7	7	0.6750502229347353	4.03039766334638	9	9	0.666506271909885	-11.332892473928851	7	7
ICK	0.5155555965670764	-1.9485784927189889	5	5	0.6448308255888252	2.0868047282180524	4	4	0.9893415150470528	-2.533442434133113	4	4	0.3141164800746591	-1.0645316913116183	3	3
IDE	0.9132920403032543	-4.841400371650196	5	5	0.6943011151394684	4.675706133577337	4	4	0.7356007307959467	-3.7909305276656213	5	5	0.3601334303089583	-1.5747867681345025	3	3
IDH3A	0.7653722974378432	-5.69283237336921	10	10	0.5345686456722503	9.854025505330812	8	8	0.9314624195828857	-2.5124125953170675	10	10	0.8939536244364943	-15.792466027092994	9	9
IDH3B	0.4132379922438272	-8.317987857565328	5	5	0.5627995691474805	8.8097945414787	3	3	0.31638607723929146	3.9160634611693297	4	4	0.9954978743064465	-8.570184636757366	4	4
IDH3G	0.06688971885745353	1.465904828985049	5	5	0.8795980919872574	2.6167264481488406	5	5	0.7177097300449508	-6.391387880539697	5	5	0.4328167340199195	-1.664065736417647	3	3
IFNAR2	0.46092704007166974	-4.5573358931770995	5	5	0.3540499420404086	4.753296208892566	4	4	0.9113597733739448	0.10438924109178471	4	4	0.6314964443859747	-4.943254890009552	4	4
IFNGR1	0.4956676860067398	-5.367313791108818	5	5	0.41832582087637704	15.913696398944792	5	5	0.4063650444793637	2.9030497275005325	5	5	0.5919255611458201	-9.396069416618898	4	4
IFNGR2	0.669951034500902	-0.46315686091196384	5	5	0.1519847795867504	11.013181821744496	5	5	0.29609854339273767	1.9098710957632126	5	5	0.45653844114365516	-9.239157286548625	5	5
IGF1R	0.046719883826643716	-0.9006771529071843	10	10	0.27653754286996657	8.99689791458543	9	9	0.21084895204258147	-3.6868825355716264	10	10	0.9192333334167537	-14.512410849668631	7	7
IGFBP7	0.08202025169791338	1.5268531360237558	5	5	0.9965467954619968	9.431503371888859	5	5	0.4672164547493336	-6.115474665798161	5	5	0.5385255034333125	-12.42784427451719	4	4
IGSF10	0.3426850656797221	-7.5250028293045075	5	5	0.024262225627705594	15.565342693309281	3	3	0.5905646150284753	1.0196478159213527	2	2	0.1229241040898199	-14.419060328448873	3	3
IKBKAP	0.057507956246460906	-8.401469724096073	4	4	0.13950179234957694	18.344821041256687	1	1	0.020180663237121338	11.168869740329107	2	2	0.9791408671229712	-5.64750084934234	3	3
IKBKB	0.08512649709853892	-8.714421701368275	4	4	0.5210548533507869	8.572494358193403	2	2	0.05196748125837746	6.943158642571923	3	3	0.4641144340452932	-1.5353053118545248	3	3
IKBKE	0.7580861874699827	-8.577547238556042	5	5	0.6571523066131331	5.653903517523311	3	3	0.5126775198981743	-3.246496236641096	3	3	0.327087439863353	-10.034829073493821	1	1
IKBKG	0.9776625184939425	-4.636911858933935	5	5	0.8178185521799152	2.8008087945822093	3	3	0.9301679289823215	-2.3833323985412465	3	3	0.6379060901010708	-5.025595883810765	3	3
IL11RA	0.8667935566703048	-9.073738939194724	10	10	0.23876522426964164	1.990370019104218	6	6	0.030800169522211054	-10.221301448838561	6	6	0.5257619439266255	-8.891373111774438	2	2
IL2RB	0.9826255065052809	-5.694583852582402	5	5	0.797051849978957	8.899241539618865	4	4	0.49948906399740156	-3.1636447598079567	3	3	0.5133369238656149	-8.559010132864072	3	3
IL2RG	0.5776915875872292	-8.943608385624662	9	9	0.30095701068373615	16.09043630178805	5	5	0.3974420855210218	2.132882827361292	5	5	0.25816214764101164	-16.68361646330688	6	6
IL3RA	0.11834633303488432	-9.73748243575352	5	5	0.5375629227149763	-0.9898936895597696	1	1	0.3507994958490671	4.21169746967612	3	3	0.03751093943515699	2.8347187227388178	2	2
IL4I1	0.9281118048858265	-5.8958097864367796	5	5	0.32000636803352756	-0.8524254442933756	3	3	0.6918749690781016	0.9429574806965734	4	4	0.17395866300991503	1.5962161846664926	3	3
IL5	0.8736536454629142	-8.707048146189287	10	10	0.06461834928218883	1.1100667209433326	6	6	0.4052412307584998	-3.526241221415788	8	8	0.5958307766109687	-4.648067349047738	4	4
IL6R	0.045455843455206896	-10.080122135067638	5	5	0.35157980337446804	-0.9799693054494645	2	2	0.12402452153152456	-9.527158121006023	2	2			0	0
ILK	0.6033793400560964	-2.036040860554113	5	5	0.313255028372343	12.987469535440665	5	5	0.16318490172231348	4.995844939460832	5	5	0.755109077416879	-9.029904430092712	5	5
ILKAP	0.37526624445561163	-4.168438397933996	5	5	0.3540499420404086	7.173065546350632	4	4	0.553688991039264	-1.3093489489941252	4	4	0.8139648565977974	-5.637478053033838	3	3
IMPA1	0.32709407601287177	-1.3913704113763592	5	5	0.4334149120904912	7.657856121118784	5	5	0.7901043763119766	-2.784363784663545	5	5	0.8650501184450475	-5.130622083584325	3	3
INPP1	0.4723536117686937	-1.84991013007961	5	5	0.3198858120301791	10.128660528930446	4	4	0.21083350165903247	-7.318097153877274	4	4	0.032034967490044045	-13.456811258572152	3	3
INPP4B	0.35909858582180587	-8.868726463057259	10	10	0.11055012446930566	15.41430978824149	6	6	0.019770887153456373	3.8336113092066877	9	9	0.5310407450687765	-9.055901771060455	8	8
