	Diff	Lower	Upper
	Rep1	Rep1	Rep1
	/projects/health_sciences/bms/biochemistry/hughes_lab/AlixGibson/Final_ScreenProcessing/ScreenProcessing/R2/step1/output/count_files/21062D-07-04_S105_L006_R2_001_CRISPRi_v2_human.trim_1_39_reverse.fa_h1_top5_Diff20.counts	/projects/health_sciences/bms/biochemistry/hughes_lab/AlixGibson/Final_ScreenProcessing/ScreenProcessing/R2/step1/output/count_files/21062D-07-02_S103_L006_R2_001_CRISPRi_v2_human.trim_1_39_reverse.fa_h1_top5_Diff20.counts	/projects/health_sciences/bms/biochemistry/hughes_lab/AlixGibson/Final_ScreenProcessing/ScreenProcessing/R2/step1/output/count_files/21062D-07-01_S102_L006_R2_001_CRISPRi_v2_human.trim_1_39_reverse.fa_h1_top5_Diff20.counts
sgId			
AHCY_-_32890950.23-P1P2	1514	2	4
AHCY_-_32891095.23-P1P2	3535	5042	3560
AHCY_-_32891101.23-P1P2	0	0	0
AHCY_-_32891145.23-P1P2	1818	0	1639
AK1_+_130639930.23-P1P2	2502	3	1363
AK1_+_130639945.23-P1P2	2139	1396	1182
AK1_-_130639512.23-P1P2	0	0	0
AK1_-_130639710.23-P1P2	2616	0	1238
AK1_-_130639906.23-P1P2	2548	2717	1478
AK2_+_33502042.23-P1P2	1439	2	991
AK2_+_33502056.23-P1P2	0	0	0
AK2_+_33502088.23-P1P2	0	0	0
AK2_+_33502194.23-P1P2	1157	3	2337
AK2_+_33502475.23-P1P2	1106	2264	1
AK3_+_4740766.23-P1P2	3156	4	5
AK3_+_4740798.23-P1P2	5164	3	1
AK3_-_4740765.23-P1P2	2631	4664	1466
AK3_-_4741156.23-P1P2	1249	3956	5
AK3_-_4741205.23-P1P2	3236	0	2
AK4_+_65613321.23-P1P2	4050	2	3
AK4_+_65614269.23-P1P2	6556	10356	3501
AK4_-_65613240.23-P1P2	773	0	0
AK4_-_65613440.23-P1P2	1731	4966	1556
AK4_-_65613504.23-P1P2	1264	0	0
AK5_-_77747738.23-P1P2	2457	7623	1949
AK5_-_77747887.23-P1P2	502	0	0
AK5_-_77748084.23-P1P2	462	3	2195
AK5_-_77748096.23-P1P2	1179	1	1692
AK5_-_77748351.23-P1P2	86	4735	3
AK7_+_96858465.23-P1P2	2504	9234	1304
AK7_+_96858485.23-P1P2	932	3	2220
AK7_+_96858941.23-P1P2	0	0	0
AK7_-_96858547.23-P1P2	0	0	0
AK7_-_96858913.23-P1P2	0	0	0
AK8_+_135753659.23-P1P2	0	0	0
AK8_+_135753664.23-P1P2	0	0	0
AK8_-_135753610.23-P1P2	1000	0	0
AK8_-_135753634.23-P1P2	3571	3	2658
AK8_-_135754341.23-P1P2	1352	4	3771
AKAP10_+_19881070.23-P1P2	967	1030	3
AKAP10_+_19881078.23-P1P2	1792	1	1381
AKAP10_+_19881106.23-P1P2	2765	2847	1
AKAP10_+_19881109.23-P1P2	0	0	0
AKAP10_+_19881129.23-P1P2	5484	4408	1524
AKAP11_+_42846358.23-P1P2	2222	1	2
AKAP11_+_42846376.23-P1P2	816	3418	6933
AKAP11_+_42846479.23-P1P2	0	0	0
AKAP11_+_42846688.23-P1P2	820	0	1
AKAP11_-_42846604.23-P1P2	0	0	0
AKAP12_+_151561539.23-P1	1322	659	844
AKAP12_+_151646838.23-P2	0	0	0
AKAP12_+_151646850.23-P2	293	5686	2089
AKAP12_+_151647266.23-P2	2725	1	1
AKAP12_-_151561572.23-P1	2560	3552	3612
AKAP12_-_151561599.23-P1	2683	1724	1
AKAP12_-_151561609.23-P1	0	0	0
AKAP12_-_151562006.23-P1	1265	0	1
AKAP12_-_151646835.23-P2	3521	8000	3245
AKAP12_-_151646844.23-P2	0	0	0
AKAP13_+_85923789.23-P1P2	2415	3	3789
AKAP13_+_85923863.23-P1P2	5220	1737	3242
AKAP13_+_85923876.23-P1P2	722	0	1366
AKAP13_+_85924198.23-P1P2	1121	6	3499
AKAP13_+_85924290.23-P1P2	1446	1	1
AKAP14_+_119030176.23-P1P2	2988	5662	1935
AKAP14_+_119030185.23-P1P2	1026	3	1733
AKAP14_+_119030227.23-P1P2	3597	1	3741
AKAP14_+_119030337.23-P1P2	1539	1	2
AKAP14_-_119030368.23-P1P2	0	0	0
AKAP1_+_55162988.23-P1P2	1239	7377	4
AKAP1_+_55162999.23-P1P2	2193	7	2262
AKAP1_+_55163111.23-P1P2	1929	1797	6111
AKAP1_-_55162653.23-P1P2	0	0	0
AKAP1_-_55162661.23-P1P2	0	0	0
AKAP3_+_4754219.23-P2	0	0	0
AKAP3_+_4757792.23-P1	94	0	0
AKAP3_+_4757813.23-P1	1415	4787	1503
AKAP3_+_4758137.23-P1	0	0	0
AKAP3_-_4754118.23-P2	0	0	0
AKAP3_-_4754189.23-P2	2781	1	1861
AKAP3_-_4754248.23-P2	1305	5	3041
AKAP3_-_4754290.23-P2	0	0	0
AKAP3_-_4758021.23-P1	0	0	0
AKAP3_-_4758224.23-P1	0	0	0
AKAP4_+_49964966.23-P1P2	0	0	0
AKAP4_+_49964995.23-P1P2	0	0	0
AKAP4_+_49965047.23-P1P2	506	2	1
AKAP4_+_49965636.23-P1P2	1703	7375	1150
AKAP4_+_49965647.23-P1P2	0	0	0
AKAP5_+_64932286.23-P1P2	1090	1	2138
AKAP5_+_64932289.23-P1P2	0	0	0
AKAP5_+_64932523.23-P1P2	0	0	0
AKAP5_-_64932236.23-P1P2	987	1	2969
AKAP5_-_64932248.23-P1P2	1322	1	1732
AKAP6_+_32798551.23-P1P2	0	0	0
AKAP6_+_32798898.23-P1P2	0	0	0
AKAP6_-_32798545.23-P1P2	1621	1	2061
AKAP6_-_32798602.23-P1P2	0	0	0
AKAP6_-_32798679.23-P1P2	0	0	0
AKAP7_+_131456600.23-P1P2	1051	2	2728
AKAP7_+_131456616.23-P1P2	5844	8953	454
AKAP7_-_131456586.23-P1P2	2329	3922	529
AKAP7_-_131456595.23-P1P2	2821	5672	3506
AKAP7_-_131456599.23-P1P2	4992	4003	1807
AKAP8L_+_15529720.23-P1P2	555	2118	2
AKAP8L_+_15529754.23-P1P2	2335	9	3545
AKAP8L_+_15529786.23-P1P2	0	0	0
AKAP8L_-_15529435.23-P1P2	1779	1	0
AKAP8L_-_15529738.23-P1P2	0	0	0
AKAP8_+_15490522.23-P1P2	1611	5304	1685
AKAP8_+_15490531.23-P1P2	0	0	0
AKAP8_+_15490538.23-P1P2	2424	5	1845
AKAP8_+_15490555.23-P1P2	1892	1	0
AKAP8_+_15490566.23-P1P2	1524	2380	1973
AKAP9_+_91570225.23-P1P2	2587	5	2142
AKAP9_+_91570245.23-P1P2	4942	1	2
AKAP9_+_91570248.23-P1P2	4255	2	2122
AKAP9_-_91570201.23-P1P2	0	0	0
AKAP9_-_91570233.23-P1P2	3893	2348	0
AKR1A1_+_46016701.23-P1P2	0	0	0
AKR1A1_+_46016723.23-P1P2	0	0	0
AKR1A1_+_46017142.23-P1P2	1221	3001	3
AKR1A1_-_46016592.23-P1P2	0	0	0
AKR1A1_-_46016934.23-P1P2	3540	1	1151
AKR1B10_+_134212298.23-P1P2	2648	1	1840
AKR1B10_+_134212317.23-P1P2	0	0	0
AKR1B10_+_134212752.23-P1P2	1176	1	3003
AKR1B10_-_134212336.23-P1P2	1989	5433	2
AKR1B10_-_134212770.23-P1P2	0	0	0
AKR1B1_+_134143398.23-P1P2	2623	2	1331
AKR1B1_+_134143462.23-P1P2	3991	0	1
AKR1B1_+_134143839.23-P1P2	2173	5719	837
AKR1B1_-_134143472.23-P1P2	1762	2983	1963
AKR1B1_-_134143848.23-P1P2	5305	1612	1545
AKT1_+_105261633.23-P1P2	0	0	0
AKT1_+_105261705.23-P1P2	0	0	0
AKT1_+_105261975.23-P1P2	1188	0	3135
AKT1_+_105262011.23-P1P2	0	0	0
AKT1_+_105262020.23-P1P2	2684	4	3526
AKT2_+_40791162.23-P1P2	2518	1	1
AKT2_+_40791298.23-P1P2	1102	0	1
AKT2_-_40791096.23-P1P2	0	0	0
AKT2_-_40791188.23-P1P2	2751	2645	2662
AKT2_-_40791241.23-P1P2	0	0	0
AKT3_+_244013158.23-P1P2	3930	2	305
AKT3_-_244013164.23-P1P2	1460	1	1
AKT3_-_244013349.23-P1P2	0	0	0
AKT3_-_244013352.23-P1P2	2887	14288	3566
AKT3_-_244013548.23-P1P2	4437	5	3697
ALAS1_+_52232183.23-P1P2	1303	1	1
ALAS1_+_52232365.23-P1P2	0	0	0
ALAS1_+_52232583.23-P1P2	1566	2606	3
ALAS1_+_52232611.23-P1P2	2788	3771	3214
ALAS1_-_52232194.23-P1P2	0	0	0
ALAS2_+_55057316.23-P1P2	0	0	0
ALAS2_+_55057338.23-P1P2	0	0	0
ALAS2_-_55056927.23-P1P2	2725	1	1642
ALAS2_-_55057349.23-P1P2	3263	30	887
ALAS2_-_55057412.23-P1P2	3402	3098	3339
ALDH18A1_+_97416086.23-P1P2	1129	8608	2002
ALDH18A1_+_97416090.23-P1P2	2870	1469	1348
ALDH18A1_+_97416448.23-P1P2	2860	5805	4
ALDH18A1_-_97416063.23-P1P2	0	0	0
ALDH18A1_-_97416501.23-P1P2	0	0	0
ALDH1A2_+_58357459.23-P1P2	1335	3	6101
ALDH1A2_+_58357493.23-P1P2	2331	3954	1770
ALDH1A2_-_58357473.23-P1P2	763	1	0
ALDH1A2_-_58357549.23-P1P2	4943	6741	1074
ALDH1A2_-_58357877.23-P1P2	1993	2	3748
ALDH1B1_+_38392764.23-P1P2	1352	0	0
ALDH1B1_+_38392957.23-P1P2	0	0	0
ALDH1B1_+_38392963.23-P1P2	0	0	0
ALDH1B1_+_38393145.23-P1P2	1214	6	1297
ALDH1B1_-_38393107.23-P1P2	192	5231	1841
ALDH1L1_+_125899006.23-P1P2	4588	4865	1471
ALDH1L1_-_125899035.23-P1P2	4663	3884	1596
ALDH1L1_-_125899333.23-P1P2	6969	5763	2886
ALDH1L1_-_125899391.23-P1P2	1315	1394	1938
ALDH1L1_-_125899408.23-P1P2	0	0	0
ALDH3A1_+_19651350.23-P1P2	0	0	0
ALDH3A1_+_19651570.23-P1P2	1685	758	2
ALDH3A1_+_19651582.23-P1P2	867	2303	1
ALDH3A1_+_19651663.23-P1P2	1718	1	3
ALDH3A1_-_19651612.23-P1P2	2589	2	2
ALDH3A2_+_19552078.23-P1P2	1841	3	2334
ALDH3A2_-_19552105.23-P1P2	680	1	1
ALDH3A2_-_19552119.23-P1P2	0	0	0
ALDH3A2_-_19552301.23-P1P2	1360	3	0
ALDH3A2_-_19552304.23-P1P2	1667	3069	2
ALDH3B1_+_67777809.23-P1P2	0	0	0
ALDH3B1_+_67777830.23-P1P2	0	0	0
ALDH3B1_+_67777856.23-P1P2	2989	7	2035
ALDH3B1_+_67778195.23-P1P2	4777	7190	1458
ALDH3B1_-_67778165.23-P1P2	0	0	0
ALDH4A1_-_19228655.23-P1P2	0	0	0
ALDH4A1_-_19228763.23-P1P2	1324	2780	0
ALDH4A1_-_19228783.23-P1P2	1306	3	2349
ALDH4A1_-_19228972.23-P1P2	2346	3	3058
ALDH4A1_-_19229034.23-P1P2	1643	3	0
ALDH5A1_+_24495207.23-P1P2	1337	5112	1358
ALDH5A1_+_24495265.23-P1P2	2523	1	8
ALDH5A1_+_24495477.23-P1P2	466	0	1954
ALDH5A1_+_24495537.23-P1P2	3130	2234	2
ALDH5A1_+_24495662.23-P1P2	1385	5686	3394
ALDH9A1_-_165667549.23-P1P2	0	0	0
ALDH9A1_-_165667740.23-P1P2	606	0	1113
ALDH9A1_-_165667761.23-P1P2	1149	0	1054
ALDH9A1_-_165667800.23-P1P2	0	0	0
ALDH9A1_-_165667803.23-P1P2	910	1	0
ALK_+_30144436.23-P1P2	4821	2776	3
ALK_-_30144068.23-P1P2	0	0	0
ALK_-_30144392.23-P1P2	3104	2934	1747
ALK_-_30144395.23-P1P2	0	0	0
ALK_-_30144402.23-P1P2	0	0	0
ALLC_+_3705780.23-P1P2	0	0	0
ALLC_+_3706035.23-P1P2	0	0	0
ALLC_-_3705821.23-P1P2	0	0	0
ALLC_-_3705832.23-P1P2	2893	3283	899
ALLC_-_3706094.23-P1P2	1089	2	460
ALOX5_+_45869730.23-P1P2	1221	3312	1
ALOX5_+_45869734.23-P1P2	672	5528	1
ALOX5_-_45870075.23-P1P2	2364	6	1
ALOX5_-_45870079.23-P1P2	1319	7	1626
ALOX5_-_45870102.23-P1P2	1825	1	2
ALPI_+_233320899.23-P1P2	869	3469	1
ALPI_+_233320902.23-P1P2	0	0	0
ALPI_+_233321300.23-P1P2	1260	8154	3601
ALPI_-_233320917.23-P1P2	0	0	0
ALPI_-_233321239.23-P1P2	688	1	1066
ALPK1_+_113218522.23-P1P2	3143	1	2
ALPK1_+_113218559.23-P1P2	0	0	0
ALPK1_-_113218809.23-P1P2	0	0	0
ALPK1_-_113218819.23-P1P2	0	0	0
ALPK1_-_113218916.23-P1P2	0	0	0
ALPK2_+_56295811.23-ENST00000361673.3	0	0	0
ALPK2_+_56296241.23-ENST00000361673.3	1607	0	1
ALPK2_+_56296244.23-ENST00000361673.3	0	0	0
ALPK2_-_56296080.23-ENST00000361673.3	0	0	0
ALPK2_-_56296111.23-ENST00000361673.3	0	0	0
ALPK3_+_85360868.23-P1P2	0	0	0
ALPK3_-_85360394.23-P1P2	2402	5	4
ALPK3_-_85360414.23-P1P2	1145	3	2713
ALPK3_-_85360424.23-P1P2	0	0	0
ALPK3_-_85360833.23-P1P2	5074	3	1486
ALPL_+_21835943.23-P1	937	2	3309
ALPL_+_21835964.23-P1	1237	5	1665
ALPL_+_21835978.23-P1	0	0	0
ALPL_+_21836361.23-P1	2378	3	3950
ALPL_+_21877779.23-P2	1097	9	3377
ALPL_+_21878169.23-P2	0	0	0
ALPL_-_21836424.23-P1	1760	0	0
ALPL_-_21877787.23-P2	944	1	2297
ALPL_-_21877856.23-P2	1344	2497	1
ALPL_-_21877871.23-P2	283	1141	1651
ALPPL2_+_233271563.23-P1P2	4453	1705	1707
ALPPL2_+_233271581.23-P1P2	0	0	0
ALPPL2_+_233271588.23-P1P2	1217	1	1
ALPPL2_+_233271948.23-P1P2	2839	3146	3673
ALPPL2_-_233271568.23-P1P2	0	0	0
AMHR2_+_53818923.23-P1P2	2676	2	1162
AMHR2_+_53819137.23-P1P2	3209	5	4556
AMHR2_+_53819383.23-P1P2	1649	6947	1767
AMHR2_-_53818886.23-P1P2	0	0	0
AMHR2_-_53819370.23-P1P2	0	0	0
AMN_+_103389039.23-P1	882	1	1452
AMN_+_103389216.23-P1	5851	1	2065
AMN_+_103395231.23-P2	2404	1	1
AMN_+_103395370.23-P2	1385	2	1279
AMN_+_103395419.23-P2	1510	3	1
AMN_-_103389029.23-P1	2527	1	1673
AMN_-_103389054.23-P1	0	0	0
AMN_-_103389087.23-P1	2548	0	2621
AMN_-_103395024.23-P2	1476	6	5555
AMN_-_103395326.23-P2	2497	1	0
AMT_+_49459848.23-P1P2	1718	4	3762
AMT_+_49459858.23-P1P2	1422	4	3
AMT_+_49459861.23-P1P2	1131	3	14
AMT_-_49459829.23-P1P2	0	0	0
AMT_-_49459857.23-P1P2	714	4	0
AMY2A_+_104159553.23-P1P2	2822	1	3805
AMY2A_+_104159726.23-P1P2	0	0	0
AMY2A_+_104159834.23-P1P2	0	0	0
AMY2A_-_104159734.23-P1P2	1690	5398	4
AMY2A_-_104159817.23-P1P2	0	0	0
AMY2B_+_104104473.23-P1P2	0	0	0
AMY2B_-_104104404.23-P1P2	0	0	0
AMY2B_-_104104409.23-P1P2	0	0	0
AMY2B_-_104104458.23-P1P2	0	0	0
AMY2B_-_104104488.23-P1P2	0	0	0
ANKK1_+_113258562.23-P1P2	5725	2305	2815
ANKK1_+_113258924.23-P1P2	33	1	0
ANKK1_+_113258955.23-P1P2	0	0	0
ANKK1_-_113258522.23-P1P2	1534	0	0
ANKK1_-_113259026.23-P1P2	0	0	0
ANXA2_+_60689732.23-P1P2	1322	3	5373
ANXA2_+_60690063.23-P1P2	3716	4	2100
ANXA2_-_60689707.23-P1P2	240	3520	1
ANXA2_-_60689776.23-P1P2	964	11734	1404
ANXA2_-_60690116.23-P1P2	4997	5	1932
ANXA3_+_79472940.23-P1P2	2645	4	2017
ANXA3_+_79473255.23-P1P2	1257	0	2
ANXA3_+_79473355.23-P1P2	0	0	0
ANXA3_-_79473131.23-P1P2	3947	4674	3
ANXA3_-_79473265.23-P1P2	560	0	1
ANXA5_-_122617573.23-P1P2	930	0	1433
ANXA5_-_122617717.23-P1P2	2737	2797	2083
ANXA5_-_122617764.23-P1P2	0	0	0
ANXA5_-_122618086.23-P1P2	1501	0	0
ANXA5_-_122618118.23-P1P2	0	0	0
APCS_+_159557645.23-P1P2	0	0	0
APCS_+_159557663.23-P1P2	0	0	0
APCS_+_159557720.23-P1P2	0	0	0
APCS_-_159557617.23-P1P2	0	0	0
APCS_-_159557638.23-P1P2	2621	6372	1354
APOE_+_45409173.23-P1P2	0	0	0
APOE_-_45409117.23-P1P2	2090	1	3736
APOE_-_45409137.23-P1P2	1470	5502	3
APOE_-_45409305.23-P1P2	0	0	0
APOE_-_45409519.23-P1P2	0	0	0
APOH_+_64223962.23-P2	1389	4	1576
APOH_+_64224198.23-P2	0	0	0
APOH_+_64224202.23-P2	1489	1	3
APOH_+_64225521.23-P1	2717	1	2
APOH_-_64224067.23-P2	5418	1995	1281
APOH_-_64224106.23-P2	0	0	0
APOH_-_64225455.23-P1	676	0	1521
APOH_-_64225487.23-P1	395	2585	2
APOH_-_64225515.23-P1	1722	1	1
APOH_-_64225529.23-P1	1981	1	1805
APRT_+_88877892.23-P1P2	1428	2629	1574
APRT_+_88877930.23-P1P2	6107	4	6
APRT_-_88878107.23-P1P2	0	0	0
APRT_-_88878302.23-P1P2	1264	3112	4740
APRT_-_88878308.23-P1P2	2428	2963	3836
ARAF_+_47420611.23-P1P2	3414	2	2
ARAF_-_47420581.23-P1P2	1516	2	2299
ARAF_-_47420629.23-P1P2	3931	3	1
ARAF_-_47420650.23-P1P2	5710	6466	3280
ARAF_-_47420655.23-P1P2	4060	2	3693
ARF1_+_228270829.23-P1P2	0	0	0
ARF1_-_228270444.23-P1P2	3334	2	4511
ARF1_-_228270479.23-P1P2	1647	1	0
ARF1_-_228270510.23-P1P2	4303	2	1939
ARF1_-_228270878.23-P1P2	2794	5	2255
ARF4_+_57583046.23-P1P2	0	0	0
ARF4_-_57582621.23-P1P2	0	0	0
ARF4_-_57583010.23-P1P2	0	0	0
ARF4_-_57583033.23-P1P2	0	0	0
ARF4_-_57583055.23-P1P2	0	0	0
ARF6_+_50361360.23-P2	0	0	0
ARF6_+_50361377.23-P2	0	0	0
ARF6_+_50361520.23-P2	0	0	0
ARF6_-_50359824.23-P1	0	0	0
ARF6_-_50359827.23-P1	0	0	0
ARF6_-_50359865.23-P1	0	0	0
ARF6_-_50360206.23-P1	1789	1	1261
ARF6_-_50360232.23-P1	6369	2	1987
ARF6_-_50361209.23-P2	2631	4	1
ARF6_-_50361303.23-P2	0	0	0
ARHGAP26_+_142150361.23-P1P2	4103	4721	2605
ARHGAP26_-_142149986.23-P1P2	2191	1	3
ARHGAP26_-_142150010.23-P1P2	0	0	0
ARHGAP26_-_142150016.23-P1P2	0	0	0
ARHGAP26_-_142150021.23-P1P2	0	0	0
ARL1_+_101801462.23-P1P2	0	0	0
ARL1_+_101801468.23-P1P2	906	2742	0
ARL1_+_101801483.23-P1P2	3065	3	1566
ARL1_-_101801214.23-P1P2	0	0	0
ARL1_-_101801545.23-P1P2	0	0	0
ARL3_+_104474074.23-P1P2	5086	7	2023
ARL3_+_104474107.23-P1P2	1095	7180	1625
ARL3_-_104474009.23-P1P2	2763	1020	6
ARL3_-_104474089.23-P1P2	1673	1	2072
ARL3_-_104474101.23-P1P2	0	0	0
ARL5B_-_18948336.23-P1P2	1088	0	1
ARL5B_-_18948344.23-P1P2	1345	0	0
ARL5B_-_18948348.23-P1P2	4149	5940	2178
ARL5B_-_18948364.23-P1P2	828	1290	870
ARL5B_-_18948378.23-P1P2	0	0	0
ARPC1B_+_98972315.23-P1P2	4332	3	5
ARPC1B_+_98972356.23-P1P2	1421	5375	1929
ARPC1B_+_98972769.23-P1P2	1530	2	0
ARPC1B_-_98972364.23-P1P2	0	0	0
ARPC1B_-_98972410.23-P1P2	0	0	0
ARPC2_+_219082121.23-P1	0	0	0
ARPC2_+_219082260.23-P1	0	0	0
ARPC2_+_219103598.23-P2	1586	0	0
ARPC2_-_219081891.23-P1	1386	5683	1859
ARPC2_-_219081923.23-P1	0	0	0
ARPC2_-_219081929.23-P1	0	0	0
ARPC2_-_219103608.23-P2	0	0	0
ARPC2_-_219103625.23-P2	0	0	0
ARPC2_-_219103724.23-P2	1719	0	0
ARPC2_-_219103871.23-P2	2564	4	1569
ARPC3_+_110883121.23-P2	0	0	0
ARPC3_+_110887749.23-P1	0	0	0
ARPC3_+_110888087.23-P1	0	0	0
ARPC3_-_110882890.23-P2	0	0	0
ARPC3_-_110882896.23-P2	1835	1	2115
ARPC3_-_110882946.23-P2	0	0	0
ARPC3_-_110883364.23-P2	0	0	0
ARPC3_-_110888115.23-P1	691	0	1
ARPC3_-_110888131.23-P1	0	0	0
ARPC3_-_110888149.23-P1	0	0	0
ARPC4_+_9834769.23-P1P2	0	0	0
ARPC4_+_9834836.23-P1P2	2710	3	2835
ARPC4_-_9834275.23-P1P2	0	0	0
ARPC4_-_9834393.23-P1P2	0	0	0
ARPC4_-_9834808.23-P1P2	0	0	0
ARPC5_+_183604702.23-P1P2	1033	2613	4
ARPC5_+_183604818.23-P1P2	0	0	0
ARPC5_+_183604896.23-P1P2	3353	3	2471
ARPC5_-_183604403.23-P1P2	0	0	0
ARPC5_-_183604444.23-P1P2	0	0	0
ARSA_+_51066539.23-P1P2	1549	1	1
ARSA_+_51066550.23-P1P2	1866	2260	6845
ARSA_-_51066477.23-P1P2	0	0	0
ARSA_-_51066480.23-P1P2	0	0	0
ARSA_-_51066507.23-P1P2	0	0	0
ART1_+_3666404.23-P1P2	0	0	0
ART1_+_3666757.23-P1P2	0	0	0
ART1_+_3666779.23-P1P2	0	0	0
ART1_-_3666414.23-P1P2	2093	0	0
ART1_-_3666702.23-P1P2	0	0	0
ASGR2_+_7017555.23-P1P2	1447	603	1548
ASGR2_-_7017722.23-P1P2	1399	0	0
ASGR2_-_7017726.23-P1P2	1757	3462	0
ASGR2_-_7017962.23-P1P2	2340	5295	1781
ASGR2_-_7017981.23-P1P2	1483	6765	5
ASNA1_+_12848373.23-P1P2	2287	8308	1659
ASNA1_+_12848385.23-P1P2	0	0	0
ASNA1_+_12848698.23-P1P2	1238	9971	5
ASNA1_-_12847970.23-P1P2	1304	2	1830
ASNA1_-_12848537.23-P1P2	0	0	0
ASPA_+_3379320.23-P1P2	0	0	0
ASPA_+_3379346.23-P1P2	0	0	0
ASPA_+_3379511.23-P1P2	0	0	0
ASPA_+_3379614.23-P1P2	0	0	0
ASPA_-_3379286.23-P1P2	0	0	0
ASRGL1_+_62105004.23-P1P2	3847	5143	4
ASRGL1_+_62105040.23-P1P2	3932	2	1210
ASRGL1_+_62105366.23-P1P2	0	0	0
ASRGL1_-_62104973.23-P1P2	1578	2410	2
ASRGL1_-_62105346.23-P1P2	1523	2	1
ASS1_+_133320398.23-P1P2	0	0	0
ASS1_+_133320409.23-P1P2	0	0	0
ASS1_+_133320415.23-P1P2	559	3	1
ASS1_+_133320791.23-P1P2	1208	1	1025
ASS1_-_133320387.23-P1P2	3764	3683	5067
ATM_+_108094013.23-P1P2	1242	2	2019
ATM_-_108093795.23-P1P2	247	1	1992
ATM_-_108093813.23-P1P2	0	0	0
ATM_-_108093829.23-P1P2	2088	2	0
ATM_-_108093839.23-P1P2	675	0	0
ATOX1_-_151137774.23-P1P2	4664	3181	5
ATOX1_-_151138108.23-P1P2	5747	2	4
ATOX1_-_151138119.23-P1P2	4171	1	2039
ATOX1_-_151138125.23-P1P2	2799	3	2901
ATOX1_-_151138136.23-P1P2	3926	6	3418
ATP1A1_+_116916023.23-P1P2	1733	0	0
ATP1A1_+_116916694.23-P1P2	4200	2	1953
ATP1A1_-_116915929.23-P1P2	1275	5537	3221
ATP1A1_-_116915944.23-P1P2	2227	6	1486
ATP1A1_-_116916334.23-P1P2	1546	1	0
ATP2A1_+_28889799.23-P1P2	0	0	0
ATP2A1_+_28890222.23-P1P2	2474	1	1
ATP2A1_-_28889826.23-P1P2	0	0	0
ATP2A1_-_28889833.23-P1P2	3688	2	1345
ATP2A1_-_28889864.23-P1P2	0	0	0
ATP2C1_+_130613032.23-P1P2	0	0	0
ATP2C1_+_130613095.23-P1P2	3210	0	1005
ATP2C1_+_130613395.23-P1P2	1296	6946	1674
ATP2C1_-_130613451.23-P1P2	0	0	0
ATP2C1_-_130613510.23-P1P2	625	1	6895
ATP4A_+_36048513.23-P2	0	0	0
ATP4A_+_36048542.23-P2	2662	6	1044
ATP4A_+_36048719.23-P2	1983	3690	2243
ATP4A_+_36054077.23-P1	1219	0	2863
ATP4A_+_36054145.23-P1	928	0	1
ATP4A_+_36054525.23-P1	2301	1478	3316
ATP4A_+_36054542.23-P1	0	0	0
ATP4A_+_36054554.23-P1	2045	1	2
ATP4A_-_36048282.23-P2	3179	1	1
ATP4A_-_36048687.23-P2	2170	4164	1721
ATP5A1_+_43669273.23-P2	0	0	0
ATP5A1_+_43669663.23-P2	1505	3	1974
ATP5A1_+_43669671.23-P2	0	0	0
ATP5A1_+_43678149.23-P1	1272	1	2
ATP5A1_+_43678210.23-P1	0	0	0
ATP5A1_+_43678237.23-P1	2814	3441	2
ATP5A1_-_43669651.23-P2	1869	1	1751
ATP5A1_-_43669654.23-P2	2190	4284	3438
ATP5A1_-_43678030.23-P1	0	0	0
ATP5A1_-_43678159.23-P1	0	0	0
ATP5B_+_57039359.23-P1P2	0	0	0
ATP5B_+_57039710.23-P1P2	0	0	0
ATP5B_-_57039683.23-P1P2	0	0	0
ATP5B_-_57039709.23-P1P2	0	0	0
ATP5B_-_57039762.23-P1P2	0	0	0
ATP5C1_+_7830138.23-P1P2	3511	2	0
ATP5C1_+_7830168.23-P1P2	0	0	0
ATP5C1_+_7830547.23-P1P2	0	0	0
ATP5C1_-_7830158.23-P1P2	0	0	0
ATP5C1_-_7830375.23-P1P2	0	0	0
ATP6V1A_+_113465895.23-P1P2	0	0	0
ATP6V1A_+_113465921.23-P1P2	0	0	0
ATP6V1A_-_113465905.23-P1P2	0	0	0
ATP6V1A_-_113465930.23-P1P2	0	0	0
ATP6V1A_-_113466376.23-P1P2	0	0	0
ATP6V1B2_+_20054954.23-P1P2	0	0	0
ATP6V1B2_+_20054959.23-P1P2	0	0	0
ATP6V1B2_+_20054974.23-P1P2	0	0	0
ATP6V1B2_+_20055090.23-P1P2	0	0	0
ATP6V1B2_-_20054985.23-P1P2	0	0	0
ATP6V1C1_+_104033380.23-P1P2	0	0	0
ATP6V1C1_+_104033390.23-P1P2	0	0	0
ATP6V1C1_-_104033344.23-P1P2	0	0	0
ATP6V1C1_-_104033361.23-P1P2	1662	0	3
ATP6V1C1_-_104033365.23-P1P2	0	0	0
ATP8A1_-_42658683.23-P1P2	2362	3	3971
ATP8A1_-_42658751.23-P1P2	0	0	0
ATP8A1_-_42659062.23-P1P2	1401	2	5925
ATP8A1_-_42659065.23-P1P2	1623	4	3
ATP8A1_-_42659112.23-P1P2	2728	4	6478
ATR_+_142297571.23-P1P2	0	0	0
ATR_+_142297576.23-P1P2	0	0	0
ATR_-_142297227.23-P1P2	0	0	0
ATR_-_142297369.23-P1P2	0	0	0
ATR_-_142297649.23-P1P2	0	0	0
AURKAIP1_+_1310184.23-P1P2	1811	3286	6
